Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
1,Sat Aug 3 2019,Salford City FC,2-0,Stevenage FC,2019,Aug,3,3/Aug/2019,Sat,2,2,0,Salford City FC
1,Sat Aug 3 2019,Bradford City AFC,0-0,Cambridge United FC,2019,Aug,3,3/Aug/2019,Sat,0,0,0,Draw
1,Sat Aug 3 2019,Carlisle United FC,02-Jan,Crawley Town FC,2019,Aug,3,3/Aug/2019,Sat,3,2,1,Carlisle United FC
1,Sat Aug 3 2019,Colchester United FC,01-Jan,Port Vale FC,2019,Aug,3,3/Aug/2019,Sat,2,1,1,Draw
1,Sat Aug 3 2019,Crewe Alexandra FC,0-3,Plymouth Argyle FC,2019,Aug,3,3/Aug/2019,Sat,3,0,3,Plymouth Argyle FC
1,Sat Aug 3 2019,Exeter City FC,1-0,Macclesfield Town FC,2019,Aug,3,3/Aug/2019,Sat,1,1,0,Exeter City FC
1,Sat Aug 3 2019,Forest Green Rovers FC,1-0,Oldham Athletic AFC,2019,Aug,3,3/Aug/2019,Sat,1,1,0,Forest Green Rovers FC
1,Sat Aug 3 2019,Leyton Orient FC,1-0,Cheltenham Town FC,2019,Aug,3,3/Aug/2019,Sat,1,1,0,Leyton Orient FC
1,Sat Aug 3 2019,Morecambe FC,0-2,Grimsby Town FC,2019,Aug,3,3/Aug/2019,Sat,2,0,2,Grimsby Town FC
1,Sat Aug 3 2019,Newport County AFC,02-Feb,Mansfield Town FC,2019,Aug,3,3/Aug/2019,Sat,4,2,2,Draw
1,Sat Aug 3 2019,Northampton Town FC,0-1,Walsall FC,2019,Aug,3,3/Aug/2019,Sat,1,0,1,Walsall FC
1,Sat Aug 3 2019,Scunthorpe United FC,0-2,Swindon Town FC,2019,Aug,3,3/Aug/2019,Sat,2,0,2,Swindon Town FC
2,Sat Aug 10 2019,Grimsby Town FC,01-Jan,Bradford City AFC,2019,Aug,10,10/Aug/2019,Sat,2,1,1,Draw
2,Sat Aug 10 2019,Cambridge United FC,0-0,Newport County AFC,2019,Aug,10,10/Aug/2019,Sat,0,0,0,Draw
2,Sat Aug 10 2019,Cheltenham Town FC,04-Jan,Scunthorpe United FC,2019,Aug,10,10/Aug/2019,Sat,5,4,1,Cheltenham Town FC
2,Sat Aug 10 2019,Crawley Town FC,2-0,Salford City FC,2019,Aug,10,10/Aug/2019,Sat,2,2,0,Crawley Town FC
2,Sat Aug 10 2019,Macclesfield Town FC,3-0,Leyton Orient FC,2019,Aug,10,10/Aug/2019,Sat,3,3,0,Macclesfield Town FC
2,Sat Aug 10 2019,Mansfield Town FC,02-Feb,Morecambe FC,2019,Aug,10,10/Aug/2019,Sat,4,2,2,Draw
2,Sat Aug 10 2019,Oldham Athletic AFC,01-Feb,Crewe Alexandra FC,2019,Aug,10,10/Aug/2019,Sat,3,1,2,Crewe Alexandra FC
2,Sat Aug 10 2019,Plymouth Argyle FC,1-0,Colchester United FC,2019,Aug,10,10/Aug/2019,Sat,1,1,0,Plymouth Argyle FC
2,Sat Aug 10 2019,Port Vale FC,01-Jan,Northampton Town FC,2019,Aug,10,10/Aug/2019,Sat,2,1,1,Draw
2,Sat Aug 10 2019,Stevenage FC,0-1,Exeter City FC,2019,Aug,10,10/Aug/2019,Sat,1,0,1,Exeter City FC
2,Sat Aug 10 2019,Swindon Town FC,03-Feb,Carlisle United FC,2019,Aug,10,10/Aug/2019,Sat,5,3,2,Swindon Town FC
2,Sat Aug 10 2019,Walsall FC,01-Jan,Forest Green Rovers FC,2019,Aug,10,10/Aug/2019,Sat,2,1,1,Draw
3,Sat Aug 17 2019,Bradford City AFC,3-0,Oldham Athletic AFC,2019,Aug,17,17/Aug/2019,Sat,3,3,0,Bradford City AFC
3,Sat Aug 17 2019,Carlisle United FC,0-2,Mansfield Town FC,2019,Aug,17,17/Aug/2019,Sat,2,0,2,Mansfield Town FC
3,Sat Aug 17 2019,Colchester United FC,01-Feb,Cambridge United FC,2019,Aug,17,17/Aug/2019,Sat,3,1,2,Cambridge United FC
3,Sat Aug 17 2019,Crewe Alexandra FC,1-0,Walsall FC,2019,Aug,17,17/Aug/2019,Sat,1,1,0,Crewe Alexandra FC
3,Sat Aug 17 2019,Exeter City FC,01-Jan,Swindon Town FC,2019,Aug,17,17/Aug/2019,Sat,2,1,1,Draw
3,Sat Aug 17 2019,Forest Green Rovers FC,1-0,Grimsby Town FC,2019,Aug,17,17/Aug/2019,Sat,1,1,0,Forest Green Rovers FC
3,Sat Aug 17 2019,Leyton Orient FC,0-0,Stevenage FC,2019,Aug,17,17/Aug/2019,Sat,0,0,0,Draw
3,Sat Aug 17 2019,Morecambe FC,0-0,Cheltenham Town FC,2019,Aug,17,17/Aug/2019,Sat,0,0,0,Draw
