Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
1,Sat Jul 20 2019,SV Gloggnitz,01-Feb,SKN St. Pölten,2019,Jul,20,20/Jul/2019,Sat,3,1,2,SKN St. Pölten
1,Sat Jul 20 2019,ASKÖ Köttmannsdorf,0-9,FK Austria Wien,2019,Jul,20,20/Jul/2019,Sat,9,0,9,FK Austria Wien
1,Sat Jul 20 2019,SC Pinkafeld,0-10,SV Mattersburg,2019,Jul,20,20/Jul/2019,Sat,0,0,0,Draw
1,Sat Jul 20 2019,WSC Hertha Wels,1-0,VfB Hohenems,2019,Jul,20,20/Jul/2019,Sat,1,1,0,WSC Hertha Wels
1,Sat Jul 20 2019,ATSV Stadl-Paura,0-5,Austria Lustenau,2019,Jul,20,20/Jul/2019,Sat,5,0,5,Austria Lustenau
1,Sat Jul 20 2019,FC Kufstein,01-Jun,SCR Altach,2019,Jul,20,20/Jul/2019,Sat,7,1,6,SCR Altach
1,Sat Jul 20 2019,SAK Klagenfurt,0-9,Wolfsberger AC,2019,Jul,20,20/Jul/2019,Sat,9,0,9,Wolfsberger AC
1,Sat Jul 20 2019,USV St. Anna,1-0,SC Kalsdorf,2019,Jul,20,20/Jul/2019,Sat,1,1,0,USV St. Anna
1,Sat Jul 20 2019,Union Edelweiß Linz,0-5,FC Admira Wacker Mödling,2019,Jul,20,20/Jul/2019,Sat,5,0,5,FC Admira Wacker Mödling
1,Sat Jul 20 2019,FCM Traiskirchen,01-May,SV Horn,2019,Jul,20,20/Jul/2019,Sat,6,1,5,SV Horn
1,Sat Jul 20 2019,SV Leobendorf,0-5,FC Blau-Weiß Linz,2019,Jul,20,20/Jul/2019,Sat,5,0,5,FC Blau-Weiß Linz
1,Sat Jul 20 2019,Union Vöcklamarkt,02-Jun,LASK Linz,2019,Jul,20,20/Jul/2019,Sat,8,2,6,LASK Linz
1,Sat Jul 20 2019,SC Neusiedl am See,01-Jun,Grazer AK,2019,Jul,20,20/Jul/2019,Sat,7,1,6,Grazer AK
1,Sun Jul 21 2019,USV Allerheiligen,01-Sep,SK Rapid Wien,2019,Jul,21,21/Jul/2019,Sun,10,1,9,SK Rapid Wien
1,Sun Jul 21 2019,SC Schwaz,01-Mar,Kapfenberger SV,2019,Jul,21,21/Jul/2019,Sun,4,1,3,Kapfenberger SV
2,Tue Sep 24 2019,Austria Lustenau,01-Jan,Floridsdorfer AC,2019,Sep,24,24/Sep/2019,Tue,2,1,1,Draw
2,Tue Sep 24 2019,Grazer AK,01-Feb,FC Wacker Innsbruck,2019,Sep,24,24/Sep/2019,Tue,3,1,2,FC Wacker Innsbruck
2,Tue Sep 24 2019,ASK Ebreichsdorf,02-Jan,FC Admira Wacker Mödling,2019,Sep,24,24/Sep/2019,Tue,3,2,1,ASK Ebreichsdorf
2,Tue Sep 24 2019,Union Gurten,2-0,SV Horn,2019,Sep,24,24/Sep/2019,Tue,2,2,0,Union Gurten
2,Tue Sep 24 2019,FC Gleisdorf 09,3-0,FC Juniors OÖ,2019,Sep,24,24/Sep/2019,Tue,3,3,0,FC Gleisdorf 09
2,Tue Sep 24 2019,USV St. Anna,2-0,FC Dornbirn 1913,2019,Sep,24,24/Sep/2019,Tue,2,2,0,USV St. Anna
2,Tue Sep 24 2019,FC Marchfeld,01-Feb,Kapfenberger SV,2019,Sep,24,24/Sep/2019,Tue,3,1,2,Kapfenberger SV
2,Tue Sep 24 2019,SKU Amstetten,01-Jan,FC Blau-Weiß Linz,2019,Sep,24,24/Sep/2019,Tue,2,1,1,Draw
2,Tue Sep 24 2019,SKN St. Pölten,02-Jan,SV Mattersburg,2019,Sep,24,24/Sep/2019,Tue,3,2,1,SKN St. Pölten
2,Wed Sep 25 2019,Wiener Viktoria,01-Apr,LASK Linz,2019,Sep,25,25/Sep/2019,Wed,5,1,4,LASK Linz
2,Wed Sep 25 2019,Austria Klagenfurt,02-Feb,SK Sturm Graz,2019,Sep,25,25/Sep/2019,Wed,4,2,2,Draw
2,Wed Sep 25 2019,WSG Tirol,05-Feb,FK Austria Wien,2019,Sep,25,25/Sep/2019,Wed,7,5,2,WSG Tirol
2,Wed Sep 25 2019,ATSV Wolfsberg,0-6,Wolfsberger AC,2019,Sep,25,25/Sep/2019,Wed,6,0,6,Wolfsberger AC
2,Wed Sep 25 2019,WSC Hertha Wels,01-Apr,SCR Altach,2019,Sep,25,25/Sep/2019,Wed,5,1,4,SCR Altach
2,Wed Sep 25 2019,SK Vorwärts Steyr,03-Apr,SV Ried,2019,Sep,25,25/Sep/2019,Wed,7,3,4,SV Ried
2,Wed Sep 25 2019,SK Rapid Wien,01-Jan,FC RB Salzburg,2019,Sep,25,25/Sep/2019,Wed,2,1,1,Draw
Achtelfinale,Tue Oct 29 2019,SKN St. Pölten,1-0,SV Ried,2019,Oct,29,29/Oct/2019,Tue,1,1,0,SKN St. Pölten
Achtelfinale,Tue Oct 29 2019,Union Gurten,02-Mar,Austria Lustenau,2019,Oct,29,29/Oct/2019,Tue,5,2,3,Austria Lustenau
Achtelfinale,Tue Oct 29 2019,USV St. Anna,0-3,SKU Amstetten,2019,Oct,29,29/Oct/2019,Tue,3,0,3,SKU Amstetten
Achtelfinale,Tue Oct 29 2019,FC Gleisdorf 09,01-Jan,WSG Tirol,2019,Oct,29,29/Oct/2019,Tue,2,1,1,Draw
Achtelfinale,Tue Oct 29 2019,Kapfenberger SV,0-2,SK Sturm Graz,2019,Oct,29,29/Oct/2019,Tue,2,0,2,SK Sturm Graz
Achtelfinale,Wed Oct 30 2019,ASK Ebreichsdorf,0-5,FC RB Salzburg,2019,Oct,30,30/Oct/2019,Wed,5,0,5,FC RB Salzburg
Achtelfinale,Wed Oct 30 2019,FC Wacker Innsbruck,1-0,Wolfsberger AC,2019,Oct,30,30/Oct/2019,Wed,1,1,0,FC Wacker Innsbruck
Achtelfinale,Wed Oct 30 2019,LASK Linz,03-Jan,SCR Altach,2019,Oct,30,30/Oct/2019,Wed,4,3,1,LASK Linz
Viertelfinale,Fri Feb 7 2020,SKN St. Pölten,02-Feb,FC Wacker Innsbruck,2020,Feb,7,7/Feb/2020,Fri,4,2,2,Draw
Viertelfinale,Sat Feb 8 2020,Austria Lustenau,01-Jan,WSG Tirol,2020,Feb,8,8/Feb/2020,Sat,2,1,1,Draw
Viertelfinale,Sat Feb 8 2020,LASK Linz,2-0,SK Sturm Graz,2020,Feb,8,8/Feb/2020,Sat,2,2,0,LASK Linz
Viertelfinale,Sun Feb 9 2020,SKU Amstetten,0-3,FC RB Salzburg,2020,Feb,9,9/Feb/2020,Sun,3,0,3,FC RB Salzburg
Halbfinale,Wed Mar 4 2020,Austria Lustenau,1-0,FC Wacker Innsbruck,2020,Mar,4,4/Mar/2020,Wed,1,1,0,Austria Lustenau
Halbfinale,Thu Mar 5 2020,FC RB Salzburg,1-0,LASK Linz,2020,Mar,5,5/Mar/2020,Thu,1,1,0,FC RB Salzburg
Finale,Fri May 29 2020,FC RB Salzburg,5-0,Austria Lustenau,2020,May,29,29/May/2020,Fri,5,5,0,FC RB Salzburg
