Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
1,Fri Jul 11 2014,FC Hard,01-Feb,SC Ritzing,2014,Jul,11,11/Jul/2014,Fri,3,1,2,SC Ritzing
1,Fri Jul 11 2014,SC Kalsdorf,01-Jan,TSV Hartberg,2014,Jul,11,11/Jul/2014,Fri,2,1,1,Draw
1,Fri Jul 11 2014,SC Weiz,02-Apr,Wolfsberger AC,2014,Jul,11,11/Jul/2014,Fri,6,2,4,Wolfsberger AC
1,Fri Jul 11 2014,WSG Tirol,01-Jan,SCR Altach,2014,Jul,11,11/Jul/2014,Fri,2,1,1,Draw
1,Fri Jul 11 2014,ATSV Wolfsberg,02-Jan,FC Dornbirn 1913,2014,Jul,11,11/Jul/2014,Fri,3,2,1,ATSV Wolfsberg
1,Fri Jul 11 2014,SV Wallern,0-0,Union St. Florian,2014,Jul,11,11/Jul/2014,Fri,0,0,0,Draw
1,Fri Jul 11 2014,SC-ESV Parndorf,02-Mar,SV Ried,2014,Jul,11,11/Jul/2014,Fri,5,2,3,SV Ried
1,Fri Jul 11 2014,SC Schwaz,01-Apr,SK Sturm Graz,2014,Jul,11,11/Jul/2014,Fri,5,1,4,SK Sturm Graz
1,Fri Jul 11 2014,SV Seekirchen,01-Apr,LASK Linz,2014,Jul,11,11/Jul/2014,Fri,5,1,4,LASK Linz
1,Fri Jul 11 2014,ASK Kottingbrunn,0-7,Kapfenberger SV,2014,Jul,11,11/Jul/2014,Fri,7,0,7,Kapfenberger SV
1,Fri Jul 11 2014,Austria Klagenfurt,01-Mar,SK Vorwärts Steyr,2014,Jul,11,11/Jul/2014,Fri,4,1,3,SK Vorwärts Steyr
1,Fri Jul 11 2014,SKU Amstetten,0-0,SK Rapid Wien,2014,Jul,11,11/Jul/2014,Fri,0,0,0,Draw
1,Fri Jul 11 2014,FC Lendorf,0-7,FC Admira Wacker Mödling,2014,Jul,11,11/Jul/2014,Fri,7,0,7,FC Admira Wacker Mödling
