Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
1,Sat Sep 12 2020,Accrington Stanley FC,2-0,Peterborough United FC,2020,Sep,12,12/Sep/2020,Sat,2,2,0,Accrington Stanley FC
1,Sat Sep 12 2020,Crewe Alexandra FC,0-2,Charlton Athletic FC,2020,Sep,12,12/Sep/2020,Sat,2,0,2,Charlton Athletic FC
1,Sat Sep 12 2020,Doncaster Rovers FC,01-Jan,Milton Keynes Dons FC,2020,Sep,12,12/Sep/2020,Sat,2,1,1,Draw
1,Sat Sep 12 2020,Fleetwood Town FC,02-Jan,Burton Albion FC,2020,Sep,12,12/Sep/2020,Sat,3,2,1,Fleetwood Town FC
1,Sat Sep 12 2020,Gillingham FC,0-2,Hull City AFC,2020,Sep,12,12/Sep/2020,Sat,2,0,2,Hull City AFC
1,Sat Sep 12 2020,Lincoln City FC,2-0,Oxford United FC,2020,Sep,12,12/Sep/2020,Sat,2,2,0,Lincoln City FC
1,Sat Sep 12 2020,Northampton Town FC,02-Feb,AFC Wimbledon,2020,Sep,12,12/Sep/2020,Sat,4,2,2,Draw
1,Sat Sep 12 2020,Plymouth Argyle FC,1-0,Blackpool FC,2020,Sep,12,12/Sep/2020,Sat,1,1,0,Plymouth Argyle FC
1,Sat Sep 12 2020,Portsmouth FC,0-0,Shrewsbury Town FC,2020,Sep,12,12/Sep/2020,Sat,0,0,0,Draw
1,Sat Sep 12 2020,Sunderland AFC,01-Jan,Bristol Rovers FC,2020,Sep,12,12/Sep/2020,Sat,2,1,1,Draw
1,Sat Sep 12 2020,Swindon Town FC,03-Jan,Rochdale AFC,2020,Sep,12,12/Sep/2020,Sat,4,3,1,Swindon Town FC
1,Sun Sep 13 2020,Ipswich Town FC,2-0,Wigan Athletic FC,2020,Sep,13,13/Sep/2020,Sun,2,2,0,Ipswich Town FC
2,Sat Sep 19 2020,AFC Wimbledon,04-Apr,Plymouth Argyle FC,2020,Sep,19,19/Sep/2020,Sat,8,4,4,Draw
2,Sat Sep 19 2020,Blackpool FC,2-0,Swindon Town FC,2020,Sep,19,19/Sep/2020,Sat,2,2,0,Blackpool FC
2,Sat Sep 19 2020,Bristol Rovers FC,0-2,Ipswich Town FC,2020,Sep,19,19/Sep/2020,Sat,2,0,2,Ipswich Town FC
2,Sat Sep 19 2020,Burton Albion FC,02-Jan,Accrington Stanley FC,2020,Sep,19,19/Sep/2020,Sat,3,2,1,Burton Albion FC
2,Sat Sep 19 2020,Charlton Athletic FC,01-Mar,Doncaster Rovers FC,2020,Sep,19,19/Sep/2020,Sat,4,1,3,Doncaster Rovers FC
2,Sat Sep 19 2020,Hull City AFC,1-0,Crewe Alexandra FC,2020,Sep,19,19/Sep/2020,Sat,1,1,0,Hull City AFC
2,Sat Sep 19 2020,Milton Keynes Dons FC,01-Feb,Lincoln City FC,2020,Sep,19,19/Sep/2020,Sat,3,1,2,Lincoln City FC
2,Sat Sep 19 2020,Oxford United FC,0-2,Sunderland AFC,2020,Sep,19,19/Sep/2020,Sat,2,0,2,Sunderland AFC
2,Sat Sep 19 2020,Peterborough United FC,02-Jan,Fleetwood Town FC,2020,Sep,19,19/Sep/2020,Sat,3,2,1,Peterborough United FC
2,Sat Sep 19 2020,Shrewsbury Town FC,01-Feb,Northampton Town FC,2020,Sep,19,19/Sep/2020,Sat,3,1,2,Northampton Town FC
2,Sat Sep 19 2020,Wigan Athletic FC,02-Mar,Gillingham FC,2020,Sep,19,19/Sep/2020,Sat,5,2,3,Gillingham FC
2,Sun Sep 20 2020,Rochdale AFC,0-0,Portsmouth FC,2020,Sep,20,20/Sep/2020,Sun,0,0,0,Draw
3,Sat Sep 26 2020,Accrington Stanley FC,01-Apr,Oxford United FC,2020,Sep,26,26/Sep/2020,Sat,5,1,4,Oxford United FC
3,Sat Sep 26 2020,Crewe Alexandra FC,2-0,Milton Keynes Dons FC,2020,Sep,26,26/Sep/2020,Sat,2,2,0,Crewe Alexandra FC
3,Sat Sep 26 2020,Doncaster Rovers FC,04-Jan,Bristol Rovers FC,2020,Sep,26,26/Sep/2020,Sat,5,4,1,Doncaster Rovers FC
3,Sat Sep 26 2020,Fleetwood Town FC,0-1,AFC Wimbledon,2020,Sep,26,26/Sep/2020,Sat,1,0,1,AFC Wimbledon
3,Sat Sep 26 2020,Gillingham FC,2-0,Blackpool FC,2020,Sep,26,26/Sep/2020,Sat,2,2,0,Gillingham FC
3,Sat Sep 26 2020,Ipswich Town FC,2-0,Rochdale AFC,2020,Sep,26,26/Sep/2020,Sat,2,2,0,Ipswich Town FC
3,Sat Sep 26 2020,Northampton Town FC,0-2,Hull City AFC,2020,Sep,26,26/Sep/2020,Sat,2,0,2,Hull City AFC
3,Sat Sep 26 2020,Plymouth Argyle FC,01-Jan,Shrewsbury Town FC,2020,Sep,26,26/Sep/2020,Sat,2,1,1,Draw
3,Sat Sep 26 2020,Portsmouth FC,01-Feb,Wigan Athletic FC,2020,Sep,26,26/Sep/2020,Sat,3,1,2,Wigan Athletic FC
3,Sat Sep 26 2020,Sunderland AFC,1-0,Peterborough United FC,2020,Sep,26,26/Sep/2020,Sat,1,1,0,Sunderland AFC
3,Sat Sep 26 2020,Swindon Town FC,04-Feb,Burton Albion FC,2020,Sep,26,26/Sep/2020,Sat,6,4,2,Swindon Town FC
3,Sun Sep 27 2020,Lincoln City FC,2-0,Charlton Athletic FC,2020,Sep,27,27/Sep/2020,Sun,2,2,0,Lincoln City FC
4,Sat Oct 3 2020,AFC Wimbledon,01-Feb,Accrington Stanley FC,2020,Oct,3,3/Oct/2020,Sat,3,1,2,Accrington Stanley FC
4,Sat Oct 3 2020,Blackpool FC,02-Mar,Lincoln City FC,2020,Oct,3,3/Oct/2020,Sat,5,2,3,Lincoln City FC
4,Sat Oct 3 2020,Bristol Rovers FC,2-0,Northampton Town FC,2020,Oct,3,3/Oct/2020,Sat,2,2,0,Bristol Rovers FC
4,Sat Oct 3 2020,Burton Albion FC,02-Apr,Portsmouth FC,2020,Oct,3,3/Oct/2020,Sat,6,2,4,Portsmouth FC
4,Sat Oct 3 2020,Charlton Athletic FC,0-0,Sunderland AFC,2020,Oct,3,3/Oct/2020,Sat,0,0,0,Draw
4,Sat Oct 3 2020,Hull City AFC,1-0,Plymouth Argyle FC,2020,Oct,3,3/Oct/2020,Sat,1,1,0,Hull City AFC
4,Sat Oct 3 2020,Milton Keynes Dons FC,01-Jan,Ipswich Town FC,2020,Oct,3,3/Oct/2020,Sat,2,1,1,Draw
4,Sat Oct 3 2020,Peterborough United FC,03-Jan,Swindon Town FC,2020,Oct,3,3/Oct/2020,Sat,4,3,1,Peterborough United FC
4,Sat Oct 3 2020,Rochdale AFC,02-Jan,Fleetwood Town FC,2020,Oct,3,3/Oct/2020,Sat,3,2,1,Rochdale AFC
4,Sat Oct 3 2020,Shrewsbury Town FC,01-Jan,Gillingham FC,2020,Oct,3,3/Oct/2020,Sat,2,1,1,Draw
