Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
1,Fri Jul 20 2018,FC Kufstein,0-5,SK Rapid Wien,2018,Jul,20,20/Jul/2018,Fri,5,0,5,SK Rapid Wien
1,Sat Jul 21 2018,Dornbirner SV,0-6,SV Ried,2018,Jul,21,21/Jul/2018,Sat,6,0,6,SV Ried
1,Sat Jul 21 2018,Union Vöcklamarkt,4-0,FC Alberschwende,2018,Jul,21,21/Jul/2018,Sat,4,4,0,Union Vöcklamarkt
1,Sat Jul 21 2018,USK Anif,0-3,WSG Tirol,2018,Jul,21,21/Jul/2018,Sat,3,0,3,WSG Tirol
1,Sat Jul 21 2018,ASV Siegendorf,0-2,SK Sturm Graz,2018,Jul,21,21/Jul/2018,Sat,2,0,2,SK Sturm Graz
1,Sat Jul 21 2018,FC Kitzbühel,02-Feb,SV Lafnitz,2018,Jul,21,21/Jul/2018,Sat,4,2,2,Draw
1,Sat Jul 21 2018,SC Team Wiener Linien,02-Mar,FC Wacker Innsbruck,2018,Jul,21,21/Jul/2018,Sat,5,2,3,FC Wacker Innsbruck
1,Sat Jul 21 2018,VfB Hohenems,02-May,Floridsdorfer AC,2018,Jul,21,21/Jul/2018,Sat,7,2,5,Floridsdorfer AC
1,Sat Jul 21 2018,ATSV Stadl-Paura,01-Jan,FC Blau-Weiß Linz,2018,Jul,21,21/Jul/2018,Sat,2,1,1,Draw
1,Sat Jul 21 2018,USV Scheiblingkirchen-Warth,0-4,Austria Lustenau,2018,Jul,21,21/Jul/2018,Sat,4,0,4,Austria Lustenau
1,Sat Jul 21 2018,Union Gurten,01-Feb,Wolfsberger AC,2018,Jul,21,21/Jul/2018,Sat,3,1,2,Wolfsberger AC
1,Sat Jul 21 2018,Grazer AK,6-0,FC Marchfeld,2018,Jul,21,21/Jul/2018,Sat,6,6,0,Grazer AK
1,Sat Jul 21 2018,FCM Traiskirchen,0-2,Austria Klagenfurt,2018,Jul,21,21/Jul/2018,Sat,2,0,2,Austria Klagenfurt
1,Sat Jul 21 2018,FC Lendorf,0-2,ASK-BSC Bruck/Leitha,2018,Jul,21,21/Jul/2018,Sat,2,0,2,ASK-BSC Bruck/Leitha
1,Sat Jul 21 2018,FC Pinzgau Saalfelden,4-0,SV Straßwalchen,2018,Jul,21,21/Jul/2018,Sat,4,4,0,FC Pinzgau Saalfelden
1,Sun Jul 22 2018,FV Austria XIII,0-4,FK Austria Wien,2018,Jul,22,22/Jul/2018,Sun,4,0,4,FK Austria Wien
1,Sun Jul 22 2018,SC-ESV Parndorf,0-3,SCR Altach,2018,Jul,22,22/Jul/2018,Sun,3,0,3,SCR Altach
1,Sun Jul 22 2018,ASKÖ Oedt,0-6,FC RB Salzburg,2018,Jul,22,22/Jul/2018,Sun,6,0,6,FC RB Salzburg
1,Mon Jul 30 2018,FC Stadlau,0-0,FC Gleisdorf 09,2018,Jul,30,30/Jul/2018,Mon,0,0,0,Draw
2,Mon Sep 24 2018,SAK Klagenfurt,01-May,Floridsdorfer AC,2018,Sep,24,24/Sep/2018,Mon,6,1,5,Floridsdorfer AC
2,Tue Sep 25 2018,SV Leobendorf,01-Feb,SCR Altach,2018,Sep,25,25/Sep/2018,Tue,3,1,2,SCR Altach
2,Tue Sep 25 2018,ASK-BSC Bruck/Leitha,01-Mar,Austria Lustenau,2018,Sep,25,25/Sep/2018,Tue,4,1,3,Austria Lustenau
2,Tue Sep 25 2018,Wolfsberger AC,4-0,Austria Klagenfurt,2018,Sep,25,25/Sep/2018,Tue,4,4,0,Wolfsberger AC
2,Tue Sep 25 2018,Union Vöcklamarkt,0-1,SV Ried,2018,Sep,25,25/Sep/2018,Tue,1,0,1,SV Ried
2,Tue Sep 25 2018,Deutschlandsberger SC,03-Mar,SC Wiener Neustadt,2018,Sep,25,25/Sep/2018,Tue,6,3,3,Draw
2,Tue Sep 25 2018,TSV Hartberg,3-0,WSG Tirol,2018,Sep,25,25/Sep/2018,Tue,3,3,0,TSV Hartberg
2,Tue Sep 25 2018,SV Horn,0-2,SV Lafnitz,2018,Sep,25,25/Sep/2018,Tue,2,0,2,SV Lafnitz
2,Tue Sep 25 2018,Grazer AK,0-0,SK Vorwärts Steyr,2018,Sep,25,25/Sep/2018,Tue,0,0,0,Draw
2,Wed Sep 26 2018,FC Stadlau,0-4,Kapfenberger SV,2018,Sep,26,26/Sep/2018,Wed,4,0,4,Kapfenberger SV
2,Wed Sep 26 2018,SV Mattersburg,01-Jan,SK Rapid Wien,2018,Sep,26,26/Sep/2018,Wed,2,1,1,Draw
2,Wed Sep 26 2018,FC Pinzgau Saalfelden,0-5,SKN St. Pölten,2018,Sep,26,26/Sep/2018,Wed,5,0,5,SKN St. Pölten
2,Wed Sep 26 2018,ATSV Stadl-Paura,0-8,LASK Linz,2018,Sep,26,26/Sep/2018,Wed,8,0,8,LASK Linz
2,Wed Sep 26 2018,SC Neusiedl am See,01-Mar,FC Wacker Innsbruck,2018,Sep,26,26/Sep/2018,Wed,4,1,3,FC Wacker Innsbruck
2,Wed Sep 26 2018,SC Schwaz,0-6,FC RB Salzburg,2018,Sep,26,26/Sep/2018,Wed,6,0,6,FC RB Salzburg
2,Wed Sep 26 2018,FK Austria Wien,2-0,SK Sturm Graz,2018,Sep,26,26/Sep/2018,Wed,2,2,0,FK Austria Wien
Achtelfinale,Tue Oct 30 2018,TSV Hartberg,04-Mar,FC Wacker Innsbruck,2018,Oct,30,30/Oct/2018,Tue,7,4,3,TSV Hartberg
Achtelfinale,Tue Oct 30 2018,FK Austria Wien,03-Jan,Floridsdorfer AC,2018,Oct,30,30/Oct/2018,Tue,4,3,1,FK Austria Wien
Achtelfinale,Wed Oct 31 2018,Wolfsberger AC,0-3,SK Rapid Wien,2018,Oct,31,31/Oct/2018,Wed,3,0,3,SK Rapid Wien
Achtelfinale,Wed Oct 31 2018,SCR Altach,0-3,LASK Linz,2018,Oct,31,31/Oct/2018,Wed,3,0,3,LASK Linz
Achtelfinale,Wed Oct 31 2018,Austria Lustenau,0-1,FC RB Salzburg,2018,Oct,31,31/Oct/2018,Wed,1,0,1,FC RB Salzburg
Achtelfinale,Wed Oct 31 2018,SV Lafnitz,02-Mar,SKN St. Pölten,2018,Oct,31,31/Oct/2018,Wed,5,2,3,SKN St. Pölten
Achtelfinale,Wed Oct 31 2018,SV Ried,01-Feb,SC Wiener Neustadt,2018,Oct,31,31/Oct/2018,Wed,3,1,2,SC Wiener Neustadt
Achtelfinale,Thu Nov 1 2018,Grazer AK,3-0,Kapfenberger SV,2018,Nov,1,1/Nov/2018,Thu,3,3,0,Grazer AK
Viertelfinale,Fri Feb 15 2019,Grazer AK,02-Jan,FK Austria Wien,2019,Feb,15,15/Feb/2019,Fri,3,2,1,Grazer AK
Viertelfinale,Sat Feb 16 2019,LASK Linz,6-0,SKN St. Pölten,2019,Feb,16,16/Feb/2019,Sat,6,6,0,LASK Linz
Viertelfinale,Sun Feb 17 2019,SC Wiener Neustadt,01-Feb,FC RB Salzburg,2019,Feb,17,17/Feb/2019,Sun,3,1,2,FC RB Salzburg
Viertelfinale,Sun Feb 17 2019,SK Rapid Wien,05-Feb,TSV Hartberg,2019,Feb,17,17/Feb/2019,Sun,7,5,2,SK Rapid Wien
Halbfinale,Wed Apr 3 2019,Grazer AK,0-6,FC RB Salzburg,2019,Apr,3,3/Apr/2019,Wed,6,0,6,FC RB Salzburg
Halbfinale,Wed Apr 3 2019,LASK Linz,01-Jan,SK Rapid Wien,2019,Apr,3,3/Apr/2019,Wed,2,1,1,Draw
Finale,Wed May 1 2019,FC RB Salzburg,2-0,SK Rapid Wien,2019,May,1,1/May/2019,Wed,2,2,0,FC RB Salzburg
