Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
10,Tue Nov 3 2015,Coventry City FC,04-Mar,Barnsley FC,2015,Nov,3,3/Nov/2015,Tue,7,4,3,Coventry City FC
12,Tue Nov 3 2015,Bradford City AFC,1-0,Blackpool FC,2015,Nov,3,3/Nov/2015,Tue,1,1,0,Bradford City AFC
17,Sat Nov 14 2015,Barnsley FC,01-Feb,Port Vale FC,2015,Nov,14,14/Nov/2015,Sat,3,1,2,Port Vale FC
17,Sat Nov 14 2015,Swindon Town FC,02-Jan,Scunthorpe United FC,2015,Nov,14,14/Nov/2015,Sat,3,2,1,Swindon Town FC
17,Sat Nov 14 2015,Sheffield United FC,02-Feb,Southend United FC,2015,Nov,14,14/Nov/2015,Sat,4,2,2,Draw
17,Sat Nov 14 2015,Rochdale AFC,0-2,Wigan Athletic FC,2015,Nov,14,14/Nov/2015,Sat,2,0,2,Wigan Athletic FC
17,Sat Nov 14 2015,Gillingham FC,03-Jan,Bury FC,2015,Nov,14,14/Nov/2015,Sat,4,3,1,Gillingham FC
17,Sat Nov 14 2015,Colchester United FC,01-Mar,Coventry City FC,2015,Nov,14,14/Nov/2015,Sat,4,1,3,Coventry City FC
17,Sat Nov 14 2015,Chesterfield FC,01-Feb,Oldham Athletic AFC,2015,Nov,14,14/Nov/2015,Sat,3,1,2,Oldham Athletic AFC
17,Sat Nov 14 2015,Bradford City AFC,2-0,Crewe Alexandra FC,2015,Nov,14,14/Nov/2015,Sat,2,2,0,Bradford City AFC
17,Sat Nov 14 2015,Blackpool FC,0-2,Doncaster Rovers FC,2015,Nov,14,14/Nov/2015,Sat,2,0,2,Doncaster Rovers FC
17,Sat Nov 14 2015,Peterborough United FC,02-Jan,Fleetwood Town FC,2015,Nov,14,14/Nov/2015,Sat,3,2,1,Peterborough United FC
18,Sat Nov 21 2015,Wigan Athletic FC,1-0,Shrewsbury Town FC,2015,Nov,21,21/Nov/2015,Sat,1,1,0,Wigan Athletic FC
18,Sat Nov 21 2015,Walsall FC,01-Jan,Sheffield United FC,2015,Nov,21,21/Nov/2015,Sat,2,1,1,Draw
18,Sat Nov 21 2015,Southend United FC,1-0,Blackpool FC,2015,Nov,21,21/Nov/2015,Sat,1,1,0,Southend United FC
18,Sat Nov 21 2015,Scunthorpe United FC,0-2,Bradford City AFC,2015,Nov,21,21/Nov/2015,Sat,2,0,2,Bradford City AFC
18,Sat Nov 21 2015,Port Vale FC,03-Feb,Chesterfield FC,2015,Nov,21,21/Nov/2015,Sat,5,3,2,Port Vale FC
18,Sat Nov 21 2015,Oldham Athletic AFC,01-Feb,Barnsley FC,2015,Nov,21,21/Nov/2015,Sat,3,1,2,Barnsley FC
18,Sat Nov 21 2015,Millwall FC,04-Jan,Colchester United FC,2015,Nov,21,21/Nov/2015,Sat,5,4,1,Millwall FC
18,Sat Nov 21 2015,Fleetwood Town FC,05-Jan,Swindon Town FC,2015,Nov,21,21/Nov/2015,Sat,6,5,1,Fleetwood Town FC
18,Sat Nov 21 2015,Bury FC,1-0,Burton Albion FC,2015,Nov,21,21/Nov/2015,Sat,1,1,0,Bury FC
18,Sat Nov 21 2015,Crewe Alexandra FC,01-May,Peterborough United FC,2015,Nov,21,21/Nov/2015,Sat,6,1,5,Peterborough United FC
18,Sat Nov 21 2015,Coventry City FC,04-Jan,Gillingham FC,2015,Nov,21,21/Nov/2015,Sat,5,4,1,Coventry City FC
18,Sat Nov 21 2015,Doncaster Rovers FC,0-2,Rochdale AFC,2015,Nov,21,21/Nov/2015,Sat,2,0,2,Rochdale AFC
19,Tue Nov 24 2015,Wigan Athletic FC,0-1,Burton Albion FC,2015,Nov,24,24/Nov/2015,Tue,1,0,1,Burton Albion FC
19,Tue Nov 24 2015,Swindon Town FC,02-Jan,Walsall FC,2015,Nov,24,24/Nov/2015,Tue,3,2,1,Swindon Town FC
19,Tue Nov 24 2015,Sheffield United FC,02-Apr,Shrewsbury Town FC,2015,Nov,24,24/Nov/2015,Tue,6,2,4,Shrewsbury Town FC
19,Tue Nov 24 2015,Port Vale FC,2-0,Blackpool FC,2015,Nov,24,24/Nov/2015,Tue,2,2,0,Port Vale FC
19,Tue Nov 24 2015,Peterborough United FC,03-Feb,Barnsley FC,2015,Nov,24,24/Nov/2015,Tue,5,3,2,Peterborough United FC
19,Tue Nov 24 2015,Oldham Athletic AFC,02-May,Southend United FC,2015,Nov,24,24/Nov/2015,Tue,7,2,5,Southend United FC
19,Tue Nov 24 2015,Gillingham FC,2-0,Rochdale AFC,2015,Nov,24,24/Nov/2015,Tue,2,2,0,Gillingham FC
19,Tue Nov 24 2015,Fleetwood Town FC,02-Jan,Millwall FC,2015,Nov,24,24/Nov/2015,Tue,3,2,1,Fleetwood Town FC
19,Tue Nov 24 2015,Doncaster Rovers FC,3-0,Chesterfield FC,2015,Nov,24,24/Nov/2015,Tue,3,3,0,Doncaster Rovers FC
19,Tue Nov 24 2015,Colchester United FC,02-Mar,Crewe Alexandra FC,2015,Nov,24,24/Nov/2015,Tue,5,2,3,Crewe Alexandra FC
19,Tue Nov 24 2015,Bury FC,01-Feb,Scunthorpe United FC,2015,Nov,24,24/Nov/2015,Tue,3,1,2,Scunthorpe United FC
19,Tue Nov 24 2015,Bradford City AFC,0-0,Coventry City FC,2015,Nov,24,24/Nov/2015,Tue,0,0,0,Draw
20,Sat Nov 28 2015,Barnsley FC,01-Jan,Sheffield United FC,2015,Nov,28,28/Nov/2015,Sat,2,1,1,Draw
20,Sat Nov 28 2015,Walsall FC,02-Jan,Bradford City AFC,2015,Nov,28,28/Nov/2015,Sat,3,2,1,Walsall FC
20,Sat Nov 28 2015,Southend United FC,0-0,Wigan Athletic FC,2015,Nov,28,28/Nov/2015,Sat,0,0,0,Draw
20,Sat Nov 28 2015,Shrewsbury Town FC,02-Feb,Gillingham FC,2015,Nov,28,28/Nov/2015,Sat,4,2,2,Draw
20,Sat Nov 28 2015,Blackpool FC,1-0,Fleetwood Town FC,2015,Nov,28,28/Nov/2015,Sat,1,1,0,Blackpool FC
20,Sat Nov 28 2015,Rochdale AFC,02-Jan,Port Vale FC,2015,Nov,28,28/Nov/2015,Sat,3,2,1,Rochdale AFC
20,Sat Nov 28 2015,Millwall FC,1-0,Bury FC,2015,Nov,28,28/Nov/2015,Sat,1,1,0,Millwall FC
20,Sat Nov 28 2015,Crewe Alexandra FC,1-0,Oldham Athletic AFC,2015,Nov,28,28/Nov/2015,Sat,1,1,0,Crewe Alexandra FC
20,Sat Nov 28 2015,Coventry City FC,02-Feb,Doncaster Rovers FC,2015,Nov,28,28/Nov/2015,Sat,4,2,2,Draw
20,Sat Nov 28 2015,Chesterfield FC,0-4,Swindon Town FC,2015,Nov,28,28/Nov/2015,Sat,4,0,4,Swindon Town FC
20,Sat Nov 28 2015,Burton Albion FC,05-Jan,Colchester United FC,2015,Nov,28,28/Nov/2015,Sat,6,5,1,Burton Albion FC
20,Sat Nov 28 2015,Scunthorpe United FC,0-4,Peterborough United FC,2015,Nov,28,28/Nov/2015,Sat,4,0,4,Peterborough United FC
17,Tue Dec 1 2015,Shrewsbury Town FC,01-Mar,Walsall FC,2015,Dec,1,1/Dec/2015,Tue,4,1,3,Walsall FC
17,Tue Dec 1 2015,Burton Albion FC,02-Jan,Millwall FC,2015,Dec,1,1/Dec/2015,Tue,3,2,1,Burton Albion FC
21,Sat Dec 12 2015,Port Vale FC,01-Jan,Scunthorpe United FC,2015,Dec,12,12/Dec/2015,Sat,2,1,1,Draw
21,Sat Dec 12 2015,Swindon Town FC,02-Jan,Rochdale AFC,2015,Dec,12,12/Dec/2015,Sat,3,2,1,Swindon Town FC
21,Sat Dec 12 2015,Wigan Athletic FC,0-1,Blackpool FC,2015,Dec,12,12/Dec/2015,Sat,1,0,1,Blackpool FC
21,Sat Dec 12 2015,Peterborough United FC,01-Jan,Shrewsbury Town FC,2015,Dec,12,12/Dec/2015,Sat,2,1,1,Draw
21,Sat Dec 12 2015,Gillingham FC,0-3,Burton Albion FC,2015,Dec,12,12/Dec/2015,Sat,3,0,3,Burton Albion FC
21,Sat Dec 12 2015,Doncaster Rovers FC,03-Feb,Crewe Alexandra FC,2015,Dec,12,12/Dec/2015,Sat,5,3,2,Doncaster Rovers FC
21,Sat Dec 12 2015,Bury FC,1-0,Chesterfield FC,2015,Dec,12,12/Dec/2015,Sat,1,1,0,Bury FC
21,Sat Dec 12 2015,Colchester United FC,02-Mar,Barnsley FC,2015,Dec,12,12/Dec/2015,Sat,5,2,3,Barnsley FC
21,Sun Dec 13 2015,Sheffield United FC,1-0,Coventry City FC,2015,Dec,13,13/Dec/2015,Sun,1,1,0,Sheffield United FC
22,Fri Dec 18 2015,Southend United FC,04-Jan,Bury FC,2015,Dec,18,18/Dec/2015,Fri,5,4,1,Southend United FC
22,Sat Dec 19 2015,Millwall FC,0-3,Gillingham FC,2015,Dec,19,19/Dec/2015,Sat,3,0,3,Gillingham FC
22,Sat Dec 19 2015,Scunthorpe United FC,0-1,Sheffield United FC,2015,Dec,19,19/Dec/2015,Sat,1,0,1,Sheffield United FC
22,Sat Dec 19 2015,Rochdale AFC,03-Jan,Colchester United FC,2015,Dec,19,19/Dec/2015,Sat,4,3,1,Rochdale AFC
22,Sat Dec 19 2015,Shrewsbury Town FC,0-1,Swindon Town FC,2015,Dec,19,19/Dec/2015,Sat,1,0,1,Swindon Town FC
22,Sat Dec 19 2015,Crewe Alexandra FC,01-Jan,Fleetwood Town FC,2015,Dec,19,19/Dec/2015,Sat,2,1,1,Draw
22,Sat Dec 19 2015,Coventry City FC,01-Jan,Oldham Athletic AFC,2015,Dec,19,19/Dec/2015,Sat,2,1,1,Draw
22,Sat Dec 19 2015,Chesterfield FC,0-1,Bradford City AFC,2015,Dec,19,19/Dec/2015,Sat,1,0,1,Bradford City AFC
22,Sat Dec 19 2015,Barnsley FC,0-2,Wigan Athletic FC,2015,Dec,19,19/Dec/2015,Sat,2,0,2,Wigan Athletic FC
22,Sat Dec 19 2015,Blackpool FC,2-0,Peterborough United FC,2015,Dec,19,19/Dec/2015,Sat,2,2,0,Blackpool FC
22,Sat Dec 19 2015,Burton Albion FC,03-Mar,Doncaster Rovers FC,2015,Dec,19,19/Dec/2015,Sat,6,3,3,Draw
22,Sun Dec 20 2015,Walsall FC,2-0,Port Vale FC,2015,Dec,20,20/Dec/2015,Sun,2,2,0,Walsall FC
23,Sat Dec 26 2015,Colchester United FC,0-2,Southend United FC,2015,Dec,26,26/Dec/2015,Sat,2,0,2,Southend United FC
23,Sat Dec 26 2015,Shrewsbury Town FC,01-Jan,Fleetwood Town FC,2015,Dec,26,26/Dec/2015,Sat,2,1,1,Draw
23,Sat Dec 26 2015,Swindon Town FC,01-Mar,Gillingham FC,2015,Dec,26,26/Dec/2015,Sat,4,1,3,Gillingham FC
23,Sat Dec 26 2015,Millwall FC,0-1,Walsall FC,2015,Dec,26,26/Dec/2015,Sat,1,0,1,Walsall FC
23,Sat Dec 26 2015,Doncaster Rovers FC,0-1,Scunthorpe United FC,2015,Dec,26,26/Dec/2015,Sat,1,0,1,Scunthorpe United FC
23,Sat Dec 26 2015,Coventry City FC,1-0,Port Vale FC,2015,Dec,26,26/Dec/2015,Sat,1,1,0,Coventry City FC
23,Sat Dec 26 2015,Peterborough United FC,2-0,Chesterfield FC,2015,Dec,26,26/Dec/2015,Sat,2,2,0,Peterborough United FC
24,Mon Dec 28 2015,Southend United FC,0-4,Millwall FC,2015,Dec,28,28/Dec/2015,Mon,4,0,4,Millwall FC
24,Mon Dec 28 2015,Walsall FC,2-0,Peterborough United FC,2015,Dec,28,28/Dec/2015,Mon,2,2,0,Walsall FC
24,Mon Dec 28 2015,Sheffield United FC,03-Jan,Bradford City AFC,2015,Dec,28,28/Dec/2015,Mon,4,3,1,Sheffield United FC
24,Mon Dec 28 2015,Scunthorpe United FC,01-Jan,Rochdale AFC,2015,Dec,28,28/Dec/2015,Mon,2,1,1,Draw
24,Mon Dec 28 2015,Barnsley FC,04-Feb,Blackpool FC,2015,Dec,28,28/Dec/2015,Mon,6,4,2,Barnsley FC
24,Mon Dec 28 2015,Burton Albion FC,1-0,Swindon Town FC,2015,Dec,28,28/Dec/2015,Mon,1,1,0,Burton Albion FC
24,Mon Dec 28 2015,Chesterfield FC,01-Jan,Coventry City FC,2015,Dec,28,28/Dec/2015,Mon,2,1,1,Draw
24,Mon Dec 28 2015,Crewe Alexandra FC,01-Feb,Shrewsbury Town FC,2015,Dec,28,28/Dec/2015,Mon,3,1,2,Shrewsbury Town FC
24,Mon Dec 28 2015,Port Vale FC,1-0,Bury FC,2015,Dec,28,28/Dec/2015,Mon,1,1,0,Port Vale FC
24,Mon Dec 28 2015,Gillingham FC,1-0,Colchester United FC,2015,Dec,28,28/Dec/2015,Mon,1,1,0,Gillingham FC
24,Mon Dec 28 2015,Oldham Athletic AFC,01-Feb,Doncaster Rovers FC,2015,Dec,28,28/Dec/2015,Mon,3,1,2,Doncaster Rovers FC
24,Mon Dec 28 2015,Fleetwood Town FC,01-Mar,Wigan Athletic FC,2015,Dec,28,28/Dec/2015,Mon,4,1,3,Wigan Athletic FC
25,Sat Jan 2 2016,Walsall FC,0-3,Rochdale AFC,2016,Jan,2,2/Jan/2016,Sat,3,0,3,Rochdale AFC
25,Sat Jan 2 2016,Southend United FC,0-3,Doncaster Rovers FC,2016,Jan,2,2/Jan/2016,Sat,3,0,3,Doncaster Rovers FC
25,Sat Jan 2 2016,Sheffield United FC,02-Mar,Peterborough United FC,2016,Jan,2,2/Jan/2016,Sat,5,2,3,Peterborough United FC
25,Sat Jan 2 2016,Scunthorpe United FC,01-Jan,Wigan Athletic FC,2016,Jan,2,2/Jan/2016,Sat,2,1,1,Draw
25,Sat Jan 2 2016,Oldham Athletic AFC,01-Jan,Colchester United FC,2016,Jan,2,2/Jan/2016,Sat,2,1,1,Draw
25,Sat Jan 2 2016,Gillingham FC,3-0,Bradford City AFC,2016,Jan,2,2/Jan/2016,Sat,3,3,0,Gillingham FC
25,Sat Jan 2 2016,Fleetwood Town FC,2-0,Bury FC,2016,Jan,2,2/Jan/2016,Sat,2,2,0,Fleetwood Town FC
25,Sat Jan 2 2016,Barnsley FC,02-Jan,Millwall FC,2016,Jan,2,2/Jan/2016,Sat,3,2,1,Barnsley FC
25,Sat Jan 2 2016,Chesterfield FC,07-Jan,Shrewsbury Town FC,2016,Jan,2,2/Jan/2016,Sat,8,7,1,Chesterfield FC
25,Sat Jan 2 2016,Burton Albion FC,1-0,Blackpool FC,2016,Jan,2,2/Jan/2016,Sat,1,1,0,Burton Albion FC
25,Sat Jan 2 2016,Crewe Alexandra FC,0-5,Coventry City FC,2016,Jan,2,2/Jan/2016,Sat,5,0,5,Coventry City FC
26,Thu Jan 7 2016,Wigan Athletic FC,03-Feb,Gillingham FC,2016,Jan,7,7/Jan/2016,Thu,5,3,2,Wigan Athletic FC
21,Sat Jan 9 2016,Oldham Athletic AFC,01-Feb,Millwall FC,2016,Jan,9,9/Jan/2016,Sat,3,1,2,Millwall FC
26,Sat Jan 9 2016,Swindon Town FC,04-Feb,Southend United FC,2016,Jan,9,9/Jan/2016,Sat,6,4,2,Swindon Town FC
26,Sat Jan 9 2016,Rochdale AFC,02-Mar,Chesterfield FC,2016,Jan,9,9/Jan/2016,Sat,5,2,3,Chesterfield FC
43,Sat Jan 9 2016,Blackpool FC,0-1,Port Vale FC,2016,Jan,9,9/Jan/2016,Sat,1,0,1,Port Vale FC
23,Tue Jan 12 2016,Wigan Athletic FC,03-Mar,Sheffield United FC,2016,Jan,12,12/Jan/2016,Tue,6,3,3,Draw
26,Tue Jan 12 2016,Coventry City FC,01-Jan,Walsall FC,2016,Jan,12,12/Jan/2016,Tue,2,1,1,Draw
27,Sat Jan 16 2016,Peterborough United FC,0-0,Southend United FC,2016,Jan,16,16/Jan/2016,Sat,0,0,0,Draw
27,Sat Jan 16 2016,Swindon Town FC,04-Mar,Crewe Alexandra FC,2016,Jan,16,16/Jan/2016,Sat,7,4,3,Swindon Town FC
27,Sat Jan 16 2016,Blackpool FC,5-0,Scunthorpe United FC,2016,Jan,16,16/Jan/2016,Sat,5,5,0,Blackpool FC
27,Sat Jan 16 2016,Wigan Athletic FC,03-Jan,Chesterfield FC,2016,Jan,16,16/Jan/2016,Sat,4,3,1,Wigan Athletic FC
27,Sat Jan 16 2016,Doncaster Rovers FC,02-Feb,Gillingham FC,2016,Jan,16,16/Jan/2016,Sat,4,2,2,Draw
27,Sat Jan 16 2016,Coventry City FC,0-2,Burton Albion FC,2016,Jan,16,16/Jan/2016,Sat,2,0,2,Burton Albion FC
27,Sat Jan 16 2016,Colchester United FC,01-Feb,Sheffield United FC,2016,Jan,16,16/Jan/2016,Sat,3,1,2,Sheffield United FC
27,Sat Jan 16 2016,Bury FC,02-Mar,Walsall FC,2016,Jan,16,16/Jan/2016,Sat,5,2,3,Walsall FC
27,Sat Jan 16 2016,Bradford City AFC,1-0,Oldham Athletic AFC,2016,Jan,16,16/Jan/2016,Sat,1,1,0,Bradford City AFC
27,Sat Jan 16 2016,Shrewsbury Town FC,0-3,Barnsley FC,2016,Jan,16,16/Jan/2016,Sat,3,0,3,Barnsley FC
27,Sun Jan 17 2016,Millwall FC,03-Jan,Port Vale FC,2016,Jan,17,17/Jan/2016,Sun,4,3,1,Millwall FC
26,Tue Jan 19 2016,Colchester United FC,01-Jan,Fleetwood Town FC,2016,Jan,19,19/Jan/2016,Tue,2,1,1,Draw
28,Sat Jan 23 2016,Barnsley FC,06-Jan,Rochdale AFC,2016,Jan,23,23/Jan/2016,Sat,7,6,1,Barnsley FC
28,Sat Jan 23 2016,Southend United FC,3-0,Coventry City FC,2016,Jan,23,23/Jan/2016,Sat,3,3,0,Southend United FC
28,Sat Jan 23 2016,Sheffield United FC,01-Jan,Swindon Town FC,2016,Jan,23,23/Jan/2016,Sat,2,1,1,Draw
28,Sat Jan 23 2016,Scunthorpe United FC,3-0,Colchester United FC,2016,Jan,23,23/Jan/2016,Sat,3,3,0,Scunthorpe United FC
28,Sat Jan 23 2016,Walsall FC,01-Jan,Blackpool FC,2016,Jan,23,23/Jan/2016,Sat,2,1,1,Draw
28,Sat Jan 23 2016,Oldham Athletic AFC,0-1,Bury FC,2016,Jan,23,23/Jan/2016,Sat,1,0,1,Bury FC
28,Sat Jan 23 2016,Gillingham FC,02-Jan,Peterborough United FC,2016,Jan,23,23/Jan/2016,Sat,3,2,1,Gillingham FC
28,Sat Jan 23 2016,Fleetwood Town FC,0-0,Doncaster Rovers FC,2016,Jan,23,23/Jan/2016,Sat,0,0,0,Draw
28,Sat Jan 23 2016,Crewe Alexandra FC,01-Jan,Wigan Athletic FC,2016,Jan,23,23/Jan/2016,Sat,2,1,1,Draw
28,Sat Jan 23 2016,Chesterfield FC,01-Feb,Millwall FC,2016,Jan,23,23/Jan/2016,Sat,3,1,2,Millwall FC
28,Sat Jan 23 2016,Burton Albion FC,01-Feb,Shrewsbury Town FC,2016,Jan,23,23/Jan/2016,Sat,3,1,2,Shrewsbury Town FC
28,Sat Jan 23 2016,Port Vale FC,01-Jan,Bradford City AFC,2016,Jan,23,23/Jan/2016,Sat,2,1,1,Draw
26,Tue Jan 26 2016,Shrewsbury Town FC,0-1,Oldham Athletic AFC,2016,Jan,26,26/Jan/2016,Tue,1,0,1,Oldham Athletic AFC
26,Tue Jan 26 2016,Peterborough United FC,0-1,Burton Albion FC,2016,Jan,26,26/Jan/2016,Tue,1,0,1,Burton Albion FC
26,Tue Jan 26 2016,Doncaster Rovers FC,01-Feb,Port Vale FC,2016,Jan,26,26/Jan/2016,Tue,3,1,2,Port Vale FC
26,Tue Jan 26 2016,Bury FC,0-0,Crewe Alexandra FC,2016,Jan,26,26/Jan/2016,Tue,0,0,0,Draw
26,Tue Jan 26 2016,Bradford City AFC,0-1,Barnsley FC,2016,Jan,26,26/Jan/2016,Tue,1,0,1,Barnsley FC
26,Tue Jan 26 2016,Blackpool FC,0-0,Sheffield United FC,2016,Jan,26,26/Jan/2016,Tue,0,0,0,Draw
29,Sat Jan 30 2016,Wigan Athletic FC,3-0,Port Vale FC,2016,Jan,30,30/Jan/2016,Sat,3,3,0,Wigan Athletic FC
29,Sat Jan 30 2016,Blackpool FC,1-0,Gillingham FC,2016,Jan,30,30/Jan/2016,Sat,1,1,0,Blackpool FC
29,Sat Jan 30 2016,Rochdale AFC,02-Jan,Burton Albion FC,2016,Jan,30,30/Jan/2016,Sat,3,2,1,Rochdale AFC
29,Sat Jan 30 2016,Millwall FC,01-Jan,Crewe Alexandra FC,2016,Jan,30,30/Jan/2016,Sat,2,1,1,Draw
29,Sat Jan 30 2016,Coventry City FC,01-Feb,Scunthorpe United FC,2016,Jan,30,30/Jan/2016,Sat,3,1,2,Scunthorpe United FC
29,Sat Jan 30 2016,Bradford City AFC,02-Jan,Fleetwood Town FC,2016,Jan,30,30/Jan/2016,Sat,3,2,1,Bradford City AFC
29,Sat Jan 30 2016,Swindon Town FC,0-1,Barnsley FC,2016,Jan,30,30/Jan/2016,Sat,1,0,1,Barnsley FC
25,Tue Feb 2 2016,Port Vale FC,1-0,Swindon Town FC,2016,Feb,2,2/Feb/2016,Tue,1,1,0,Port Vale FC
29,Tue Feb 2 2016,Doncaster Rovers FC,01-Feb,Walsall FC,2016,Feb,2,2/Feb/2016,Tue,3,1,2,Walsall FC
29,Tue Feb 2 2016,Shrewsbury Town FC,01-Feb,Southend United FC,2016,Feb,2,2/Feb/2016,Tue,3,1,2,Southend United FC
30,Sat Feb 6 2016,Walsall FC,0-3,Millwall FC,2016,Feb,6,6/Feb/2016,Sat,3,0,3,Millwall FC
30,Sat Feb 6 2016,Southend United FC,3-0,Colchester United FC,2016,Feb,6,6/Feb/2016,Sat,3,3,0,Southend United FC
30,Sat Feb 6 2016,Sheffield United FC,0-2,Wigan Athletic FC,2016,Feb,6,6/Feb/2016,Sat,2,0,2,Wigan Athletic FC
30,Sat Feb 6 2016,Gillingham FC,0-0,Swindon Town FC,2016,Feb,6,6/Feb/2016,Sat,0,0,0,Draw
30,Sat Feb 6 2016,Crewe Alexandra FC,2-0,Rochdale AFC,2016,Feb,6,6/Feb/2016,Sat,2,2,0,Crewe Alexandra FC
30,Sat Feb 6 2016,Burton Albion FC,03-Jan,Bradford City AFC,2016,Feb,6,6/Feb/2016,Sat,4,3,1,Burton Albion FC
30,Sat Feb 6 2016,Chesterfield FC,0-1,Peterborough United FC,2016,Feb,6,6/Feb/2016,Sat,1,0,1,Peterborough United FC
30,Sun Feb 7 2016,Port Vale FC,01-Jan,Coventry City FC,2016,Feb,7,7/Feb/2016,Sun,2,1,1,Draw
30,Sun Feb 7 2016,Fleetwood Town FC,0-0,Shrewsbury Town FC,2016,Feb,7,7/Feb/2016,Sun,0,0,0,Draw
30,Sun Feb 7 2016,Barnsley FC,3-0,Bury FC,2016,Feb,7,7/Feb/2016,Sun,3,3,0,Barnsley FC
31,Fri Feb 12 2016,Burton Albion FC,1-0,Chesterfield FC,2016,Feb,12,12/Feb/2016,Fri,1,1,0,Burton Albion FC
31,Sat Feb 13 2016,Wigan Athletic FC,0-0,Oldham Athletic AFC,2016,Feb,13,13/Feb/2016,Sat,0,0,0,Draw
31,Sat Feb 13 2016,Scunthorpe United FC,1-0,Southend United FC,2016,Feb,13,13/Feb/2016,Sat,1,1,0,Scunthorpe United FC
31,Sat Feb 13 2016,Rochdale AFC,0-1,Millwall FC,2016,Feb,13,13/Feb/2016,Sat,1,0,1,Millwall FC
31,Sat Feb 13 2016,Port Vale FC,0-0,Fleetwood Town FC,2016,Feb,13,13/Feb/2016,Sat,0,0,0,Draw
31,Sat Feb 13 2016,Peterborough United FC,0-4,Bradford City AFC,2016,Feb,13,13/Feb/2016,Sat,4,0,4,Bradford City AFC
31,Sat Feb 13 2016,Gillingham FC,02-Jan,Barnsley FC,2016,Feb,13,13/Feb/2016,Sat,3,2,1,Gillingham FC
31,Sat Feb 13 2016,Doncaster Rovers FC,0-1,Sheffield United FC,2016,Feb,13,13/Feb/2016,Sat,1,0,1,Sheffield United FC
31,Sat Feb 13 2016,Crewe Alexandra FC,01-Jan,Walsall FC,2016,Feb,13,13/Feb/2016,Sat,2,1,1,Draw
31,Sat Feb 13 2016,Blackpool FC,02-Mar,Shrewsbury Town FC,2016,Feb,13,13/Feb/2016,Sat,5,2,3,Shrewsbury Town FC
31,Sat Feb 13 2016,Colchester United FC,01-Apr,Swindon Town FC,2016,Feb,13,13/Feb/2016,Sat,5,1,4,Swindon Town FC
31,Sat Feb 13 2016,Coventry City FC,6-0,Bury FC,2016,Feb,13,13/Feb/2016,Sat,6,6,0,Coventry City FC
21,Tue Feb 16 2016,Bradford City AFC,2-0,Southend United FC,2016,Feb,16,16/Feb/2016,Tue,2,2,0,Bradford City AFC
23,Tue Feb 16 2016,Blackpool FC,0-0,Oldham Athletic AFC,2016,Feb,16,16/Feb/2016,Tue,0,0,0,Draw
23,Tue Feb 16 2016,Rochdale AFC,02-Feb,Crewe Alexandra FC,2016,Feb,16,16/Feb/2016,Tue,4,2,2,Draw
26,Tue Feb 16 2016,Millwall FC,0-2,Scunthorpe United FC,2016,Feb,16,16/Feb/2016,Tue,2,0,2,Scunthorpe United FC
29,Tue Feb 16 2016,Bury FC,1-0,Sheffield United FC,2016,Feb,16,16/Feb/2016,Tue,1,1,0,Bury FC
29,Tue Feb 16 2016,Colchester United FC,01-Jan,Chesterfield FC,2016,Feb,16,16/Feb/2016,Tue,2,1,1,Draw
32,Sat Feb 20 2016,Walsall FC,01-Feb,Wigan Athletic FC,2016,Feb,20,20/Feb/2016,Sat,3,1,2,Wigan Athletic FC
32,Sat Feb 20 2016,Swindon Town FC,03-Feb,Blackpool FC,2016,Feb,20,20/Feb/2016,Sat,5,3,2,Swindon Town FC
32,Sat Feb 20 2016,Sheffield United FC,1-0,Port Vale FC,2016,Feb,20,20/Feb/2016,Sat,1,1,0,Sheffield United FC
32,Sat Feb 20 2016,Oldham Athletic AFC,02-Jan,Gillingham FC,2016,Feb,20,20/Feb/2016,Sat,3,2,1,Oldham Athletic AFC
32,Sat Feb 20 2016,Barnsley FC,1-0,Doncaster Rovers FC,2016,Feb,20,20/Feb/2016,Sat,1,1,0,Barnsley FC
32,Sat Feb 20 2016,Fleetwood Town FC,02-Jan,Scunthorpe United FC,2016,Feb,20,20/Feb/2016,Sat,3,2,1,Fleetwood Town FC
32,Sat Feb 20 2016,Chesterfield FC,03-Jan,Crewe Alexandra FC,2016,Feb,20,20/Feb/2016,Sat,4,3,1,Chesterfield FC
32,Sat Feb 20 2016,Bury FC,05-Feb,Colchester United FC,2016,Feb,20,20/Feb/2016,Sat,7,5,2,Bury FC
32,Sat Feb 20 2016,Bradford City AFC,02-Feb,Rochdale AFC,2016,Feb,20,20/Feb/2016,Sat,4,2,2,Draw
32,Sat Feb 20 2016,Millwall FC,3-0,Peterborough United FC,2016,Feb,20,20/Feb/2016,Sat,3,3,0,Millwall FC
32,Mon Feb 22 2016,Southend United FC,03-Jan,Burton Albion FC,2016,Feb,22,22/Feb/2016,Mon,4,3,1,Southend United FC
23,Tue Feb 23 2016,Bury FC,0-0,Barnsley FC,2016,Feb,23,23/Feb/2016,Tue,0,0,0,Draw
27,Tue Feb 23 2016,Rochdale AFC,1-0,Fleetwood Town FC,2016,Feb,23,23/Feb/2016,Tue,1,1,0,Rochdale AFC
29,Tue Feb 23 2016,Peterborough United FC,01-Feb,Oldham Athletic AFC,2016,Feb,23,23/Feb/2016,Tue,3,1,2,Oldham Athletic AFC
