Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
2,Sat Aug 15 2015,Scunthorpe United FC,2-0,Crewe Alexandra FC,2015,Aug,15,15/Aug/2015,Sat,2,2,0,Scunthorpe United FC
2,Sat Aug 15 2015,Port Vale FC,01-Jan,Gillingham FC,2015,Aug,15,15/Aug/2015,Sat,2,1,1,Draw
2,Sat Aug 15 2015,Peterborough United FC,02-Jan,Colchester United FC,2015,Aug,15,15/Aug/2015,Sat,3,2,1,Peterborough United FC
2,Sat Aug 15 2015,Oldham Athletic AFC,1-0,Fleetwood Town FC,2015,Aug,15,15/Aug/2015,Sat,1,1,0,Oldham Athletic AFC
2,Sat Aug 15 2015,Millwall FC,0-4,Coventry City FC,2015,Aug,15,15/Aug/2015,Sat,4,0,4,Coventry City FC
2,Sat Aug 15 2015,Bury FC,02-Feb,Swindon Town FC,2015,Aug,15,15/Aug/2015,Sat,4,2,2,Draw
2,Sat Aug 15 2015,Bradford City AFC,01-Jan,Shrewsbury Town FC,2015,Aug,15,15/Aug/2015,Sat,2,1,1,Draw
2,Sat Aug 15 2015,Blackpool FC,0-2,Rochdale AFC,2015,Aug,15,15/Aug/2015,Sat,2,0,2,Rochdale AFC
2,Sat Aug 15 2015,Barnsley FC,1-0,Burton Albion FC,2015,Aug,15,15/Aug/2015,Sat,1,1,0,Barnsley FC
2,Sun Aug 16 2015,Wigan Athletic FC,0-0,Doncaster Rovers FC,2015,Aug,16,16/Aug/2015,Sun,0,0,0,Draw
3,Tue Aug 18 2015,Peterborough United FC,01-Mar,Sheffield United FC,2015,Aug,18,18/Aug/2015,Tue,4,1,3,Sheffield United FC
3,Tue Aug 18 2015,Swindon Town FC,02-Feb,Port Vale FC,2015,Aug,18,18/Aug/2015,Tue,4,2,2,Draw
3,Tue Aug 18 2015,Shrewsbury Town FC,01-Feb,Chesterfield FC,2015,Aug,18,18/Aug/2015,Tue,3,1,2,Chesterfield FC
3,Tue Aug 18 2015,Rochdale AFC,01-Feb,Walsall FC,2015,Aug,18,18/Aug/2015,Tue,3,1,2,Walsall FC
3,Tue Aug 18 2015,Millwall FC,02-Mar,Barnsley FC,2015,Aug,18,18/Aug/2015,Tue,5,2,3,Barnsley FC
3,Tue Aug 18 2015,Blackpool FC,01-Feb,Burton Albion FC,2015,Aug,18,18/Aug/2015,Tue,3,1,2,Burton Albion FC
3,Tue Aug 18 2015,Colchester United FC,0-0,Oldham Athletic AFC,2015,Aug,18,18/Aug/2015,Tue,0,0,0,Draw
3,Tue Aug 18 2015,Bury FC,03-Apr,Fleetwood Town FC,2015,Aug,18,18/Aug/2015,Tue,7,3,4,Fleetwood Town FC
3,Tue Aug 18 2015,Bradford City AFC,01-Feb,Gillingham FC,2015,Aug,18,18/Aug/2015,Tue,3,1,2,Gillingham FC
3,Tue Aug 18 2015,Coventry City FC,03-Feb,Crewe Alexandra FC,2015,Aug,18,18/Aug/2015,Tue,5,3,2,Coventry City FC
3,Wed Aug 19 2015,Wigan Athletic FC,3-0,Scunthorpe United FC,2015,Aug,19,19/Aug/2015,Wed,3,3,0,Wigan Athletic FC
3,Wed Aug 19 2015,Doncaster Rovers FC,0-0,Southend United FC,2015,Aug,19,19/Aug/2015,Wed,0,0,0,Draw
4,Sat Aug 22 2015,Walsall FC,02-Jan,Coventry City FC,2015,Aug,22,22/Aug/2015,Sat,3,2,1,Walsall FC
4,Sat Aug 22 2015,Southend United FC,0-1,Swindon Town FC,2015,Aug,22,22/Aug/2015,Sat,1,0,1,Swindon Town FC
4,Sat Aug 22 2015,Sheffield United FC,2-0,Blackpool FC,2015,Aug,22,22/Aug/2015,Sat,2,2,0,Sheffield United FC
4,Sat Aug 22 2015,Scunthorpe United FC,0-0,Millwall FC,2015,Aug,22,22/Aug/2015,Sat,0,0,0,Draw
4,Sat Aug 22 2015,Barnsley FC,0-0,Bradford City AFC,2015,Aug,22,22/Aug/2015,Sat,0,0,0,Draw
4,Sat Aug 22 2015,Oldham Athletic AFC,01-Jan,Shrewsbury Town FC,2015,Aug,22,22/Aug/2015,Sat,2,1,1,Draw
4,Sat Aug 22 2015,Gillingham FC,2-0,Wigan Athletic FC,2015,Aug,22,22/Aug/2015,Sat,2,2,0,Gillingham FC
4,Sat Aug 22 2015,Fleetwood Town FC,4-0,Colchester United FC,2015,Aug,22,22/Aug/2015,Sat,4,4,0,Fleetwood Town FC
4,Sat Aug 22 2015,Crewe Alexandra FC,03-Mar,Bury FC,2015,Aug,22,22/Aug/2015,Sat,6,3,3,Draw
4,Sat Aug 22 2015,Chesterfield FC,0-0,Rochdale AFC,2015,Aug,22,22/Aug/2015,Sat,0,0,0,Draw
4,Sat Aug 22 2015,Burton Albion FC,02-Jan,Peterborough United FC,2015,Aug,22,22/Aug/2015,Sat,3,2,1,Burton Albion FC
4,Sat Aug 22 2015,Port Vale FC,3-0,Doncaster Rovers FC,2015,Aug,22,22/Aug/2015,Sat,3,3,0,Port Vale FC
5,Sat Aug 29 2015,Wigan Athletic FC,1-0,Crewe Alexandra FC,2015,Aug,29,29/Aug/2015,Sat,1,1,0,Wigan Athletic FC
5,Sat Aug 29 2015,Swindon Town FC,0-2,Sheffield United FC,2015,Aug,29,29/Aug/2015,Sat,2,0,2,Sheffield United FC
5,Sat Aug 29 2015,Shrewsbury Town FC,0-1,Burton Albion FC,2015,Aug,29,29/Aug/2015,Sat,1,0,1,Burton Albion FC
5,Sat Aug 29 2015,Rochdale AFC,3-0,Barnsley FC,2015,Aug,29,29/Aug/2015,Sat,3,3,0,Rochdale AFC
5,Sat Aug 29 2015,Peterborough United FC,01-Jan,Gillingham FC,2015,Aug,29,29/Aug/2015,Sat,2,1,1,Draw
5,Sat Aug 29 2015,Millwall FC,0-2,Chesterfield FC,2015,Aug,29,29/Aug/2015,Sat,2,0,2,Chesterfield FC
5,Sat Aug 29 2015,Doncaster Rovers FC,2-0,Fleetwood Town FC,2015,Aug,29,29/Aug/2015,Sat,2,2,0,Doncaster Rovers FC
5,Sat Aug 29 2015,Colchester United FC,02-Feb,Scunthorpe United FC,2015,Aug,29,29/Aug/2015,Sat,4,2,2,Draw
5,Sat Aug 29 2015,Bury FC,01-Jan,Oldham Athletic AFC,2015,Aug,29,29/Aug/2015,Sat,2,1,1,Draw
5,Sat Aug 29 2015,Bradford City AFC,1-0,Port Vale FC,2015,Aug,29,29/Aug/2015,Sat,1,1,0,Bradford City AFC
5,Sat Aug 29 2015,Blackpool FC,0-4,Walsall FC,2015,Aug,29,29/Aug/2015,Sat,4,0,4,Walsall FC
5,Mon Aug 31 2015,Coventry City FC,02-Feb,Southend United FC,2015,Aug,31,31/Aug/2015,Mon,4,2,2,Draw
6,Sat Sep 5 2015,Oldham Athletic AFC,01-Feb,Bradford City AFC,2015,Sep,5,5/Sep/2015,Sat,3,1,2,Bradford City AFC
6,Sat Sep 5 2015,Walsall FC,0-1,Bury FC,2015,Sep,5,5/Sep/2015,Sat,1,0,1,Bury FC
6,Sat Sep 5 2015,Scunthorpe United FC,0-1,Blackpool FC,2015,Sep,5,5/Sep/2015,Sat,1,0,1,Blackpool FC
6,Sat Sep 5 2015,Southend United FC,02-Jan,Peterborough United FC,2015,Sep,5,5/Sep/2015,Sat,3,2,1,Southend United FC
6,Sat Sep 5 2015,Barnsley FC,01-Feb,Shrewsbury Town FC,2015,Sep,5,5/Sep/2015,Sat,3,1,2,Shrewsbury Town FC
6,Sat Sep 5 2015,Fleetwood Town FC,01-Jan,Rochdale AFC,2015,Sep,5,5/Sep/2015,Sat,2,1,1,Draw
6,Sat Sep 5 2015,Crewe Alexandra FC,01-Mar,Swindon Town FC,2015,Sep,5,5/Sep/2015,Sat,4,1,3,Swindon Town FC
6,Sat Sep 5 2015,Chesterfield FC,02-Mar,Wigan Athletic FC,2015,Sep,5,5/Sep/2015,Sat,5,2,3,Wigan Athletic FC
6,Sat Sep 5 2015,Gillingham FC,1-0,Doncaster Rovers FC,2015,Sep,5,5/Sep/2015,Sat,1,1,0,Gillingham FC
6,Sun Sep 6 2015,Burton Albion FC,01-Feb,Coventry City FC,2015,Sep,6,6/Sep/2015,Sun,3,1,2,Coventry City FC
7,Sat Sep 12 2015,Oldham Athletic AFC,01-May,Peterborough United FC,2015,Sep,12,12/Sep/2015,Sat,6,1,5,Peterborough United FC
7,Sat Sep 12 2015,Southend United FC,0-1,Shrewsbury Town FC,2015,Sep,12,12/Sep/2015,Sat,1,0,1,Shrewsbury Town FC
7,Sat Sep 12 2015,Sheffield United FC,01-Mar,Bury FC,2015,Sep,12,12/Sep/2015,Sat,4,1,3,Bury FC
7,Sat Sep 12 2015,Scunthorpe United FC,1-0,Coventry City FC,2015,Sep,12,12/Sep/2015,Sat,1,1,0,Scunthorpe United FC
7,Sat Sep 12 2015,Port Vale FC,03-Feb,Wigan Athletic FC,2015,Sep,12,12/Sep/2015,Sat,5,3,2,Port Vale FC
7,Sat Sep 12 2015,Barnsley FC,04-Jan,Swindon Town FC,2015,Sep,12,12/Sep/2015,Sat,5,4,1,Barnsley FC
7,Sat Sep 12 2015,Gillingham FC,02-Jan,Blackpool FC,2015,Sep,12,12/Sep/2015,Sat,3,2,1,Gillingham FC
7,Sat Sep 12 2015,Fleetwood Town FC,01-Jan,Bradford City AFC,2015,Sep,12,12/Sep/2015,Sat,2,1,1,Draw
7,Sat Sep 12 2015,Crewe Alexandra FC,01-Mar,Millwall FC,2015,Sep,12,12/Sep/2015,Sat,4,1,3,Millwall FC
7,Sat Sep 12 2015,Chesterfield FC,03-Mar,Colchester United FC,2015,Sep,12,12/Sep/2015,Sat,6,3,3,Draw
7,Sat Sep 12 2015,Burton Albion FC,1-0,Rochdale AFC,2015,Sep,12,12/Sep/2015,Sat,1,1,0,Burton Albion FC
7,Sat Sep 12 2015,Walsall FC,2-0,Doncaster Rovers FC,2015,Sep,12,12/Sep/2015,Sat,2,2,0,Walsall FC
6,Tue Sep 15 2015,Sheffield United FC,02-Mar,Colchester United FC,2015,Sep,15,15/Sep/2015,Tue,5,2,3,Colchester United FC
6,Tue Sep 15 2015,Port Vale FC,0-2,Millwall FC,2015,Sep,15,15/Sep/2015,Tue,2,0,2,Millwall FC
8,Sat Sep 19 2015,Peterborough United FC,01-Jan,Walsall FC,2015,Sep,19,19/Sep/2015,Sat,2,1,1,Draw
8,Sat Sep 19 2015,Swindon Town FC,0-1,Burton Albion FC,2015,Sep,19,19/Sep/2015,Sat,1,0,1,Burton Albion FC
8,Sat Sep 19 2015,Shrewsbury Town FC,0-1,Crewe Alexandra FC,2015,Sep,19,19/Sep/2015,Sat,1,0,1,Crewe Alexandra FC
8,Sat Sep 19 2015,Rochdale AFC,02-Jan,Scunthorpe United FC,2015,Sep,19,19/Sep/2015,Sat,3,2,1,Rochdale AFC
8,Sat Sep 19 2015,Wigan Athletic FC,02-Jan,Fleetwood Town FC,2015,Sep,19,19/Sep/2015,Sat,3,2,1,Wigan Athletic FC
8,Sat Sep 19 2015,Millwall FC,0-2,Southend United FC,2015,Sep,19,19/Sep/2015,Sat,2,0,2,Southend United FC
8,Sat Sep 19 2015,Doncaster Rovers FC,01-Jan,Oldham Athletic AFC,2015,Sep,19,19/Sep/2015,Sat,2,1,1,Draw
8,Sat Sep 19 2015,Coventry City FC,1-0,Chesterfield FC,2015,Sep,19,19/Sep/2015,Sat,1,1,0,Coventry City FC
8,Sat Sep 19 2015,Colchester United FC,02-Jan,Gillingham FC,2015,Sep,19,19/Sep/2015,Sat,3,2,1,Colchester United FC
8,Sat Sep 19 2015,Bury FC,1-0,Port Vale FC,2015,Sep,19,19/Sep/2015,Sat,1,1,0,Bury FC
8,Sat Sep 19 2015,Blackpool FC,01-Jan,Barnsley FC,2015,Sep,19,19/Sep/2015,Sat,2,1,1,Draw
8,Sun Sep 20 2015,Bradford City AFC,02-Feb,Sheffield United FC,2015,Sep,20,20/Sep/2015,Sun,4,2,2,Draw
9,Sat Sep 26 2015,Oldham Athletic AFC,01-Jan,Wigan Athletic FC,2015,Sep,26,26/Sep/2015,Sat,2,1,1,Draw
9,Sat Sep 26 2015,Swindon Town FC,01-Feb,Colchester United FC,2015,Sep,26,26/Sep/2015,Sat,3,1,2,Colchester United FC
9,Sat Sep 26 2015,Southend United FC,02-Jan,Scunthorpe United FC,2015,Sep,26,26/Sep/2015,Sat,3,2,1,Southend United FC
9,Sat Sep 26 2015,Shrewsbury Town FC,2-0,Blackpool FC,2015,Sep,26,26/Sep/2015,Sat,2,2,0,Shrewsbury Town FC
9,Sat Sep 26 2015,Barnsley FC,2-0,Gillingham FC,2015,Sep,26,26/Sep/2015,Sat,2,2,0,Barnsley FC
9,Sat Sep 26 2015,Walsall FC,01-Jan,Crewe Alexandra FC,2015,Sep,26,26/Sep/2015,Sat,2,1,1,Draw
9,Sat Sep 26 2015,Millwall FC,03-Jan,Rochdale AFC,2015,Sep,26,26/Sep/2015,Sat,4,3,1,Millwall FC
9,Sat Sep 26 2015,Fleetwood Town FC,01-Feb,Port Vale FC,2015,Sep,26,26/Sep/2015,Sat,3,1,2,Port Vale FC
9,Sat Sep 26 2015,Chesterfield FC,01-Feb,Burton Albion FC,2015,Sep,26,26/Sep/2015,Sat,3,1,2,Burton Albion FC
9,Sat Sep 26 2015,Bury FC,02-Jan,Coventry City FC,2015,Sep,26,26/Sep/2015,Sat,3,2,1,Bury FC
9,Sat Sep 26 2015,Bradford City AFC,0-2,Peterborough United FC,2015,Sep,26,26/Sep/2015,Sat,2,0,2,Peterborough United FC
9,Sat Sep 26 2015,Sheffield United FC,03-Jan,Doncaster Rovers FC,2015,Sep,26,26/Sep/2015,Sat,4,3,1,Sheffield United FC
10,Tue Sep 29 2015,Wigan Athletic FC,02-Feb,Millwall FC,2015,Sep,29,29/Sep/2015,Tue,4,2,2,Draw
10,Tue Sep 29 2015,Scunthorpe United FC,0-1,Walsall FC,2015,Sep,29,29/Sep/2015,Tue,1,0,1,Walsall FC
10,Tue Sep 29 2015,Rochdale AFC,03-Feb,Shrewsbury Town FC,2015,Sep,29,29/Sep/2015,Tue,5,3,2,Rochdale AFC
10,Tue Sep 29 2015,Blackpool FC,2-0,Chesterfield FC,2015,Sep,29,29/Sep/2015,Tue,2,2,0,Blackpool FC
10,Tue Sep 29 2015,Peterborough United FC,02-Mar,Bury FC,2015,Sep,29,29/Sep/2015,Tue,5,2,3,Bury FC
10,Tue Sep 29 2015,Gillingham FC,05-Jan,Fleetwood Town FC,2015,Sep,29,29/Sep/2015,Tue,6,5,1,Gillingham FC
10,Tue Sep 29 2015,Doncaster Rovers FC,02-Feb,Swindon Town FC,2015,Sep,29,29/Sep/2015,Tue,4,2,2,Draw
10,Tue Sep 29 2015,Crewe Alexandra FC,01-Feb,Southend United FC,2015,Sep,29,29/Sep/2015,Tue,3,1,2,Southend United FC
10,Tue Sep 29 2015,Colchester United FC,2-0,Bradford City AFC,2015,Sep,29,29/Sep/2015,Tue,2,2,0,Colchester United FC
10,Tue Sep 29 2015,Burton Albion FC,0-0,Sheffield United FC,2015,Sep,29,29/Sep/2015,Tue,0,0,0,Draw
10,Tue Sep 29 2015,Port Vale FC,01-Jan,Oldham Athletic AFC,2015,Sep,29,29/Sep/2015,Tue,2,1,1,Draw
11,Sat Oct 3 2015,Wigan Athletic FC,0-0,Walsall FC,2015,Oct,3,3/Oct/2015,Sat,0,0,0,Draw
11,Sat Oct 3 2015,Scunthorpe United FC,1-0,Fleetwood Town FC,2015,Oct,3,3/Oct/2015,Sat,1,1,0,Scunthorpe United FC
11,Sat Oct 3 2015,Rochdale AFC,01-Mar,Bradford City AFC,2015,Oct,3,3/Oct/2015,Sat,4,1,3,Bradford City AFC
11,Sat Oct 3 2015,Port Vale FC,02-Jan,Sheffield United FC,2015,Oct,3,3/Oct/2015,Sat,3,2,1,Port Vale FC
11,Sat Oct 3 2015,Peterborough United FC,05-Mar,Millwall FC,2015,Oct,3,3/Oct/2015,Sat,8,5,3,Peterborough United FC
11,Sat Oct 3 2015,Gillingham FC,03-Mar,Oldham Athletic AFC,2015,Oct,3,3/Oct/2015,Sat,6,3,3,Draw
11,Sat Oct 3 2015,Doncaster Rovers FC,02-Jan,Barnsley FC,2015,Oct,3,3/Oct/2015,Sat,3,2,1,Doncaster Rovers FC
11,Sat Oct 3 2015,Crewe Alexandra FC,01-Feb,Chesterfield FC,2015,Oct,3,3/Oct/2015,Sat,3,1,2,Chesterfield FC
11,Sat Oct 3 2015,Coventry City FC,3-0,Shrewsbury Town FC,2015,Oct,3,3/Oct/2015,Sat,3,3,0,Coventry City FC
11,Sat Oct 3 2015,Colchester United FC,0-1,Bury FC,2015,Oct,3,3/Oct/2015,Sat,1,0,1,Bury FC
11,Sat Oct 3 2015,Blackpool FC,1-0,Swindon Town FC,2015,Oct,3,3/Oct/2015,Sat,1,1,0,Blackpool FC
11,Sat Oct 3 2015,Burton Albion FC,1-0,Southend United FC,2015,Oct,3,3/Oct/2015,Sat,1,1,0,Burton Albion FC
12,Sat Oct 10 2015,Walsall FC,2-0,Burton Albion FC,2015,Oct,10,10/Oct/2015,Sat,2,2,0,Walsall FC
12,Sat Oct 10 2015,Swindon Town FC,01-Feb,Peterborough United FC,2015,Oct,10,10/Oct/2015,Sat,3,1,2,Peterborough United FC
12,Sat Oct 10 2015,Southend United FC,1-0,Port Vale FC,2015,Oct,10,10/Oct/2015,Sat,1,1,0,Southend United FC
12,Sat Oct 10 2015,Shrewsbury Town FC,04-Feb,Colchester United FC,2015,Oct,10,10/Oct/2015,Sat,6,4,2,Shrewsbury Town FC
12,Sat Oct 10 2015,Sheffield United FC,03-Feb,Rochdale AFC,2015,Oct,10,10/Oct/2015,Sat,5,3,2,Sheffield United FC
12,Sat Oct 10 2015,Oldham Athletic AFC,02-Apr,Scunthorpe United FC,2015,Oct,10,10/Oct/2015,Sat,6,2,4,Scunthorpe United FC
12,Sat Oct 10 2015,Fleetwood Town FC,0-1,Coventry City FC,2015,Oct,10,10/Oct/2015,Sat,1,0,1,Coventry City FC
12,Sat Oct 10 2015,Chesterfield FC,01-Mar,Gillingham FC,2015,Oct,10,10/Oct/2015,Sat,4,1,3,Gillingham FC
12,Sat Oct 10 2015,Barnsley FC,01-Feb,Crewe Alexandra FC,2015,Oct,10,10/Oct/2015,Sat,3,1,2,Crewe Alexandra FC
12,Sat Oct 10 2015,Bury FC,02-Feb,Wigan Athletic FC,2015,Oct,10,10/Oct/2015,Sat,4,2,2,Draw
13,Sat Oct 17 2015,Wigan Athletic FC,5-0,Colchester United FC,2015,Oct,17,17/Oct/2015,Sat,5,5,0,Wigan Athletic FC
13,Sat Oct 17 2015,Walsall FC,01-Feb,Chesterfield FC,2015,Oct,17,17/Oct/2015,Sat,3,1,2,Chesterfield FC
13,Sat Oct 17 2015,Southend United FC,02-Jan,Barnsley FC,2015,Oct,17,17/Oct/2015,Sat,3,2,1,Southend United FC
13,Sat Oct 17 2015,Scunthorpe United FC,02-Jan,Shrewsbury Town FC,2015,Oct,17,17/Oct/2015,Sat,3,2,1,Scunthorpe United FC
13,Sat Oct 17 2015,Port Vale FC,01-Jan,Peterborough United FC,2015,Oct,17,17/Oct/2015,Sat,2,1,1,Draw
13,Sat Oct 17 2015,Oldham Athletic AFC,01-Jan,Sheffield United FC,2015,Oct,17,17/Oct/2015,Sat,2,1,1,Draw
13,Sat Oct 17 2015,Millwall FC,2-0,Swindon Town FC,2015,Oct,17,17/Oct/2015,Sat,2,2,0,Millwall FC
13,Sat Oct 17 2015,Fleetwood Town FC,4-0,Burton Albion FC,2015,Oct,17,17/Oct/2015,Sat,4,4,0,Fleetwood Town FC
13,Sat Oct 17 2015,Doncaster Rovers FC,0-1,Bradford City AFC,2015,Oct,17,17/Oct/2015,Sat,1,0,1,Bradford City AFC
13,Sat Oct 17 2015,Crewe Alexandra FC,0-1,Gillingham FC,2015,Oct,17,17/Oct/2015,Sat,1,0,1,Gillingham FC
13,Sat Oct 17 2015,Coventry City FC,0-0,Blackpool FC,2015,Oct,17,17/Oct/2015,Sat,0,0,0,Draw
13,Sat Oct 17 2015,Bury FC,0-0,Rochdale AFC,2015,Oct,17,17/Oct/2015,Sat,0,0,0,Draw
14,Tue Oct 20 2015,Swindon Town FC,01-Feb,Oldham Athletic AFC,2015,Oct,20,20/Oct/2015,Tue,3,1,2,Oldham Athletic AFC
14,Tue Oct 20 2015,Shrewsbury Town FC,01-Feb,Doncaster Rovers FC,2015,Oct,20,20/Oct/2015,Tue,3,1,2,Doncaster Rovers FC
14,Tue Oct 20 2015,Sheffield United FC,3-0,Fleetwood Town FC,2015,Oct,20,20/Oct/2015,Tue,3,3,0,Sheffield United FC
14,Tue Oct 20 2015,Rochdale AFC,0-0,Coventry City FC,2015,Oct,20,20/Oct/2015,Tue,0,0,0,Draw
14,Tue Oct 20 2015,Peterborough United FC,02-Mar,Wigan Athletic FC,2015,Oct,20,20/Oct/2015,Tue,5,2,3,Wigan Athletic FC
14,Tue Oct 20 2015,Gillingham FC,02-Jan,Scunthorpe United FC,2015,Oct,20,20/Oct/2015,Tue,3,2,1,Gillingham FC
14,Tue Oct 20 2015,Barnsley FC,0-2,Walsall FC,2015,Oct,20,20/Oct/2015,Tue,2,0,2,Walsall FC
14,Tue Oct 20 2015,Chesterfield FC,3-0,Southend United FC,2015,Oct,20,20/Oct/2015,Tue,3,3,0,Chesterfield FC
14,Tue Oct 20 2015,Burton Albion FC,0-0,Crewe Alexandra FC,2015,Oct,20,20/Oct/2015,Tue,0,0,0,Draw
14,Tue Oct 20 2015,Bradford City AFC,02-Jan,Bury FC,2015,Oct,20,20/Oct/2015,Tue,3,2,1,Bradford City AFC
14,Tue Oct 20 2015,Blackpool FC,01-Jan,Millwall FC,2015,Oct,20,20/Oct/2015,Tue,2,1,1,Draw
14,Tue Oct 20 2015,Colchester United FC,02-Jan,Port Vale FC,2015,Oct,20,20/Oct/2015,Tue,3,2,1,Colchester United FC
15,Sat Oct 24 2015,Sheffield United FC,01-Feb,Millwall FC,2015,Oct,24,24/Oct/2015,Sat,3,1,2,Millwall FC
15,Sat Oct 24 2015,Swindon Town FC,02-Feb,Coventry City FC,2015,Oct,24,24/Oct/2015,Sat,4,2,2,Draw
15,Sat Oct 24 2015,Shrewsbury Town FC,2-0,Bury FC,2015,Oct,24,24/Oct/2015,Sat,2,2,0,Shrewsbury Town FC
15,Sat Oct 24 2015,Rochdale AFC,0-0,Oldham Athletic AFC,2015,Oct,24,24/Oct/2015,Sat,0,0,0,Draw
15,Sat Oct 24 2015,Peterborough United FC,4-0,Doncaster Rovers FC,2015,Oct,24,24/Oct/2015,Sat,4,4,0,Peterborough United FC
15,Sat Oct 24 2015,Gillingham FC,01-Jan,Southend United FC,2015,Oct,24,24/Oct/2015,Sat,2,1,1,Draw
15,Sat Oct 24 2015,Colchester United FC,04-Apr,Walsall FC,2015,Oct,24,24/Oct/2015,Sat,8,4,4,Draw
15,Sat Oct 24 2015,Chesterfield FC,0-3,Scunthorpe United FC,2015,Oct,24,24/Oct/2015,Sat,3,0,3,Scunthorpe United FC
15,Sat Oct 24 2015,Burton Albion FC,2-0,Port Vale FC,2015,Oct,24,24/Oct/2015,Sat,2,2,0,Burton Albion FC
15,Sat Oct 24 2015,Bradford City AFC,01-Jan,Wigan Athletic FC,2015,Oct,24,24/Oct/2015,Sat,2,1,1,Draw
15,Sat Oct 24 2015,Blackpool FC,2-0,Crewe Alexandra FC,2015,Oct,24,24/Oct/2015,Sat,2,2,0,Blackpool FC
15,Sat Oct 24 2015,Barnsley FC,0-1,Fleetwood Town FC,2015,Oct,24,24/Oct/2015,Sat,1,0,1,Fleetwood Town FC
12,Tue Oct 27 2015,Millwall FC,2-0,Doncaster Rovers FC,2015,Oct,27,27/Oct/2015,Tue,2,2,0,Millwall FC
16,Sat Oct 31 2015,Wigan Athletic FC,1-0,Swindon Town FC,2015,Oct,31,31/Oct/2015,Sat,1,1,0,Wigan Athletic FC
16,Sat Oct 31 2015,Walsall FC,03-Feb,Gillingham FC,2015,Oct,31,31/Oct/2015,Sat,5,3,2,Walsall FC
16,Sat Oct 31 2015,Southend United FC,02-Feb,Rochdale AFC,2015,Oct,31,31/Oct/2015,Sat,4,2,2,Draw
16,Sat Oct 31 2015,Scunthorpe United FC,2-0,Barnsley FC,2015,Oct,31,31/Oct/2015,Sat,2,2,0,Scunthorpe United FC
16,Sat Oct 31 2015,Port Vale FC,2-0,Shrewsbury Town FC,2015,Oct,31,31/Oct/2015,Sat,2,2,0,Port Vale FC
16,Sat Oct 31 2015,Oldham Athletic AFC,0-1,Burton Albion FC,2015,Oct,31,31/Oct/2015,Sat,1,0,1,Burton Albion FC
16,Sat Oct 31 2015,Millwall FC,0-0,Bradford City AFC,2015,Oct,31,31/Oct/2015,Sat,0,0,0,Draw
16,Sat Oct 31 2015,Fleetwood Town FC,0-1,Chesterfield FC,2015,Oct,31,31/Oct/2015,Sat,1,0,1,Chesterfield FC
16,Sat Oct 31 2015,Doncaster Rovers FC,2-0,Colchester United FC,2015,Oct,31,31/Oct/2015,Sat,2,2,0,Doncaster Rovers FC
16,Sat Oct 31 2015,Crewe Alexandra FC,1-0,Sheffield United FC,2015,Oct,31,31/Oct/2015,Sat,1,1,0,Crewe Alexandra FC
16,Sat Oct 31 2015,Coventry City FC,03-Feb,Peterborough United FC,2015,Oct,31,31/Oct/2015,Sat,5,3,2,Coventry City FC
16,Sat Oct 31 2015,Bury FC,04-Mar,Blackpool FC,2015,Oct,31,31/Oct/2015,Sat,7,4,3,Bury FC
