Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
1,Sat Aug 23 2014,Málaga CF,1-0,Athletic Club Bilbao,2014,Aug,23,23/Aug/2014,Sat,1,1,0,Málaga CF
1,Sat Aug 23 2014,Granada CF,02-Jan,RCD La Coruña,2014,Aug,23,23/Aug/2014,Sat,3,2,1,Granada CF
1,Sat Aug 23 2014,Sevilla FC,01-Jan,Valencia CF,2014,Aug,23,23/Aug/2014,Sat,2,1,1,Draw
1,Sat Aug 23 2014,UD Almería,01-Jan,RCD Espanyol,2014,Aug,23,23/Aug/2014,Sat,2,1,1,Draw
1,Sun Aug 24 2014,SD Eibar,1-0,Real Sociedad,2014,Aug,24,24/Aug/2014,Sun,1,1,0,SD Eibar
1,Sun Aug 24 2014,RC Celta Vigo,03-Jan,Getafe CF,2014,Aug,24,24/Aug/2014,Sun,4,3,1,RC Celta Vigo
1,Sun Aug 24 2014,FC Barcelona,3-0,Elche CF,2014,Aug,24,24/Aug/2014,Sun,3,3,0,FC Barcelona
1,Sun Aug 24 2014,Levante UD,0-2,Villarreal CF,2014,Aug,24,24/Aug/2014,Sun,2,0,2,Villarreal CF
1,Mon Aug 25 2014,Real Madrid,2-0,Córdoba CF,2014,Aug,25,25/Aug/2014,Mon,2,2,0,Real Madrid
1,Mon Aug 25 2014,Rayo Vallecano,0-0,Atlético Madrid,2014,Aug,25,25/Aug/2014,Mon,0,0,0,Draw
2,Fri Aug 29 2014,Getafe CF,1-0,UD Almería,2014,Aug,29,29/Aug/2014,Fri,1,1,0,Getafe CF
2,Fri Aug 29 2014,Valencia CF,3-0,Málaga CF,2014,Aug,29,29/Aug/2014,Fri,3,3,0,Valencia CF
2,Sat Aug 30 2014,Córdoba CF,01-Jan,RC Celta Vigo,2014,Aug,30,30/Aug/2014,Sat,2,1,1,Draw
2,Sat Aug 30 2014,Athletic Club Bilbao,3-0,Levante UD,2014,Aug,30,30/Aug/2014,Sat,3,3,0,Athletic Club Bilbao
2,Sat Aug 30 2014,Atlético Madrid,02-Jan,SD Eibar,2014,Aug,30,30/Aug/2014,Sat,3,2,1,Atlético Madrid
2,Sat Aug 30 2014,RCD Espanyol,01-Feb,Sevilla FC,2014,Aug,30,30/Aug/2014,Sat,3,1,2,Sevilla FC
2,Sun Aug 31 2014,Villarreal CF,0-1,FC Barcelona,2014,Aug,31,31/Aug/2014,Sun,1,0,1,FC Barcelona
2,Sun Aug 31 2014,RCD La Coruña,02-Feb,Rayo Vallecano,2014,Aug,31,31/Aug/2014,Sun,4,2,2,Draw
2,Sun Aug 31 2014,Real Sociedad,04-Feb,Real Madrid,2014,Aug,31,31/Aug/2014,Sun,6,4,2,Real Sociedad
2,Sun Aug 31 2014,Elche CF,01-Jan,Granada CF,2014,Aug,31,31/Aug/2014,Sun,2,1,1,Draw
3,Fri Sep 12 2014,UD Almería,01-Jan,Córdoba CF,2014,Sep,12,12/Sep/2014,Fri,2,1,1,Draw
3,Sat Sep 13 2014,FC Barcelona,2-0,Athletic Club Bilbao,2014,Sep,13,13/Sep/2014,Sat,2,2,0,FC Barcelona
3,Sat Sep 13 2014,Málaga CF,0-0,Levante UD,2014,Sep,13,13/Sep/2014,Sat,0,0,0,Draw
3,Sat Sep 13 2014,Real Madrid,01-Feb,Atlético Madrid,2014,Sep,13,13/Sep/2014,Sat,3,1,2,Atlético Madrid
3,Sat Sep 13 2014,RC Celta Vigo,02-Feb,Real Sociedad,2014,Sep,13,13/Sep/2014,Sat,4,2,2,Draw
3,Sun Sep 14 2014,Rayo Vallecano,02-Mar,Elche CF,2014,Sep,14,14/Sep/2014,Sun,5,2,3,Elche CF
3,Sun Sep 14 2014,Valencia CF,03-Jan,RCD Espanyol,2014,Sep,14,14/Sep/2014,Sun,4,3,1,Valencia CF
3,Sun Sep 14 2014,Sevilla FC,2-0,Getafe CF,2014,Sep,14,14/Sep/2014,Sun,2,2,0,Sevilla FC
3,Sun Sep 14 2014,Granada CF,0-0,Villarreal CF,2014,Sep,14,14/Sep/2014,Sun,0,0,0,Draw
3,Mon Sep 15 2014,SD Eibar,0-1,RCD La Coruña,2014,Sep,15,15/Sep/2014,Mon,1,0,1,RCD La Coruña
4,Fri Sep 19 2014,Elche CF,0-2,SD Eibar,2014,Sep,19,19/Sep/2014,Fri,2,0,2,SD Eibar
