Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
18,Sun Dec 16 2018,RCD La Coruña,03-Jan,Real Zaragoza,2018,Dec,16,16/Dec/2018,Sun,4,3,1,RCD La Coruña
19,Fri Dec 21 2018,CD Tenerife,01-Jan,Granada CF,2018,Dec,21,21/Dec/2018,Fri,2,1,1,Draw
19,Fri Dec 21 2018,RCD Mallorca,2-0,Gimnàstic Tarragona,2018,Dec,21,21/Dec/2018,Fri,2,2,0,RCD Mallorca
19,Sat Dec 22 2018,CD Lugo,0-0,Sporting Gijón,2018,Dec,22,22/Dec/2018,Sat,0,0,0,Draw
19,Sat Dec 22 2018,Real Oviedo,0-0,Málaga CF,2018,Dec,22,22/Dec/2018,Sat,0,0,0,Draw
19,Sat Dec 22 2018,Real Zaragoza,02-Jan,Extremadura UD,2018,Dec,22,22/Dec/2018,Sat,3,2,1,Real Zaragoza
19,Sat Dec 22 2018,Elche CF,02-Feb,UD Almería,2018,Dec,22,22/Dec/2018,Sat,4,2,2,Draw
19,Sat Dec 22 2018,Córdoba CF,04-Jan,UD Las Palmas,2018,Dec,22,22/Dec/2018,Sat,5,4,1,Córdoba CF
19,Sat Dec 22 2018,Cádiz CF,3-0,RCD La Coruña,2018,Dec,22,22/Dec/2018,Sat,3,3,0,Cádiz CF
19,Sun Dec 23 2018,CF Reus,0-1,CA Osasuna,2018,Dec,23,23/Dec/2018,Sun,1,0,1,CA Osasuna
19,Sun Dec 23 2018,Albacete Balompié,1-0,CF Rayo Majadahonda,2018,Dec,23,23/Dec/2018,Sun,1,1,0,Albacete Balompié
19,Sun Dec 23 2018,AD Alcorcón,01-Jan,CD Numancia,2018,Dec,23,23/Dec/2018,Sun,2,1,1,Draw
20,Fri Jan 4 2019,Granada CF,01-Jan,Albacete Balompié,2019,Jan,4,4/Jan/2019,Fri,2,1,1,Draw
20,Fri Jan 4 2019,CD Tenerife,02-Jan,Elche CF,2019,Jan,4,4/Jan/2019,Fri,3,2,1,CD Tenerife
20,Sat Jan 5 2019,Sporting Gijón,01-Feb,Real Zaragoza,2019,Jan,5,5/Jan/2019,Sat,3,1,2,Real Zaragoza
20,Sat Jan 5 2019,Extremadura UD,3-0,AD Alcorcón,2019,Jan,5,5/Jan/2019,Sat,3,3,0,Extremadura UD
20,Sun Jan 6 2019,UD Almería,2-0,RCD Mallorca,2019,Jan,6,6/Jan/2019,Sun,2,2,0,UD Almería
20,Sun Jan 6 2019,RCD La Coruña,0-0,CD Lugo,2019,Jan,6,6/Jan/2019,Sun,0,0,0,Draw
20,Sun Jan 6 2019,CA Osasuna,02-Jan,Cádiz CF,2019,Jan,6,6/Jan/2019,Sun,3,2,1,CA Osasuna
20,Sun Jan 6 2019,Gimnàstic Tarragona,1-0,Córdoba CF,2019,Jan,6,6/Jan/2019,Sun,1,1,0,Gimnàstic Tarragona
20,Sun Jan 6 2019,Málaga CF,0-3,CF Reus,2019,Jan,6,6/Jan/2019,Sun,3,0,3,CF Reus
20,Mon Jan 7 2019,CD Numancia,02-Mar,Real Oviedo,2019,Jan,7,7/Jan/2019,Mon,5,2,3,Real Oviedo
20,Mon Jan 7 2019,CF Rayo Majadahonda,0-0,UD Las Palmas,2019,Jan,7,7/Jan/2019,Mon,0,0,0,Draw
21,Fri Jan 11 2019,Cádiz CF,0-0,Granada CF,2019,Jan,11,11/Jan/2019,Fri,0,0,0,Draw
21,Sat Jan 12 2019,Albacete Balompié,01-Jan,Sporting Gijón,2019,Jan,12,12/Jan/2019,Sat,2,1,1,Draw
21,Sat Jan 12 2019,UD Las Palmas,04-Jan,CA Osasuna,2019,Jan,12,12/Jan/2019,Sat,5,4,1,UD Las Palmas
21,Sat Jan 12 2019,CF Reus,01-Jan,CD Numancia,2019,Jan,12,12/Jan/2019,Sat,2,1,1,Draw
21,Sat Jan 12 2019,Real Oviedo,1-0,CD Tenerife,2019,Jan,12,12/Jan/2019,Sat,1,1,0,Real Oviedo
21,Sat Jan 12 2019,RCD Mallorca,1-0,RCD La Coruña,2019,Jan,12,12/Jan/2019,Sat,1,1,0,RCD Mallorca
21,Sun Jan 13 2019,Córdoba CF,01-Jan,CF Rayo Majadahonda,2019,Jan,13,13/Jan/2019,Sun,2,1,1,Draw
21,Sun Jan 13 2019,AD Alcorcón,0-0,UD Almería,2019,Jan,13,13/Jan/2019,Sun,0,0,0,Draw
21,Sun Jan 13 2019,CD Lugo,01-Jan,Extremadura UD,2019,Jan,13,13/Jan/2019,Sun,2,1,1,Draw
21,Sun Jan 13 2019,Real Zaragoza,0-2,Málaga CF,2019,Jan,13,13/Jan/2019,Sun,2,0,2,Málaga CF
21,Sun Jan 13 2019,Elche CF,1-0,Gimnàstic Tarragona,2019,Jan,13,13/Jan/2019,Sun,1,1,0,Elche CF
22,Sat Jan 19 2019,CF Reus,,UD Las Palmas,2019,Jan,19,19/Jan/2019,Sat,1,0,1,UD Las Palmas
22,Sat Jan 19 2019,UD Almería,0-0,Cádiz CF,2019,Jan,19,19/Jan/2019,Sat,0,0,0,Draw
22,Sat Jan 19 2019,CF Rayo Majadahonda,02-Feb,Real Zaragoza,2019,Jan,19,19/Jan/2019,Sat,4,2,2,Draw
22,Sat Jan 19 2019,CD Numancia,03-Feb,Córdoba CF,2019,Jan,19,19/Jan/2019,Sat,5,3,2,CD Numancia
22,Sat Jan 19 2019,Málaga CF,02-Jan,CD Lugo,2019,Jan,19,19/Jan/2019,Sat,3,2,1,Málaga CF
22,Sun Jan 20 2019,CA Osasuna,2-0,RCD Mallorca,2019,Jan,20,20/Jan/2019,Sun,2,2,0,CA Osasuna
22,Sun Jan 20 2019,Sporting Gijón,2-0,AD Alcorcón,2019,Jan,20,20/Jan/2019,Sun,2,2,0,Sporting Gijón
22,Sun Jan 20 2019,RCD La Coruña,2-0,Albacete Balompié,2019,Jan,20,20/Jan/2019,Sun,2,2,0,RCD La Coruña
22,Sun Jan 20 2019,CD Tenerife,2-0,Gimnàstic Tarragona,2019,Jan,20,20/Jan/2019,Sun,2,2,0,CD Tenerife
22,Sun Jan 20 2019,Extremadura UD,0-2,Real Oviedo,2019,Jan,20,20/Jan/2019,Sun,2,0,2,Real Oviedo
22,Mon Jan 21 2019,Granada CF,02-Jan,Elche CF,2019,Jan,21,21/Jan/2019,Mon,3,2,1,Granada CF
23,Fri Jan 25 2019,Real Zaragoza,2-0,Real Oviedo,2019,Jan,25,25/Jan/2019,Fri,2,2,0,Real Zaragoza
23,Sat Jan 26 2019,UD Almería,0-1,CA Osasuna,2019,Jan,26,26/Jan/2019,Sat,1,0,1,CA Osasuna
23,Sat Jan 26 2019,Elche CF,01-Jan,CD Numancia,2019,Jan,26,26/Jan/2019,Sat,2,1,1,Draw
23,Sat Jan 26 2019,CD Lugo,03-Feb,CF Rayo Majadahonda,2019,Jan,26,26/Jan/2019,Sat,5,3,2,CD Lugo
23,Sat Jan 26 2019,Cádiz CF,01-Jan,RCD Mallorca,2019,Jan,26,26/Jan/2019,Sat,2,1,1,Draw
23,Sat Jan 26 2019,CD Tenerife,0-0,Málaga CF,2019,Jan,26,26/Jan/2019,Sat,0,0,0,Draw
23,Sun Jan 27 2019,Albacete Balompié,,CF Reus,2019,Jan,27,27/Jan/2019,Sun,1,0,1,CF Reus
23,Sun Jan 27 2019,Granada CF,0-0,Extremadura UD,2019,Jan,27,27/Jan/2019,Sun,0,0,0,Draw
23,Sun Jan 27 2019,AD Alcorcón,02-Jan,Córdoba CF,2019,Jan,27,27/Jan/2019,Sun,3,2,1,AD Alcorcón
23,Sun Jan 27 2019,Sporting Gijón,01-Feb,RCD La Coruña,2019,Jan,27,27/Jan/2019,Sun,3,1,2,RCD La Coruña
23,Sun Jan 27 2019,Gimnàstic Tarragona,0-0,UD Las Palmas,2019,Jan,27,27/Jan/2019,Sun,0,0,0,Draw
24,Fri Feb 1 2019,Málaga CF,01-Jan,UD Almería,2019,Feb,1,1/Feb/2019,Fri,2,1,1,Draw
24,Sat Feb 2 2019,CD Numancia,3-0,CD Lugo,2019,Feb,2,2/Feb/2019,Sat,3,3,0,CD Numancia
24,Sat Feb 2 2019,CF Rayo Majadahonda,1-0,Gimnàstic Tarragona,2019,Feb,2,2/Feb/2019,Sat,1,1,0,CF Rayo Majadahonda
24,Sat Feb 2 2019,Córdoba CF,01-Mar,Albacete Balompié,2019,Feb,2,2/Feb/2019,Sat,4,1,3,Albacete Balompié
24,Sat Feb 2 2019,RCD La Coruña,0-0,CD Tenerife,2019,Feb,2,2/Feb/2019,Sat,0,0,0,Draw
24,Sun Feb 3 2019,RCD Mallorca,2-0,AD Alcorcón,2019,Feb,3,3/Feb/2019,Sun,2,2,0,RCD Mallorca
24,Sun Feb 3 2019,Real Oviedo,02-Jan,Cádiz CF,2019,Feb,3,3/Feb/2019,Sun,3,2,1,Real Oviedo
24,Sun Feb 3 2019,CF Reus,,Elche CF,2019,Feb,3,3/Feb/2019,Sun,1,0,1,Elche CF
24,Sun Feb 3 2019,CA Osasuna,1-0,Granada CF,2019,Feb,3,3/Feb/2019,Sun,1,1,0,CA Osasuna
24,Sun Feb 3 2019,Extremadura UD,0-3,Sporting Gijón,2019,Feb,3,3/Feb/2019,Sun,3,0,3,Sporting Gijón
24,Mon Feb 4 2019,UD Las Palmas,01-Jan,Real Zaragoza,2019,Feb,4,4/Feb/2019,Mon,2,1,1,Draw
25,Fri Feb 8 2019,Sporting Gijón,0-2,CA Osasuna,2019,Feb,8,8/Feb/2019,Fri,2,0,2,CA Osasuna
25,Sat Feb 9 2019,Gimnàstic Tarragona,,CF Reus,2019,Feb,9,9/Feb/2019,Sat,1,0,1,CF Reus
25,Sat Feb 9 2019,Elche CF,01-Feb,Real Oviedo,2019,Feb,9,9/Feb/2019,Sat,3,1,2,Real Oviedo
25,Sat Feb 9 2019,Extremadura UD,01-Jan,CF Rayo Majadahonda,2019,Feb,9,9/Feb/2019,Sat,2,1,1,Draw
25,Sat Feb 9 2019,CD Tenerife,0-2,Córdoba CF,2019,Feb,9,9/Feb/2019,Sat,2,0,2,Córdoba CF
25,Sat Feb 9 2019,CD Lugo,01-Feb,Real Zaragoza,2019,Feb,9,9/Feb/2019,Sat,3,1,2,Real Zaragoza
25,Sun Feb 10 2019,AD Alcorcón,01-Feb,Cádiz CF,2019,Feb,10,10/Feb/2019,Sun,3,1,2,Cádiz CF
25,Sun Feb 10 2019,Albacete Balompié,2-0,RCD Mallorca,2019,Feb,10,10/Feb/2019,Sun,2,2,0,Albacete Balompié
25,Sun Feb 10 2019,UD Almería,1-0,CD Numancia,2019,Feb,10,10/Feb/2019,Sun,1,1,0,UD Almería
25,Sun Feb 10 2019,Granada CF,0-1,RCD La Coruña,2019,Feb,10,10/Feb/2019,Sun,1,0,1,RCD La Coruña
25,Sun Feb 10 2019,Málaga CF,0-0,UD Las Palmas,2019,Feb,10,10/Feb/2019,Sun,0,0,0,Draw
26,Fri Feb 15 2019,Córdoba CF,01-Feb,Granada CF,2019,Feb,15,15/Feb/2019,Fri,3,1,2,Granada CF
26,Sat Feb 16 2019,RCD La Coruña,01-Jan,Gimnàstic Tarragona,2019,Feb,16,16/Feb/2019,Sat,2,1,1,Draw
26,Sat Feb 16 2019,Elche CF,2-0,Extremadura UD,2019,Feb,16,16/Feb/2019,Sat,2,2,0,Elche CF
26,Sat Feb 16 2019,Real Zaragoza,0-0,Albacete Balompié,2019,Feb,16,16/Feb/2019,Sat,0,0,0,Draw
26,Sat Feb 16 2019,Real Oviedo,1-0,AD Alcorcón,2019,Feb,16,16/Feb/2019,Sat,1,1,0,Real Oviedo
26,Sat Feb 16 2019,Cádiz CF,2-0,CD Tenerife,2019,Feb,16,16/Feb/2019,Sat,2,2,0,Cádiz CF
26,Sun Feb 17 2019,CF Reus,,UD Almería,2019,Feb,17,17/Feb/2019,Sun,1,0,1,UD Almería
26,Sun Feb 17 2019,RCD Mallorca,3-0,CD Lugo,2019,Feb,17,17/Feb/2019,Sun,3,3,0,RCD Mallorca
26,Sun Feb 17 2019,CD Numancia,01-Jan,CA Osasuna,2019,Feb,17,17/Feb/2019,Sun,2,1,1,Draw
26,Sun Feb 17 2019,CF Rayo Majadahonda,0-1,Málaga CF,2019,Feb,17,17/Feb/2019,Sun,1,0,1,Málaga CF
26,Sun Feb 17 2019,UD Las Palmas,1-0,Sporting Gijón,2019,Feb,17,17/Feb/2019,Sun,1,1,0,UD Las Palmas
27,Fri Feb 22 2019,CD Tenerife,02-Feb,RCD Mallorca,2019,Feb,22,22/Feb/2019,Fri,4,2,2,Draw
27,Sat Feb 23 2019,Albacete Balompié,0-0,Real Oviedo,2019,Feb,23,23/Feb/2019,Sat,0,0,0,Draw
27,Sat Feb 23 2019,Gimnàstic Tarragona,02-Mar,Cádiz CF,2019,Feb,23,23/Feb/2019,Sat,5,2,3,Cádiz CF
27,Sat Feb 23 2019,AD Alcorcón,2-0,UD Las Palmas,2019,Feb,23,23/Feb/2019,Sat,2,2,0,AD Alcorcón
27,Sat Feb 23 2019,CA Osasuna,1-0,Real Zaragoza,2019,Feb,23,23/Feb/2019,Sat,1,1,0,CA Osasuna
27,Sun Feb 24 2019,Granada CF,,CF Reus,2019,Feb,24,24/Feb/2019,Sun,1,0,1,CF Reus
27,Sun Feb 24 2019,Sporting Gijón,02-Mar,CF Rayo Majadahonda,2019,Feb,24,24/Feb/2019,Sun,5,2,3,CF Rayo Majadahonda
27,Sun Feb 24 2019,UD Almería,03-Jan,Córdoba CF,2019,Feb,24,24/Feb/2019,Sun,4,3,1,UD Almería
27,Sun Feb 24 2019,Málaga CF,0-0,RCD La Coruña,2019,Feb,24,24/Feb/2019,Sun,0,0,0,Draw
27,Sun Feb 24 2019,CD Lugo,02-Feb,Elche CF,2019,Feb,24,24/Feb/2019,Sun,4,2,2,Draw
27,Sun Feb 24 2019,Extremadura UD,0-1,CD Numancia,2019,Feb,24,24/Feb/2019,Sun,1,0,1,CD Numancia
28,Sat Mar 2 2019,Cádiz CF,1-0,Albacete Balompié,2019,Mar,2,2/Mar/2019,Sat,1,1,0,Cádiz CF
28,Sat Mar 2 2019,Córdoba CF,01-Jan,Málaga CF,2019,Mar,2,2/Mar/2019,Sat,2,1,1,Draw
28,Sat Mar 2 2019,CA Osasuna,1-0,Gimnàstic Tarragona,2019,Mar,2,2/Mar/2019,Sat,1,1,0,CA Osasuna
28,Sun Mar 3 2019,CF Reus,,CD Tenerife,2019,Mar,3,3/Mar/2019,Sun,1,0,1,CD Tenerife
28,Sun Mar 3 2019,RCD Mallorca,01-Jan,Elche CF,2019,Mar,3,3/Mar/2019,Sun,2,1,1,Draw
28,Sun Mar 3 2019,CD Numancia,01-Feb,Sporting Gijón,2019,Mar,3,3/Mar/2019,Sun,3,1,2,Sporting Gijón
28,Sun Mar 3 2019,CF Rayo Majadahonda,0-3,Granada CF,2019,Mar,3,3/Mar/2019,Sun,3,0,3,Granada CF
28,Sun Mar 3 2019,Real Oviedo,01-Jan,CD Lugo,2019,Mar,3,3/Mar/2019,Sun,2,1,1,Draw
28,Sun Mar 3 2019,UD Las Palmas,01-Jan,Extremadura UD,2019,Mar,3,3/Mar/2019,Sun,2,1,1,Draw
28,Sun Mar 3 2019,Real Zaragoza,01-Feb,UD Almería,2019,Mar,3,3/Mar/2019,Sun,3,1,2,UD Almería
28,Mon Mar 4 2019,RCD La Coruña,02-Feb,AD Alcorcón,2019,Mar,4,4/Mar/2019,Mon,4,2,2,Draw
29,Sat Mar 9 2019,RCD Mallorca,1-0,Real Oviedo,2019,Mar,9,9/Mar/2019,Sat,1,1,0,RCD Mallorca
29,Sat Mar 9 2019,Sporting Gijón,1-0,UD Almería,2019,Mar,9,9/Mar/2019,Sat,1,1,0,Sporting Gijón
29,Sat Mar 9 2019,Gimnàstic Tarragona,1-0,Albacete Balompié,2019,Mar,9,9/Mar/2019,Sat,1,1,0,Gimnàstic Tarragona
29,Sat Mar 9 2019,Elche CF,1-0,Cádiz CF,2019,Mar,9,9/Mar/2019,Sat,1,1,0,Elche CF
29,Sun Mar 10 2019,CD Lugo,,CF Reus,2019,Mar,10,10/Mar/2019,Sun,1,0,1,CF Reus
29,Sun Mar 10 2019,CF Rayo Majadahonda,2-0,AD Alcorcón,2019,Mar,10,10/Mar/2019,Sun,2,2,0,CF Rayo Majadahonda
29,Sun Mar 10 2019,Extremadura UD,3-0,Córdoba CF,2019,Mar,10,10/Mar/2019,Sun,3,3,0,Extremadura UD
29,Sun Mar 10 2019,Granada CF,1-0,Real Zaragoza,2019,Mar,10,10/Mar/2019,Sun,1,1,0,Granada CF
29,Sun Mar 10 2019,CD Tenerife,01-Jan,CD Numancia,2019,Mar,10,10/Mar/2019,Sun,2,1,1,Draw
29,Sun Mar 10 2019,RCD La Coruña,0-1,UD Las Palmas,2019,Mar,10,10/Mar/2019,Sun,1,0,1,UD Las Palmas
29,Mon Mar 11 2019,Málaga CF,01-Feb,CA Osasuna,2019,Mar,11,11/Mar/2019,Mon,3,1,2,CA Osasuna
30,Sat Mar 16 2019,Albacete Balompié,1-0,Extremadura UD,2019,Mar,16,16/Mar/2019,Sat,1,1,0,Albacete Balompié
30,Sat Mar 16 2019,Cádiz CF,01-Jan,CD Lugo,2019,Mar,16,16/Mar/2019,Sat,2,1,1,Draw
30,Sat Mar 16 2019,AD Alcorcón,01-Jan,CD Tenerife,2019,Mar,16,16/Mar/2019,Sat,2,1,1,Draw
30,Sat Mar 16 2019,Real Zaragoza,1-0,Elche CF,2019,Mar,16,16/Mar/2019,Sat,1,1,0,Real Zaragoza
30,Sun Mar 17 2019,CF Reus,,RCD La Coruña,2019,Mar,17,17/Mar/2019,Sun,1,0,1,RCD La Coruña
30,Sun Mar 17 2019,Real Oviedo,2-0,Gimnàstic Tarragona,2019,Mar,17,17/Mar/2019,Sun,2,2,0,Real Oviedo
30,Sun Mar 17 2019,Córdoba CF,01-Feb,Sporting Gijón,2019,Mar,17,17/Mar/2019,Sun,3,1,2,Sporting Gijón
30,Sun Mar 17 2019,UD Almería,0-0,Granada CF,2019,Mar,17,17/Mar/2019,Sun,0,0,0,Draw
30,Sun Mar 17 2019,CA Osasuna,3-0,CF Rayo Majadahonda,2019,Mar,17,17/Mar/2019,Sun,3,3,0,CA Osasuna
30,Sun Mar 17 2019,UD Las Palmas,01-Feb,RCD Mallorca,2019,Mar,17,17/Mar/2019,Sun,3,1,2,RCD Mallorca
30,Mon Mar 18 2019,CD Numancia,01-Jan,Málaga CF,2019,Mar,18,18/Mar/2019,Mon,2,1,1,Draw
31,Fri Mar 22 2019,RCD La Coruña,0-0,UD Almería,2019,Mar,22,22/Mar/2019,Fri,0,0,0,Draw
31,Fri Mar 22 2019,CD Tenerife,03-Feb,CA Osasuna,2019,Mar,22,22/Mar/2019,Fri,5,3,2,CD Tenerife
31,Sat Mar 23 2019,Elche CF,03-Jan,AD Alcorcón,2019,Mar,23,23/Mar/2019,Sat,4,3,1,Elche CF
31,Sat Mar 23 2019,CD Lugo,0-3,Albacete Balompié,2019,Mar,23,23/Mar/2019,Sat,3,0,3,Albacete Balompié
31,Sun Mar 24 2019,Extremadura UD,,CF Reus,2019,Mar,24,24/Mar/2019,Sun,1,0,1,CF Reus
31,Sun Mar 24 2019,CF Rayo Majadahonda,4-0,CD Numancia,2019,Mar,24,24/Mar/2019,Sun,4,4,0,CF Rayo Majadahonda
31,Sun Mar 24 2019,Gimnàstic Tarragona,0-1,Málaga CF,2019,Mar,24,24/Mar/2019,Sun,1,0,1,Málaga CF
31,Sun Mar 24 2019,Cádiz CF,01-Jan,Córdoba CF,2019,Mar,24,24/Mar/2019,Sun,2,1,1,Draw
31,Sun Mar 24 2019,Granada CF,01-Jan,UD Las Palmas,2019,Mar,24,24/Mar/2019,Sun,2,1,1,Draw
31,Sun Mar 24 2019,Sporting Gijón,1-0,Real Oviedo,2019,Mar,24,24/Mar/2019,Sun,1,1,0,Sporting Gijón
31,Mon Mar 25 2019,RCD Mallorca,3-0,Real Zaragoza,2019,Mar,25,25/Mar/2019,Mon,3,3,0,RCD Mallorca
32,Fri Mar 29 2019,Málaga CF,01-Jan,Sporting Gijón,2019,Mar,29,29/Mar/2019,Fri,2,1,1,Draw
32,Sat Mar 30 2019,UD Almería,02-Feb,CF Rayo Majadahonda,2019,Mar,30,30/Mar/2019,Sat,4,2,2,Draw
32,Sat Mar 30 2019,CD Numancia,02-Jan,Granada CF,2019,Mar,30,30/Mar/2019,Sat,3,2,1,CD Numancia
32,Sat Mar 30 2019,Albacete Balompié,02-Feb,CD Tenerife,2019,Mar,30,30/Mar/2019,Sat,4,2,2,Draw
32,Sun Mar 31 2019,CF Reus,,Cádiz CF,2019,Mar,31,31/Mar/2019,Sun,1,0,1,Cádiz CF
32,Sun Mar 31 2019,Córdoba CF,03-Feb,RCD Mallorca,2019,Mar,31,31/Mar/2019,Sun,5,3,2,Córdoba CF
32,Sun Mar 31 2019,CA Osasuna,1-0,Extremadura UD,2019,Mar,31,31/Mar/2019,Sun,1,1,0,CA Osasuna
32,Sun Mar 31 2019,AD Alcorcón,0-0,CD Lugo,2019,Mar,31,31/Mar/2019,Sun,0,0,0,Draw
32,Sun Mar 31 2019,Real Oviedo,01-Jan,RCD La Coruña,2019,Mar,31,31/Mar/2019,Sun,2,1,1,Draw
32,Sun Mar 31 2019,UD Las Palmas,0-1,Elche CF,2019,Mar,31,31/Mar/2019,Sun,1,0,1,Elche CF
32,Mon Apr 1 2019,Real Zaragoza,3-0,Gimnàstic Tarragona,2019,Apr,1,1/Apr/2019,Mon,3,3,0,Real Zaragoza
33,Fri Apr 5 2019,CD Tenerife,0-1,Sporting Gijón,2019,Apr,5,5/Apr/2019,Fri,1,0,1,Sporting Gijón
33,Sat Apr 6 2019,RCD La Coruña,0-2,CF Rayo Majadahonda,2019,Apr,6,6/Apr/2019,Sat,2,0,2,CF Rayo Majadahonda
33,Sat Apr 6 2019,Granada CF,1-0,Málaga CF,2019,Apr,6,6/Apr/2019,Sat,1,1,0,Granada CF
33,Sat Apr 6 2019,Extremadura UD,1-0,UD Almería,2019,Apr,6,6/Apr/2019,Sat,1,1,0,Extremadura UD
33,Sat Apr 6 2019,Real Oviedo,01-Jan,UD Las Palmas,2019,Apr,6,6/Apr/2019,Sat,2,1,1,Draw
33,Sun Apr 7 2019,RCD Mallorca,,CF Reus,2019,Apr,7,7/Apr/2019,Sun,1,0,1,CF Reus
33,Sun Apr 7 2019,AD Alcorcón,0-1,Albacete Balompié,2019,Apr,7,7/Apr/2019,Sun,1,0,1,Albacete Balompié
33,Sun Apr 7 2019,CD Lugo,02-Feb,CA Osasuna,2019,Apr,7,7/Apr/2019,Sun,4,2,2,Draw
33,Sun Apr 7 2019,Gimnàstic Tarragona,2-0,CD Numancia,2019,Apr,7,7/Apr/2019,Sun,2,2,0,Gimnàstic Tarragona
33,Sun Apr 7 2019,Elche CF,1-0,Córdoba CF,2019,Apr,7,7/Apr/2019,Sun,1,1,0,Elche CF
33,Mon Apr 8 2019,Cádiz CF,03-Mar,Real Zaragoza,2019,Apr,8,8/Apr/2019,Mon,6,3,3,Draw
34,Fri Apr 12 2019,Sporting Gijón,1-0,Granada CF,2019,Apr,12,12/Apr/2019,Fri,1,1,0,Sporting Gijón
34,Sat Apr 13 2019,Málaga CF,01-Feb,Extremadura UD,2019,Apr,13,13/Apr/2019,Sat,3,1,2,Extremadura UD
34,Sat Apr 13 2019,UD Almería,3-0,Gimnàstic Tarragona,2019,Apr,13,13/Apr/2019,Sat,3,3,0,UD Almería
34,Sat Apr 13 2019,CA Osasuna,02-Jan,RCD La Coruña,2019,Apr,13,13/Apr/2019,Sat,3,2,1,CA Osasuna
34,Sat Apr 13 2019,CF Rayo Majadahonda,01-Mar,CD Tenerife,2019,Apr,13,13/Apr/2019,Sat,4,1,3,CD Tenerife
34,Sun Apr 14 2019,CF Reus,,Real Oviedo,2019,Apr,14,14/Apr/2019,Sun,1,0,1,Real Oviedo
34,Sun Apr 14 2019,Albacete Balompié,01-Jan,Elche CF,2019,Apr,14,14/Apr/2019,Sun,2,1,1,Draw
34,Sun Apr 14 2019,CD Numancia,01-Jan,RCD Mallorca,2019,Apr,14,14/Apr/2019,Sun,2,1,1,Draw
34,Sun Apr 14 2019,Córdoba CF,0-4,CD Lugo,2019,Apr,14,14/Apr/2019,Sun,4,0,4,CD Lugo
34,Sun Apr 14 2019,UD Las Palmas,0-3,Cádiz CF,2019,Apr,14,14/Apr/2019,Sun,3,0,3,Cádiz CF
34,Sun Apr 14 2019,Real Zaragoza,0-2,AD Alcorcón,2019,Apr,14,14/Apr/2019,Sun,2,0,2,AD Alcorcón
35,Fri Apr 19 2019,AD Alcorcón,01-Apr,Málaga CF,2019,Apr,19,19/Apr/2019,Fri,5,1,4,Málaga CF
35,Sat Apr 20 2019,CD Lugo,01-Feb,Granada CF,2019,Apr,20,20/Apr/2019,Sat,3,1,2,Granada CF
35,Sat Apr 20 2019,Albacete Balompié,04-Feb,UD Las Palmas,2019,Apr,20,20/Apr/2019,Sat,6,4,2,Albacete Balompié
35,Sat Apr 20 2019,Gimnàstic Tarragona,0-0,Sporting Gijón,2019,Apr,20,20/Apr/2019,Sat,0,0,0,Draw
35,Sat Apr 20 2019,RCD Mallorca,2-0,CF Rayo Majadahonda,2019,Apr,20,20/Apr/2019,Sat,2,2,0,RCD Mallorca
35,Sun Apr 21 2019,Real Zaragoza,,CF Reus,2019,Apr,21,21/Apr/2019,Sun,1,0,1,CF Reus
35,Sun Apr 21 2019,Cádiz CF,02-Jan,CD Numancia,2019,Apr,21,21/Apr/2019,Sun,3,2,1,Cádiz CF
35,Sun Apr 21 2019,RCD La Coruña,01-Feb,Extremadura UD,2019,Apr,21,21/Apr/2019,Sun,3,1,2,Extremadura UD
35,Sun Apr 21 2019,Real Oviedo,03-Mar,Córdoba CF,2019,Apr,21,21/Apr/2019,Sun,6,3,3,Draw
35,Sun Apr 21 2019,CD Tenerife,01-Mar,UD Almería,2019,Apr,21,21/Apr/2019,Sun,4,1,3,UD Almería
35,Mon Apr 22 2019,Elche CF,01-Feb,CA Osasuna,2019,Apr,22,22/Apr/2019,Mon,3,1,2,CA Osasuna
36,Fri Apr 26 2019,CD Numancia,01-Feb,RCD La Coruña,2019,Apr,26,26/Apr/2019,Fri,3,1,2,RCD La Coruña
36,Sat Apr 27 2019,Málaga CF,0-1,RCD Mallorca,2019,Apr,27,27/Apr/2019,Sat,1,0,1,RCD Mallorca
36,Sat Apr 27 2019,UD Almería,0-1,Real Oviedo,2019,Apr,27,27/Apr/2019,Sat,1,0,1,Real Oviedo
36,Sat Apr 27 2019,CA Osasuna,2-0,Albacete Balompié,2019,Apr,27,27/Apr/2019,Sat,2,2,0,CA Osasuna
36,Sat Apr 27 2019,Extremadura UD,1-0,CD Tenerife,2019,Apr,27,27/Apr/2019,Sat,1,1,0,Extremadura UD
36,Sun Apr 28 2019,CF Reus,,AD Alcorcón,2019,Apr,28,28/Apr/2019,Sun,1,0,1,AD Alcorcón
36,Sun Apr 28 2019,CF Rayo Majadahonda,01-Jan,Cádiz CF,2019,Apr,28,28/Apr/2019,Sun,2,1,1,Draw
36,Sun Apr 28 2019,Sporting Gijón,01-Jan,Elche CF,2019,Apr,28,28/Apr/2019,Sun,2,1,1,Draw
36,Sun Apr 28 2019,Granada CF,2-0,Gimnàstic Tarragona,2019,Apr,28,28/Apr/2019,Sun,2,2,0,Granada CF
36,Sun Apr 28 2019,UD Las Palmas,04-Jan,CD Lugo,2019,Apr,28,28/Apr/2019,Sun,5,4,1,UD Las Palmas
