Country,Stage,Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Goals,Team 1 Goals,Team 2 Goals,Result,,
Belgium,Regular Season,21,Wed Dec 26 2018,KV Kortrijk,4-2,SV Zulte Waregem,2018,Dec,26,26/Dec/2018,Wed,6,4,2,KV Kortrijk,,
Belgium,Regular Season,21,Wed Dec 26 2018,KV Oostende,1-1,Sint-Truidense VV,2018,Dec,26,26/Dec/2018,Wed,2,1,1,Draw,,
Belgium,Regular Season,21,Wed Dec 26 2018,Cercle Brugge,0-1,KAS Eupen,2018,Dec,26,26/Dec/2018,Wed,1,0,1,KAS Eupen,,
Belgium,Regular Season,21,Wed Dec 26 2018,KRC Genk,3-1,KAA Gent,2018,Dec,26,26/Dec/2018,Wed,4,3,1,KRC Genk,,
Belgium,Regular Season,21,Wed Dec 26 2018,Sporting Charleroi,0-1,Standard Liège,2018,Dec,26,26/Dec/2018,Wed,1,0,1,Standard Liège,,
Belgium,Regular Season,21,Wed Dec 26 2018,Royal Antwerp FC,2-1,Royal Excel Mouscron,2018,Dec,26,26/Dec/2018,Wed,3,2,1,Royal Antwerp FC,,
Belgium,Regular Season,21,Thu Dec 27 2018,RSC Anderlecht,3-0,Waasland-Beveren,2018,Dec,27,27/Dec/2018,Thu,3,3,0,RSC Anderlecht,,
Belgium,Regular Season,21,Thu Dec 27 2018,KSC Lokeren OV,0-1,Club Brugge,2018,Dec,27,27/Dec/2018,Thu,1,0,1,Club Brugge,,
Belgium,Regular Season,22,Fri Jan 18 2019,Sint-Truidense VV,2-3,KRC Genk,2019,Jan,18,18/Jan/2019,Fri,5,2,3,KRC Genk,,
Belgium,Regular Season,22,Sat Jan 19 2019,Standard Liège,2-1,KV Kortrijk,2019,Jan,19,19/Jan/2019,Sat,3,2,1,Standard Liège,,
Belgium,Regular Season,22,Sat Jan 19 2019,KAS Eupen,4-1,KSC Lokeren OV,2019,Jan,19,19/Jan/2019,Sat,5,4,1,KAS Eupen,,
Belgium,Regular Season,22,Sat Jan 19 2019,SV Zulte Waregem,1-2,Royal Antwerp FC,2019,Jan,19,19/Jan/2019,Sat,3,1,2,Royal Antwerp FC,,
Belgium,Regular Season,22,Sat Jan 19 2019,Waasland-Beveren,1-1,Cercle Brugge,2019,Jan,19,19/Jan/2019,Sat,2,1,1,Draw,,
Belgium,Regular Season,22,Sun Jan 20 2019,Club Brugge,0-1,Sporting Charleroi,2019,Jan,20,20/Jan/2019,Sun,1,0,1,Sporting Charleroi,,
Belgium,Regular Season,22,Sun Jan 20 2019,KAA Gent,1-0,RSC Anderlecht,2019,Jan,20,20/Jan/2019,Sun,1,1,0,KAA Gent,,
Belgium,Regular Season,22,Sun Jan 20 2019,Royal Excel Mouscron,2-1,KV Oostende,2019,Jan,20,20/Jan/2019,Sun,3,2,1,Royal Excel Mouscron,,
Belgium,Regular Season,23,Fri Jan 25 2019,Royal Antwerp FC,1-1,Standard Liège,2019,Jan,25,25/Jan/2019,Fri,2,1,1,Draw,,
Belgium,Regular Season,23,Sat Jan 26 2019,Sporting Charleroi,2-2,Waasland-Beveren,2019,Jan,26,26/Jan/2019,Sat,4,2,2,Draw,,
Belgium,Regular Season,23,Sat Jan 26 2019,Cercle Brugge,1-2,Sint-Truidense VV,2019,Jan,26,26/Jan/2019,Sat,3,1,2,Sint-Truidense VV,,
Belgium,Regular Season,23,Sat Jan 26 2019,KRC Genk,1-2,Royal Excel Mouscron,2019,Jan,26,26/Jan/2019,Sat,3,1,2,Royal Excel Mouscron,,
Belgium,Regular Season,23,Sat Jan 26 2019,KSC Lokeren OV,0-3,SV Zulte Waregem,2019,Jan,26,26/Jan/2019,Sat,3,0,3,SV Zulte Waregem,,
Belgium,Regular Season,23,Sun Jan 27 2019,KV Oostende,1-2,Club Brugge,2019,Jan,27,27/Jan/2019,Sun,3,1,2,Club Brugge,,
Belgium,Regular Season,23,Sun Jan 27 2019,KV Kortrijk,1-2,KAA Gent,2019,Jan,27,27/Jan/2019,Sun,3,1,2,KAA Gent,,
Belgium,Regular Season,23,Sun Jan 27 2019,RSC Anderlecht,2-1,KAS Eupen,2019,Jan,27,27/Jan/2019,Sun,3,2,1,RSC Anderlecht,,
Belgium,Regular Season,24,Fri Feb 1 2019,Royal Excel Mouscron,3-0,Sporting Charleroi,2019,Feb,1,1/Feb/2019,Fri,3,3,0,Royal Excel Mouscron,,
Belgium,Regular Season,24,Sat Feb 2 2019,KV Oostende,0-2,Royal Antwerp FC,2019,Feb,2,2/Feb/2019,Sat,2,0,2,Royal Antwerp FC,,
Belgium,Regular Season,24,Sat Feb 2 2019,KV Kortrijk,2-1,KSC Lokeren OV,2019,Feb,2,2/Feb/2019,Sat,3,2,1,KV Kortrijk,,
Belgium,Regular Season,24,Sat Feb 2 2019,Waasland-Beveren,1-2,KRC Genk,2019,Feb,2,2/Feb/2019,Sat,3,1,2,KRC Genk,,
Belgium,Regular Season,24,Sat Feb 2 2019,SV Zulte Waregem,3-2,Cercle Brugge,2019,Feb,2,2/Feb/2019,Sat,5,3,2,SV Zulte Waregem,,
Belgium,Regular Season,24,Sun Feb 3 2019,Club Brugge,1-1,KAA Gent,2019,Feb,3,3/Feb/2019,Sun,2,1,1,Draw,,
Belgium,Regular Season,24,Sun Feb 3 2019,Sint-Truidense VV,4-1,KAS Eupen,2019,Feb,3,3/Feb/2019,Sun,5,4,1,Sint-Truidense VV,,
Belgium,Regular Season,24,Sun Feb 3 2019,Standard Liège,2-1,RSC Anderlecht,2019,Feb,3,3/Feb/2019,Sun,3,2,1,Standard Liège,,
Belgium,Regular Season,25,Fri Feb 8 2019,KRC Genk,2-0,Standard Liège,2019,Feb,8,8/Feb/2019,Fri,2,2,0,KRC Genk,,
Belgium,Regular Season,25,Sat Feb 9 2019,KSC Lokeren OV,2-1,Royal Antwerp FC,2019,Feb,9,9/Feb/2019,Sat,3,2,1,KSC Lokeren OV,,
Belgium,Regular Season,25,Sat Feb 9 2019,Sporting Charleroi,1-1,KV Oostende,2019,Feb,9,9/Feb/2019,Sat,2,1,1,Draw,,
Belgium,Regular Season,25,Sat Feb 9 2019,Sint-Truidense VV,2-1,Waasland-Beveren,2019,Feb,9,9/Feb/2019,Sat,3,2,1,Sint-Truidense VV,,
Belgium,Regular Season,25,Sat Feb 9 2019,KAS Eupen,0-1,KV Kortrijk,2019,Feb,9,9/Feb/2019,Sat,1,0,1,KV Kortrijk,,
Belgium,Regular Season,25,Sun Feb 10 2019,Cercle Brugge,2-2,Club Brugge,2019,Feb,10,10/Feb/2019,Sun,4,2,2,Draw,,
Belgium,Regular Season,25,Sun Feb 10 2019,RSC Anderlecht,0-0,SV Zulte Waregem,2019,Feb,10,10/Feb/2019,Sun,0,0,0,Draw,,
Belgium,Regular Season,25,Sun Feb 10 2019,KAA Gent,1-2,Royal Excel Mouscron,2019,Feb,10,10/Feb/2019,Sun,3,1,2,Royal Excel Mouscron,,
Belgium,Regular Season,26,Fri Feb 15 2019,Standard Liège,3-1,KSC Lokeren OV,2019,Feb,15,15/Feb/2019,Fri,4,3,1,Standard Liège,,
Belgium,Regular Season,26,Sat Feb 16 2019,KV Kortrijk,1-2,Sporting Charleroi,2019,Feb,16,16/Feb/2019,Sat,3,1,2,Sporting Charleroi,,
Belgium,Regular Season,26,Sat Feb 16 2019,Waasland-Beveren,2-1,KAA Gent,2019,Feb,16,16/Feb/2019,Sat,3,2,1,Waasland-Beveren,,
Belgium,Regular Season,26,Sat Feb 16 2019,SV Zulte Waregem,1-1,Sint-Truidense VV,2019,Feb,16,16/Feb/2019,Sat,2,1,1,Draw,,
Belgium,Regular Season,26,Sat Feb 16 2019,KV Oostende,1-1,KAS Eupen,2019,Feb,16,16/Feb/2019,Sat,2,1,1,Draw,,
Belgium,Regular Season,26,Sun Feb 17 2019,Club Brugge,3-1,KRC Genk,2019,Feb,17,17/Feb/2019,Sun,4,3,1,Club Brugge,,
Belgium,Regular Season,26,Sun Feb 17 2019,Royal Antwerp FC,0-1,RSC Anderlecht,2019,Feb,17,17/Feb/2019,Sun,1,0,1,RSC Anderlecht,,
Belgium,Regular Season,26,Sun Feb 17 2019,Royal Excel Mouscron,3-0,Cercle Brugge,2019,Feb,17,17/Feb/2019,Sun,3,3,0,Royal Excel Mouscron,,
Belgium,Regular Season,27,Fri Feb 22 2019,KAA Gent,2-1,Standard Liège,2019,Feb,22,22/Feb/2019,Fri,3,2,1,KAA Gent,,
Belgium,Regular Season,27,Sat Feb 23 2019,KAS Eupen,2-3,SV Zulte Waregem,2019,Feb,23,23/Feb/2019,Sat,5,2,3,SV Zulte Waregem,,
Belgium,Regular Season,27,Sat Feb 23 2019,Cercle Brugge,2-2,KV Oostende,2019,Feb,23,23/Feb/2019,Sat,4,2,2,Draw,,
Belgium,Regular Season,27,Sat Feb 23 2019,Waasland-Beveren,2-6,KV Kortrijk,2019,Feb,23,23/Feb/2019,Sat,8,2,6,KV Kortrijk,,
Belgium,Regular Season,27,Sat Feb 23 2019,Royal Excel Mouscron,1-0,KSC Lokeren OV,2019,Feb,23,23/Feb/2019,Sat,1,1,0,Royal Excel Mouscron,,
Belgium,Regular Season,27,Sun Feb 24 2019,RSC Anderlecht,2-2,Club Brugge,2019,Feb,24,24/Feb/2019,Sun,4,2,2,Draw,,
Belgium,Regular Season,27,Sun Feb 24 2019,Sint-Truidense VV,3-1,Sporting Charleroi,2019,Feb,24,24/Feb/2019,Sun,4,3,1,Sint-Truidense VV,,
Belgium,Regular Season,27,Sun Feb 24 2019,KRC Genk,0-0,Royal Antwerp FC,2019,Feb,24,24/Feb/2019,Sun,0,0,0,Draw,,
Belgium,Regular Season,28,Fri Mar 1 2019,Standard Liège,1-1,Royal Excel Mouscron,2019,Mar,1,1/Mar/2019,Fri,2,1,1,Draw,,
Belgium,Regular Season,28,Sat Mar 2 2019,KV Kortrijk,2-1,Cercle Brugge,2019,Mar,2,2/Mar/2019,Sat,3,2,1,KV Kortrijk,,
Belgium,Regular Season,28,Sat Mar 2 2019,Sporting Charleroi,1-1,KRC Genk,2019,Mar,2,2/Mar/2019,Sat,2,1,1,Draw,,
Belgium,Regular Season,28,Sat Mar 2 2019,KV Oostende,1-1,Waasland-Beveren,2019,Mar,2,2/Mar/2019,Sat,2,1,1,Draw,,
Belgium,Regular Season,28,Sat Mar 2 2019,Club Brugge,1-0,Sint-Truidense VV,2019,Mar,2,2/Mar/2019,Sat,1,1,0,Club Brugge,,
Belgium,Regular Season,28,Sun Mar 3 2019,SV Zulte Waregem,1-3,KAA Gent,2019,Mar,3,3/Mar/2019,Sun,4,1,3,KAA Gent,,
Belgium,Regular Season,28,Sun Mar 3 2019,KSC Lokeren OV,1-2,RSC Anderlecht,2019,Mar,3,3/Mar/2019,Sun,3,1,2,RSC Anderlecht,,
Belgium,Regular Season,28,Sun Mar 3 2019,Royal Antwerp FC,2-1,KAS Eupen,2019,Mar,3,3/Mar/2019,Sun,3,2,1,Royal Antwerp FC,,
Belgium,Regular Season,29,Sun Mar 10 2019,KRC Genk,1-0,KSC Lokeren OV,2019,Mar,10,10/Mar/2019,Sun,1,1,0,KRC Genk,,
Belgium,Regular Season,29,Sun Mar 10 2019,KAA Gent,2-1,KV Oostende,2019,Mar,10,10/Mar/2019,Sun,3,2,1,KAA Gent,,
Belgium,Regular Season,29,Sun Mar 10 2019,RSC Anderlecht,2-0,KV Kortrijk,2019,Mar,10,10/Mar/2019,Sun,2,2,0,RSC Anderlecht,,
Belgium,Regular Season,29,Sun Mar 10 2019,Royal Excel Mouscron,1-1,Sint-Truidense VV,2019,Mar,10,10/Mar/2019,Sun,2,1,1,Draw,,
Belgium,Regular Season,29,Sun Mar 10 2019,KAS Eupen,0-4,Club Brugge,2019,Mar,10,10/Mar/2019,Sun,4,0,4,Club Brugge,,
Belgium,Regular Season,29,Sun Mar 10 2019,Cercle Brugge,1-2,Standard Liège,2019,Mar,10,10/Mar/2019,Sun,3,1,2,Standard Liège,,
Belgium,Regular Season,29,Sun Mar 10 2019,Waasland-Beveren,1-1,SV Zulte Waregem,2019,Mar,10,10/Mar/2019,Sun,2,1,1,Draw,,
Belgium,Regular Season,29,Sun Mar 10 2019,Royal Antwerp FC,1-2,Sporting Charleroi,2019,Mar,10,10/Mar/2019,Sun,3,1,2,Sporting Charleroi,,
Belgium,Regular Season,30,Sun Mar 17 2019,Club Brugge,1-2,Royal Excel Mouscron,2019,Mar,17,17/Mar/2019,Sun,3,1,2,Royal Excel Mouscron,,
Belgium,Regular Season,30,Sun Mar 17 2019,Sint-Truidense VV,0-2,KAA Gent,2019,Mar,17,17/Mar/2019,Sun,2,0,2,KAA Gent,,
Belgium,Regular Season,30,Sun Mar 17 2019,KV Kortrijk,2-0,Royal Antwerp FC,2019,Mar,17,17/Mar/2019,Sun,2,2,0,KV Kortrijk,,
Belgium,Regular Season,30,Sun Mar 17 2019,KV Oostende,0-2,RSC Anderlecht,2019,Mar,17,17/Mar/2019,Sun,2,0,2,RSC Anderlecht,,
Belgium,Regular Season,30,Sun Mar 17 2019,SV Zulte Waregem,3-3,KRC Genk,2019,Mar,17,17/Mar/2019,Sun,6,3,3,Draw,,
Belgium,Regular Season,30,Sun Mar 17 2019,KSC Lokeren OV,3-1,Cercle Brugge,2019,Mar,17,17/Mar/2019,Sun,4,3,1,KSC Lokeren OV,,
Belgium,Regular Season,30,Sun Mar 17 2019,Sporting Charleroi,1-2,KAS Eupen,2019,Mar,17,17/Mar/2019,Sun,3,1,2,KAS Eupen,,
Belgium,Regular Season,30,Sun Mar 17 2019,Standard Liège,4-3,Waasland-Beveren,2019,Mar,17,17/Mar/2019,Sun,7,4,3,Standard Liège,,
Belgium,Playoffs - Championship,1,Fri Mar 29 2019,Standard Liège,3-1,Royal Antwerp FC,2019,Mar,29,29/Mar/2019,Fri,4,3,1,Standard Liège,,
Belgium,Playoffs - Championship,1,Sat Mar 30 2019,KRC Genk,3-0,RSC Anderlecht,2019,Mar,30,30/Mar/2019,Sat,3,3,0,KRC Genk,,
Belgium,Playoffs - Europa League,1,Sat Mar 30 2019,KV Oostende,1-2,KAS Eupen,2019,Mar,30,30/Mar/2019,Sat,3,1,2,KAS Eupen,,
Belgium,Playoffs - Europa League,1,Sat Mar 30 2019,KV Kortrijk,3-1,Royal Excel Mouscron,2019,Mar,30,30/Mar/2019,Sat,4,3,1,KV Kortrijk,,
Belgium,Playoffs - Europa League,1,Sat Mar 30 2019,Saint-Gilloise,3-1,Cercle Brugge,2019,Mar,30,30/Mar/2019,Sat,4,3,1,Saint-Gilloise,,
Belgium,Playoffs - Europa League,1,Sat Mar 30 2019,SV Zulte Waregem,0-0,Waasland-Beveren,2019,Mar,30,30/Mar/2019,Sat,0,0,0,Draw,,
Belgium,Playoffs - Championship,1,Sun Mar 31 2019,Club Brugge,3-0,KAA Gent,2019,Mar,31,31/Mar/2019,Sun,3,3,0,Club Brugge,,
Belgium,Playoffs - Europa League,1,Sun Mar 31 2019,Sint-Truidense VV,3-1,Sporting Charleroi,2019,Mar,31,31/Mar/2019,Sun,4,3,1,Sint-Truidense VV,,
Belgium,Playoffs - Europa League,1,Sun Mar 31 2019,KVC Westerlo,1-1,K. Beerschot VA,2019,Mar,31,31/Mar/2019,Sun,2,1,1,Draw,,
Belgium,Playoffs - Championship,2,Tue Apr 2 2019,Royal Antwerp FC,1-0,KRC Genk,2019,Apr,2,2/Apr/2019,Tue,1,1,0,Royal Antwerp FC,,
Belgium,Playoffs - Europa League,2,Tue Apr 2 2019,Royal Excel Mouscron,0-2,Saint-Gilloise,2019,Apr,2,2/Apr/2019,Tue,2,0,2,Saint-Gilloise,,
Belgium,Playoffs - Europa League,2,Tue Apr 2 2019,Waasland-Beveren,2-3,KV Kortrijk,2019,Apr,2,2/Apr/2019,Tue,5,2,3,KV Kortrijk,,
Belgium,Playoffs - Europa League,2,Tue Apr 2 2019,Cercle Brugge,3-3,SV Zulte Waregem,2019,Apr,2,2/Apr/2019,Tue,6,3,3,Draw,,
Belgium,Playoffs - Championship,2,Wed Apr 3 2019,KAA Gent,1-2,Standard Liège,2019,Apr,3,3/Apr/2019,Wed,3,1,2,Standard Liège,,
Belgium,Playoffs - Europa League,2,Wed Apr 3 2019,Sporting Charleroi,1-2,KV Oostende,2019,Apr,3,3/Apr/2019,Wed,3,1,2,KV Oostende,,
Belgium,Playoffs - Europa League,2,Wed Apr 3 2019,K. Beerschot VA,1-2,Sint-Truidense VV,2019,Apr,3,3/Apr/2019,Wed,3,1,2,Sint-Truidense VV,,
Belgium,Playoffs - Europa League,2,Wed Apr 3 2019,KAS Eupen,0-3,KVC Westerlo,2019,Apr,3,3/Apr/2019,Wed,3,0,3,KVC Westerlo,,
Belgium,Playoffs - Championship,2,Thu Apr 4 2019,RSC Anderlecht,2-3,Club Brugge,2019,Apr,4,4/Apr/2019,Thu,5,2,3,Club Brugge,,
Belgium,Playoffs - Europa League,3,Fri Apr 5 2019,KV Kortrijk,4-2,SV Zulte Waregem,2019,Apr,5,5/Apr/2019,Fri,6,4,2,KV Kortrijk,,
Belgium,Playoffs - Championship,3,Sat Apr 6 2019,KRC Genk,2-1,KAA Gent,2019,Apr,6,6/Apr/2019,Sat,3,2,1,KRC Genk,,
Belgium,Playoffs - Europa League,3,Sat Apr 6 2019,KV Oostende,2-1,K. Beerschot VA,2019,Apr,6,6/Apr/2019,Sat,3,2,1,KV Oostende,,
Belgium,Playoffs - Europa League,3,Sat Apr 6 2019,Royal Excel Mouscron,2-3,Cercle Brugge,2019,Apr,6,6/Apr/2019,Sat,5,2,3,Cercle Brugge,,
Belgium,Playoffs - Europa League,3,Sat Apr 6 2019,Saint-Gilloise,5-1,Waasland-Beveren,2019,Apr,6,6/Apr/2019,Sat,6,5,1,Saint-Gilloise,,
Belgium,Playoffs - Europa League,3,Sat Apr 6 2019,KVC Westerlo,2-2,Sint-Truidense VV,2019,Apr,6,6/Apr/2019,Sat,4,2,2,Draw,,
Belgium,Playoffs - Championship,3,Sun Apr 7 2019,RSC Anderlecht,1-2,Royal Antwerp FC,2019,Apr,7,7/Apr/2019,Sun,3,1,2,Royal Antwerp FC,,
Belgium,Playoffs - Europa League,3,Sun Apr 7 2019,KAS Eupen,0-1,Sporting Charleroi,2019,Apr,7,7/Apr/2019,Sun,1,0,1,Sporting Charleroi,,
Belgium,Playoffs - Championship,3,Mon Apr 8 2019,Club Brugge,4-0,Standard Liège,2019,Apr,8,8/Apr/2019,Mon,4,4,0,Club Brugge,,
Belgium,Playoffs - Championship,4,Fri Apr 12 2019,Standard Liège,5-0,RSC Anderlecht,2019,Apr,12,12/Apr/2019,Fri,5,5,0,Standard Liège,,
Belgium,Playoffs - Championship,4,Sat Apr 13 2019,KAA Gent,1-2,Royal Antwerp FC,2019,Apr,13,13/Apr/2019,Sat,3,1,2,Royal Antwerp FC,,
Belgium,Playoffs - Europa League,4,Sat Apr 13 2019,K. Beerschot VA,2-0,KAS Eupen,2019,Apr,13,13/Apr/2019,Sat,2,2,0,K. Beerschot VA,,
Belgium,Playoffs - Europa League,4,Sat Apr 13 2019,SV Zulte Waregem,2-2,Royal Excel Mouscron,2019,Apr,13,13/Apr/2019,Sat,4,2,2,Draw,,
Belgium,Playoffs - Europa League,4,Sat Apr 13 2019,Sint-Truidense VV,1-0,KV Oostende,2019,Apr,13,13/Apr/2019,Sat,1,1,0,Sint-Truidense VV,,
Belgium,Playoffs - Europa League,4,Sat Apr 13 2019,KV Kortrijk,0-1,Saint-Gilloise,2019,Apr,13,13/Apr/2019,Sat,1,0,1,Saint-Gilloise,,
Belgium,Playoffs - Europa League,4,Sat Apr 13 2019,Cercle Brugge,3-2,Waasland-Beveren,2019,Apr,13,13/Apr/2019,Sat,5,3,2,Cercle Brugge,,
Belgium,Playoffs - Championship,4,Sun Apr 14 2019,KRC Genk,3-1,Club Brugge,2019,Apr,14,14/Apr/2019,Sun,4,3,1,KRC Genk,,
Belgium,Playoffs - Europa League,4,Sun Apr 14 2019,Sporting Charleroi,2-0,KVC Westerlo,2019,Apr,14,14/Apr/2019,Sun,2,2,0,Sporting Charleroi,,
Belgium,Playoffs - Championship,5,Fri Apr 19 2019,Standard Liège,1-3,KRC Genk,2019,Apr,19,19/Apr/2019,Fri,4,1,3,KRC Genk,,
Belgium,Playoffs - Europa League,5,Sat Apr 20 2019,Saint-Gilloise,2-2,SV Zulte Waregem,2019,Apr,20,20/Apr/2019,Sat,4,2,2,Draw,,
Belgium,Playoffs - Europa League,5,Sat Apr 20 2019,Cercle Brugge,1-2,KV Kortrijk,2019,Apr,20,20/Apr/2019,Sat,3,1,2,KV Kortrijk,,
Belgium,Playoffs - Europa League,5,Sat Apr 20 2019,KAS Eupen,1-1,Sint-Truidense VV,2019,Apr,20,20/Apr/2019,Sat,2,1,1,Draw,,
Belgium,Playoffs - Europa League,5,Sat Apr 20 2019,KVC Westerlo,0-0,KV Oostende,2019,Apr,20,20/Apr/2019,Sat,0,0,0,Draw,,
Belgium,Playoffs - Championship,5,Sun Apr 21 2019,RSC Anderlecht,0-0,KAA Gent,2019,Apr,21,21/Apr/2019,Sun,0,0,0,Draw,,
Belgium,Playoffs - Europa League,5,Sun Apr 21 2019,Waasland-Beveren,2-1,Royal Excel Mouscron,2019,Apr,21,21/Apr/2019,Sun,3,2,1,Waasland-Beveren,,
Belgium,Playoffs - Championship,5,Mon Apr 22 2019,Royal Antwerp FC,0-0,Club Brugge,2019,Apr,22,22/Apr/2019,Mon,0,0,0,Draw,,
Belgium,Playoffs - Europa League,5,Mon Apr 22 2019,Sporting Charleroi,4-0,K. Beerschot VA,2019,Apr,22,22/Apr/2019,Mon,4,4,0,Sporting Charleroi,,
Belgium,Playoffs - Championship,6,Fri Apr 26 2019,Royal Antwerp FC,2-1,Standard Liège,2019,Apr,26,26/Apr/2019,Fri,3,2,1,Royal Antwerp FC,,
Belgium,Playoffs - Championship,6,Sat Apr 27 2019,KAA Gent,0-1,KRC Genk,2019,Apr,27,27/Apr/2019,Sat,1,0,1,KRC Genk,,
Belgium,Playoffs - Europa League,6,Sat Apr 27 2019,Royal Excel Mouscron,2-3,KV Kortrijk,2019,Apr,27,27/Apr/2019,Sat,5,2,3,KV Kortrijk,,
Belgium,Playoffs - Europa League,6,Sat Apr 27 2019,KV Oostende,2-2,Sporting Charleroi,2019,Apr,27,27/Apr/2019,Sat,4,2,2,Draw,,
Belgium,Playoffs - Europa League,6,Sat Apr 27 2019,KVC Westerlo,1-0,KAS Eupen,2019,Apr,27,27/Apr/2019,Sat,1,1,0,KVC Westerlo,,
Belgium,Playoffs - Europa League,6,Sat Apr 27 2019,Waasland-Beveren,3-2,Saint-Gilloise,2019,Apr,27,27/Apr/2019,Sat,5,3,2,Waasland-Beveren,,
Belgium,Playoffs - Europa League,6,Sat Apr 27 2019,SV Zulte Waregem,6-2,Cercle Brugge,2019,Apr,27,27/Apr/2019,Sat,8,6,2,SV Zulte Waregem,,
Belgium,Playoffs - Championship,6,Sun Apr 28 2019,Club Brugge,1-0,RSC Anderlecht,2019,Apr,28,28/Apr/2019,Sun,1,1,0,Club Brugge,,
Belgium,Playoffs - Europa League,6,Sun Apr 28 2019,Sint-Truidense VV,2-2,K. Beerschot VA,2019,Apr,28,28/Apr/2019,Sun,4,2,2,Draw,,
Belgium,Playoffs - Championship,7,Fri May 3 2019,KRC Genk,4-0,Royal Antwerp FC,2019,May,3,3/May/2019,Fri,4,4,0,KRC Genk,,
Belgium,Playoffs - Europa League,7,Sat May 4 2019,KAS Eupen,3-2,KV Oostende,2019,May,4,4/May/2019,Sat,5,3,2,KAS Eupen,,
Belgium,Playoffs - Europa League,7,Sat May 4 2019,K. Beerschot VA,3-2,KVC Westerlo,2019,May,4,4/May/2019,Sat,5,3,2,K. Beerschot VA,,
Belgium,Playoffs - Europa League,7,Sat May 4 2019,Cercle Brugge,2-3,Saint-Gilloise,2019,May,4,4/May/2019,Sat,5,2,3,Saint-Gilloise,,
Belgium,Playoffs - Europa League,7,Sat May 4 2019,Sporting Charleroi,2-0,Sint-Truidense VV,2019,May,4,4/May/2019,Sat,2,2,0,Sporting Charleroi,,
Belgium,Playoffs - Europa League,7,Sat May 4 2019,KV Kortrijk,2-1,Waasland-Beveren,2019,May,4,4/May/2019,Sat,3,2,1,KV Kortrijk,,
Belgium,Playoffs - Championship,7,Sun May 5 2019,RSC Anderlecht,2-1,Standard Liège,2019,May,5,5/May/2019,Sun,3,2,1,RSC Anderlecht,,
Belgium,Playoffs - Championship,7,Sun May 5 2019,KAA Gent,0-1,Club Brugge,2019,May,5,5/May/2019,Sun,1,0,1,Club Brugge,,
Belgium,Playoffs - Europa League,7,Sun May 5 2019,Royal Excel Mouscron,3-0,SV Zulte Waregem,2019,May,5,5/May/2019,Sun,3,3,0,Royal Excel Mouscron,,
Belgium,Playoffs - Championship,8,Fri May 10 2019,Standard Liège,2-3,KAA Gent,2019,May,10,10/May/2019,Fri,5,2,3,KAA Gent,,
Belgium,Playoffs - Europa League,8,Sat May 11 2019,KV Oostende,0-3,KVC Westerlo,2019,May,11,11/May/2019,Sat,3,0,3,KVC Westerlo,,
Belgium,Playoffs - Europa League,8,Sat May 11 2019,Waasland-Beveren,2-1,Cercle Brugge,2019,May,11,11/May/2019,Sat,3,2,1,Waasland-Beveren,,
Belgium,Playoffs - Europa League,8,Sat May 11 2019,SV Zulte Waregem,0-5,KV Kortrijk,2019,May,11,11/May/2019,Sat,5,0,5,KV Kortrijk,,
Belgium,Playoffs - Europa League,8,Sat May 11 2019,K. Beerschot VA,0-3,Sporting Charleroi,2019,May,11,11/May/2019,Sat,3,0,3,Sporting Charleroi,,
Belgium,Playoffs - Europa League,8,Sat May 11 2019,Saint-Gilloise,3-3,Royal Excel Mouscron,2019,May,11,11/May/2019,Sat,6,3,3,Draw,,
Belgium,Playoffs - Championship,8,Sun May 12 2019,Royal Antwerp FC,1-1,RSC Anderlecht,2019,May,12,12/May/2019,Sun,2,1,1,Draw,,
Belgium,Playoffs - Championship,8,Sun May 12 2019,Club Brugge,3-2,KRC Genk,2019,May,12,12/May/2019,Sun,5,3,2,Club Brugge,,
Belgium,Playoffs - Europa League,8,Sun May 12 2019,Sint-Truidense VV,2-2,KAS Eupen,2019,May,12,12/May/2019,Sun,4,2,2,Draw,,
Belgium,Playoffs - Europa League,9,Tue May 14 2019,Waasland-Beveren,0-5,SV Zulte Waregem,2019,May,14,14/May/2019,Tue,5,0,5,SV Zulte Waregem,,
Belgium,Playoffs - Europa League,9,Tue May 14 2019,Saint-Gilloise,2-0,KV Kortrijk,2019,May,14,14/May/2019,Tue,2,2,0,Saint-Gilloise,,
Belgium,Playoffs - Europa League,9,Tue May 14 2019,Cercle Brugge,0-3,Royal Excel Mouscron,2019,May,14,14/May/2019,Tue,3,0,3,Royal Excel Mouscron,,
Belgium,Playoffs - Europa League,9,Wed May 15 2019,KVC Westerlo,0-2,Sporting Charleroi,2019,May,15,15/May/2019,Wed,2,0,2,Sporting Charleroi,,
Belgium,Playoffs - Europa League,9,Wed May 15 2019,KAS Eupen,1-0,K. Beerschot VA,2019,May,15,15/May/2019,Wed,1,1,0,KAS Eupen,,
Belgium,Playoffs - Europa League,9,Wed May 15 2019,KV Oostende,1-1,Sint-Truidense VV,2019,May,15,15/May/2019,Wed,2,1,1,Draw,,
Belgium,Playoffs - Championship,9,Thu May 16 2019,Standard Liège,2-0,Club Brugge,2019,May,16,16/May/2019,Thu,2,2,0,Standard Liège,,
Belgium,Playoffs - Championship,9,Thu May 16 2019,RSC Anderlecht,1-1,KRC Genk,2019,May,16,16/May/2019,Thu,2,1,1,Draw,,
