Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
1,Fri Jul 24 2015,LASK Linz,02-Jan,Floridsdorfer AC,2015,Jul,24,24/Jul/2015,Fri,3,2,1,LASK Linz
1,Fri Jul 24 2015,FC Wacker Innsbruck,0-0,Kapfenberger SV,2015,Jul,24,24/Jul/2015,Fri,0,0,0,Draw
1,Fri Jul 24 2015,Austria Lustenau,2-0,SC Wiener Neustadt,2015,Jul,24,24/Jul/2015,Fri,2,2,0,Austria Lustenau
1,Fri Jul 24 2015,Austria Klagenfurt,4-0,FC Liefering,2015,Jul,24,24/Jul/2015,Fri,4,4,0,Austria Klagenfurt
1,Fri Jul 24 2015,SKN St. Pölten,02-Feb,Austria Salzburg,2015,Jul,24,24/Jul/2015,Fri,4,2,2,Draw
2,Fri Jul 31 2015,FC Liefering,02-Jan,SKN St. Pölten,2015,Jul,31,31/Jul/2015,Fri,3,2,1,FC Liefering
2,Fri Jul 31 2015,Kapfenberger SV,1-0,Austria Lustenau,2015,Jul,31,31/Jul/2015,Fri,1,1,0,Kapfenberger SV
2,Fri Jul 31 2015,Floridsdorfer AC,01-May,FC Wacker Innsbruck,2015,Jul,31,31/Jul/2015,Fri,6,1,5,FC Wacker Innsbruck
2,Fri Jul 31 2015,Austria Salzburg,01-Jan,Austria Klagenfurt,2015,Jul,31,31/Jul/2015,Fri,2,1,1,Draw
2,Fri Jul 31 2015,SC Wiener Neustadt,0-0,LASK Linz,2015,Jul,31,31/Jul/2015,Fri,0,0,0,Draw
3,Mon Aug 3 2015,FC Wacker Innsbruck,01-Feb,LASK Linz,2015,Aug,3,3/Aug/2015,Mon,3,1,2,LASK Linz
3,Tue Aug 4 2015,Kapfenberger SV,05-Feb,FC Liefering,2015,Aug,4,4/Aug/2015,Tue,7,5,2,Kapfenberger SV
3,Tue Aug 4 2015,Austria Lustenau,0-1,SKN St. Pölten,2015,Aug,4,4/Aug/2015,Tue,1,0,1,SKN St. Pölten
3,Tue Aug 4 2015,Austria Salzburg,3-0,SC Wiener Neustadt,2015,Aug,4,4/Aug/2015,Tue,3,3,0,Austria Salzburg
3,Tue Aug 4 2015,Austria Klagenfurt,1-0,Floridsdorfer AC,2015,Aug,4,4/Aug/2015,Tue,1,1,0,Austria Klagenfurt
4,Fri Aug 7 2015,SC Wiener Neustadt,0-2,Kapfenberger SV,2015,Aug,7,7/Aug/2015,Fri,2,0,2,Kapfenberger SV
4,Fri Aug 7 2015,LASK Linz,2-0,Austria Klagenfurt,2015,Aug,7,7/Aug/2015,Fri,2,2,0,LASK Linz
4,Fri Aug 7 2015,SKN St. Pölten,0-3,FC Wacker Innsbruck,2015,Aug,7,7/Aug/2015,Fri,3,0,3,FC Wacker Innsbruck
4,Fri Aug 7 2015,Floridsdorfer AC,01-Mar,Austria Lustenau,2015,Aug,7,7/Aug/2015,Fri,4,1,3,Austria Lustenau
4,Fri Aug 7 2015,FC Liefering,05-Mar,Austria Salzburg,2015,Aug,7,7/Aug/2015,Fri,8,5,3,FC Liefering
5,Fri Aug 14 2015,Kapfenberger SV,01-Mar,SKN St. Pölten,2015,Aug,14,14/Aug/2015,Fri,4,1,3,SKN St. Pölten
5,Fri Aug 14 2015,FC Wacker Innsbruck,04-Jan,FC Liefering,2015,Aug,14,14/Aug/2015,Fri,5,4,1,FC Wacker Innsbruck
5,Fri Aug 14 2015,Austria Lustenau,02-Jan,LASK Linz,2015,Aug,14,14/Aug/2015,Fri,3,2,1,Austria Lustenau
5,Fri Aug 14 2015,Austria Salzburg,02-Jan,Floridsdorfer AC,2015,Aug,14,14/Aug/2015,Fri,3,2,1,Austria Salzburg
5,Fri Aug 14 2015,Austria Klagenfurt,1-0,SC Wiener Neustadt,2015,Aug,14,14/Aug/2015,Fri,1,1,0,Austria Klagenfurt
6,Fri Aug 21 2015,FC Liefering,0-1,SC Wiener Neustadt,2015,Aug,21,21/Aug/2015,Fri,1,0,1,SC Wiener Neustadt
6,Fri Aug 21 2015,SKN St. Pölten,01-Jan,Austria Klagenfurt,2015,Aug,21,21/Aug/2015,Fri,2,1,1,Draw
6,Fri Aug 21 2015,FC Wacker Innsbruck,1-0,Austria Lustenau,2015,Aug,21,21/Aug/2015,Fri,1,1,0,FC Wacker Innsbruck
6,Fri Aug 21 2015,Floridsdorfer AC,0-3,Kapfenberger SV,2015,Aug,21,21/Aug/2015,Fri,3,0,3,Kapfenberger SV
