Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
22,Sun Feb 14 2016,FK Austria Wien,0-3,SK Rapid Wien,2016,Feb,14,14/Feb/2016,Sun,3,0,3,SK Rapid Wien
23,Sat Feb 20 2016,FK Austria Wien,02-Feb,SV Mattersburg,2016,Feb,20,20/Feb/2016,Sat,4,2,2,Draw
23,Sat Feb 20 2016,FC RB Salzburg,2-0,SCR Altach,2016,Feb,20,20/Feb/2016,Sat,2,2,0,FC RB Salzburg
23,Sat Feb 20 2016,Wolfsberger AC,2-0,SV Grödig,2016,Feb,20,20/Feb/2016,Sat,2,2,0,Wolfsberger AC
23,Sat Feb 20 2016,FC Admira Wacker Mödling,0-0,SV Ried,2016,Feb,20,20/Feb/2016,Sat,0,0,0,Draw
23,Sun Feb 21 2016,SK Sturm Graz,0-2,SK Rapid Wien,2016,Feb,21,21/Feb/2016,Sun,2,0,2,SK Rapid Wien
24,Sat Feb 27 2016,SV Ried,0-1,SK Sturm Graz,2016,Feb,27,27/Feb/2016,Sat,1,0,1,SK Sturm Graz
24,Sat Feb 27 2016,SCR Altach,01-Feb,FC Admira Wacker Mödling,2016,Feb,27,27/Feb/2016,Sat,3,1,2,FC Admira Wacker Mödling
24,Sat Feb 27 2016,SV Mattersburg,01-Jan,Wolfsberger AC,2016,Feb,27,27/Feb/2016,Sat,2,1,1,Draw
24,Sun Feb 28 2016,SK Rapid Wien,03-Feb,SV Grödig,2016,Feb,28,28/Feb/2016,Sun,5,3,2,SK Rapid Wien
24,Sun Feb 28 2016,FC RB Salzburg,04-Jan,FK Austria Wien,2016,Feb,28,28/Feb/2016,Sun,5,4,1,FC RB Salzburg
25,Tue Mar 1 2016,Wolfsberger AC,1-0,SCR Altach,2016,Mar,1,1/Mar/2016,Tue,1,1,0,Wolfsberger AC
25,Wed Mar 2 2016,SK Rapid Wien,3-0,SV Mattersburg,2016,Mar,2,2/Mar/2016,Wed,3,3,0,SK Rapid Wien
25,Wed Mar 2 2016,SV Grödig,02-Feb,SV Ried,2016,Mar,2,2/Mar/2016,Wed,4,2,2,Draw
25,Wed Mar 2 2016,FC Admira Wacker Mödling,0-3,FK Austria Wien,2016,Mar,2,2/Mar/2016,Wed,3,0,3,FK Austria Wien
25,Wed Mar 2 2016,SK Sturm Graz,0-0,FC RB Salzburg,2016,Mar,2,2/Mar/2016,Wed,0,0,0,Draw
26,Sat Mar 5 2016,FC RB Salzburg,3-0,SV Grödig,2016,Mar,5,5/Mar/2016,Sat,3,3,0,FC RB Salzburg
26,Sat Mar 5 2016,FK Austria Wien,03-Jan,SV Ried,2016,Mar,5,5/Mar/2016,Sat,4,3,1,FK Austria Wien
26,Sat Mar 5 2016,FC Admira Wacker Mödling,0-2,Wolfsberger AC,2016,Mar,5,5/Mar/2016,Sat,2,0,2,Wolfsberger AC
26,Sat Mar 5 2016,SV Mattersburg,1-0,SK Sturm Graz,2016,Mar,5,5/Mar/2016,Sat,1,1,0,SV Mattersburg
26,Sun Mar 6 2016,SCR Altach,0-0,SK Rapid Wien,2016,Mar,6,6/Mar/2016,Sun,0,0,0,Draw
27,Sat Mar 12 2016,Wolfsberger AC,01-Jan,FC RB Salzburg,2016,Mar,12,12/Mar/2016,Sat,2,1,1,Draw
27,Sat Mar 12 2016,SK Rapid Wien,0-4,FC Admira Wacker Mödling,2016,Mar,12,12/Mar/2016,Sat,4,0,4,FC Admira Wacker Mödling
27,Sat Mar 12 2016,SV Ried,0-2,SCR Altach,2016,Mar,12,12/Mar/2016,Sat,2,0,2,SCR Altach
27,Sat Mar 12 2016,SV Grödig,0-1,SV Mattersburg,2016,Mar,12,12/Mar/2016,Sat,1,0,1,SV Mattersburg
27,Sun Mar 13 2016,SK Sturm Graz,01-Jan,FK Austria Wien,2016,Mar,13,13/Mar/2016,Sun,2,1,1,Draw
28,Sat Mar 19 2016,FK Austria Wien,0-0,Wolfsberger AC,2016,Mar,19,19/Mar/2016,Sat,0,0,0,Draw
28,Sat Mar 19 2016,FC Admira Wacker Mödling,1-0,SK Sturm Graz,2016,Mar,19,19/Mar/2016,Sat,1,1,0,FC Admira Wacker Mödling
28,Sat Mar 19 2016,SCR Altach,1-0,SV Grödig,2016,Mar,19,19/Mar/2016,Sat,1,1,0,SCR Altach
28,Sat Mar 19 2016,FC RB Salzburg,02-Jan,SV Mattersburg,2016,Mar,19,19/Mar/2016,Sat,3,2,1,FC RB Salzburg
28,Sun Mar 20 2016,SV Ried,1-0,SK Rapid Wien,2016,Mar,20,20/Mar/2016,Sun,1,1,0,SV Ried
29,Sat Apr 2 2016,SV Grödig,01-Mar,SK Sturm Graz,2016,Apr,2,2/Apr/2016,Sat,4,1,3,SK Sturm Graz
29,Sat Apr 2 2016,Wolfsberger AC,1-0,SV Ried,2016,Apr,2,2/Apr/2016,Sat,1,1,0,Wolfsberger AC
29,Sat Apr 2 2016,SCR Altach,2-0,FK Austria Wien,2016,Apr,2,2/Apr/2016,Sat,2,2,0,SCR Altach
29,Sat Apr 2 2016,SV Mattersburg,0-3,FC Admira Wacker Mödling,2016,Apr,2,2/Apr/2016,Sat,3,0,3,FC Admira Wacker Mödling
29,Sun Apr 3 2016,SK Rapid Wien,01-Jan,FC RB Salzburg,2016,Apr,3,3/Apr/2016,Sun,2,1,1,Draw
30,Sat Apr 9 2016,SK Sturm Graz,04-Jan,SCR Altach,2016,Apr,9,9/Apr/2016,Sat,5,4,1,SK Sturm Graz
30,Sat Apr 9 2016,Wolfsberger AC,02-Feb,SK Rapid Wien,2016,Apr,9,9/Apr/2016,Sat,4,2,2,Draw
30,Sat Apr 9 2016,FK Austria Wien,0-2,SV Grödig,2016,Apr,9,9/Apr/2016,Sat,2,0,2,SV Grödig
30,Sat Apr 9 2016,SV Ried,1-0,SV Mattersburg,2016,Apr,9,9/Apr/2016,Sat,1,1,0,SV Ried
30,Sun Apr 10 2016,FC RB Salzburg,1-0,FC Admira Wacker Mödling,2016,Apr,10,10/Apr/2016,Sun,1,1,0,FC RB Salzburg
31,Sat Apr 16 2016,FC RB Salzburg,02-Jan,SV Ried,2016,Apr,16,16/Apr/2016,Sat,3,2,1,FC RB Salzburg
31,Sat Apr 16 2016,SV Mattersburg,0-0,SCR Altach,2016,Apr,16,16/Apr/2016,Sat,0,0,0,Draw
31,Sat Apr 16 2016,SK Sturm Graz,1-0,Wolfsberger AC,2016,Apr,16,16/Apr/2016,Sat,1,1,0,SK Sturm Graz
31,Sat Apr 16 2016,FC Admira Wacker Mödling,01-Jan,SV Grödig,2016,Apr,16,16/Apr/2016,Sat,2,1,1,Draw
31,Sun Apr 17 2016,SK Rapid Wien,1-0,FK Austria Wien,2016,Apr,17,17/Apr/2016,Sun,1,1,0,SK Rapid Wien
32,Sat Apr 23 2016,SV Mattersburg,0-9,FK Austria Wien,2016,Apr,23,23/Apr/2016,Sat,9,0,9,FK Austria Wien
32,Sat Apr 23 2016,SCR Altach,01-Mar,FC RB Salzburg,2016,Apr,23,23/Apr/2016,Sat,4,1,3,FC RB Salzburg
32,Sat Apr 23 2016,SV Grödig,0-1,Wolfsberger AC,2016,Apr,23,23/Apr/2016,Sat,1,0,1,Wolfsberger AC
32,Sat Apr 23 2016,SV Ried,1-0,FC Admira Wacker Mödling,2016,Apr,23,23/Apr/2016,Sat,1,1,0,SV Ried
32,Sun Apr 24 2016,SK Rapid Wien,2-0,SK Sturm Graz,2016,Apr,24,24/Apr/2016,Sun,2,2,0,SK Rapid Wien
33,Sat Apr 30 2016,SV Grödig,2-0,SK Rapid Wien,2016,Apr,30,30/Apr/2016,Sat,2,2,0,SV Grödig
33,Sat Apr 30 2016,FC Admira Wacker Mödling,02-Jan,SCR Altach,2016,Apr,30,30/Apr/2016,Sat,3,2,1,FC Admira Wacker Mödling
33,Sat Apr 30 2016,SK Sturm Graz,0-0,SV Ried,2016,Apr,30,30/Apr/2016,Sat,0,0,0,Draw
33,Sat Apr 30 2016,Wolfsberger AC,2-0,SV Mattersburg,2016,Apr,30,30/Apr/2016,Sat,2,2,0,Wolfsberger AC
33,Sun May 1 2016,FK Austria Wien,0-2,FC RB Salzburg,2016,May,1,1/May/2016,Sun,2,0,2,FC RB Salzburg
34,Sat May 7 2016,FK Austria Wien,03-Jan,FC Admira Wacker Mödling,2016,May,7,7/May/2016,Sat,4,3,1,FK Austria Wien
34,Sat May 7 2016,FC RB Salzburg,01-Jan,SK Sturm Graz,2016,May,7,7/May/2016,Sat,2,1,1,Draw
34,Sat May 7 2016,SCR Altach,01-Jan,Wolfsberger AC,2016,May,7,7/May/2016,Sat,2,1,1,Draw
34,Sat May 7 2016,SV Ried,2-0,SV Grödig,2016,May,7,7/May/2016,Sat,2,2,0,SV Ried
34,Sun May 8 2016,SV Mattersburg,0-2,SK Rapid Wien,2016,May,8,8/May/2016,Sun,2,0,2,SK Rapid Wien
35,Wed May 11 2016,SV Grödig,01-Feb,FC RB Salzburg,2016,May,11,11/May/2016,Wed,3,1,2,FC RB Salzburg
35,Wed May 11 2016,SK Rapid Wien,01-Jan,SCR Altach,2016,May,11,11/May/2016,Wed,2,1,1,Draw
35,Wed May 11 2016,SV Ried,0-5,FK Austria Wien,2016,May,11,11/May/2016,Wed,5,0,5,FK Austria Wien
35,Wed May 11 2016,Wolfsberger AC,01-Feb,FC Admira Wacker Mödling,2016,May,11,11/May/2016,Wed,3,1,2,FC Admira Wacker Mödling
35,Wed May 11 2016,SK Sturm Graz,01-Jan,SV Mattersburg,2016,May,11,11/May/2016,Wed,2,1,1,Draw
36,Sun May 15 2016,FC Admira Wacker Mödling,01-Mar,SK Rapid Wien,2016,May,15,15/May/2016,Sun,4,1,3,SK Rapid Wien
36,Sun May 15 2016,FK Austria Wien,3-0,SK Sturm Graz,2016,May,15,15/May/2016,Sun,3,3,0,FK Austria Wien
36,Sun May 15 2016,FC RB Salzburg,1-0,Wolfsberger AC,2016,May,15,15/May/2016,Sun,1,1,0,FC RB Salzburg
36,Sun May 15 2016,SCR Altach,0-0,SV Ried,2016,May,15,15/May/2016,Sun,0,0,0,Draw
36,Sun May 15 2016,SV Mattersburg,02-Mar,SV Grödig,2016,May,15,15/May/2016,Sun,5,2,3,SV Grödig
