Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
8,Sat Sep 15 2018,Macclesfield Town FC,01-Feb,Lincoln City FC,2018,Sep,15,15/Sep/2018,Sat,3,1,2,Lincoln City FC
8,Sat Sep 15 2018,Mansfield Town FC,01-Feb,Exeter City FC,2018,Sep,15,15/Sep/2018,Sat,3,1,2,Exeter City FC
8,Sat Sep 15 2018,Milton Keynes Dons FC,01-Jan,Forest Green Rovers FC,2018,Sep,15,15/Sep/2018,Sat,2,1,1,Draw
8,Sat Sep 15 2018,Newport County AFC,0-6,Yeovil Town FC,2018,Sep,15,15/Sep/2018,Sat,6,0,6,Yeovil Town FC
8,Sat Sep 15 2018,Notts County FC,03-Mar,Stevenage FC,2018,Sep,15,15/Sep/2018,Sat,6,3,3,Draw
9,Sat Sep 22 2018,Tranmere Rovers FC,0-1,Newport County AFC,2018,Sep,22,22/Sep/2018,Sat,1,0,1,Newport County AFC
9,Sat Sep 22 2018,Yeovil Town FC,0-3,Swindon Town FC,2018,Sep,22,22/Sep/2018,Sat,3,0,3,Swindon Town FC
9,Sat Sep 22 2018,Bury FC,0-1,Carlisle United FC,2018,Sep,22,22/Sep/2018,Sat,1,0,1,Carlisle United FC
9,Sat Sep 22 2018,Cambridge United FC,01-Jan,Mansfield Town FC,2018,Sep,22,22/Sep/2018,Sat,2,1,1,Draw
9,Sat Sep 22 2018,Crewe Alexandra FC,0-1,Port Vale FC,2018,Sep,22,22/Sep/2018,Sat,1,0,1,Port Vale FC
9,Sat Sep 22 2018,Exeter City FC,03-Jan,Cheltenham Town FC,2018,Sep,22,22/Sep/2018,Sat,4,3,1,Exeter City FC
9,Sat Sep 22 2018,Forest Green Rovers FC,1-0,Crawley Town FC,2018,Sep,22,22/Sep/2018,Sat,1,1,0,Forest Green Rovers FC
9,Sat Sep 22 2018,Lincoln City FC,02-Jan,Milton Keynes Dons FC,2018,Sep,22,22/Sep/2018,Sat,3,2,1,Lincoln City FC
9,Sat Sep 22 2018,Morecambe FC,02-Jan,Macclesfield Town FC,2018,Sep,22,22/Sep/2018,Sat,3,2,1,Morecambe FC
9,Sat Sep 22 2018,Northampton Town FC,0-0,Notts County FC,2018,Sep,22,22/Sep/2018,Sat,0,0,0,Draw
9,Sat Sep 22 2018,Oldham Athletic AFC,03-Mar,Colchester United FC,2018,Sep,22,22/Sep/2018,Sat,6,3,3,Draw
9,Sat Sep 22 2018,Stevenage FC,1-0,Grimsby Town FC,2018,Sep,22,22/Sep/2018,Sat,1,1,0,Stevenage FC
7,Tue Sep 25 2018,Yeovil Town FC,01-Jan,Milton Keynes Dons FC,2018,Sep,25,25/Sep/2018,Tue,2,1,1,Draw
10,Sat Sep 29 2018,Port Vale FC,01-Jan,Exeter City FC,2018,Sep,29,29/Sep/2018,Sat,2,1,1,Draw
10,Sat Sep 29 2018,Carlisle United FC,0-1,Stevenage FC,2018,Sep,29,29/Sep/2018,Sat,1,0,1,Stevenage FC
10,Sat Sep 29 2018,Cheltenham Town FC,0-2,Lincoln City FC,2018,Sep,29,29/Sep/2018,Sat,2,0,2,Lincoln City FC
10,Sat Sep 29 2018,Colchester United FC,01-Feb,Bury FC,2018,Sep,29,29/Sep/2018,Sat,3,1,2,Bury FC
10,Sat Sep 29 2018,Crawley Town FC,03-Jan,Yeovil Town FC,2018,Sep,29,29/Sep/2018,Sat,4,3,1,Crawley Town FC
10,Sat Sep 29 2018,Swindon Town FC,0-0,Oldham Athletic AFC,2018,Sep,29,29/Sep/2018,Sat,0,0,0,Draw
10,Sat Sep 29 2018,Macclesfield Town FC,01-Jan,Forest Green Rovers FC,2018,Sep,29,29/Sep/2018,Sat,2,1,1,Draw
10,Sat Sep 29 2018,Mansfield Town FC,4-0,Northampton Town FC,2018,Sep,29,29/Sep/2018,Sat,4,4,0,Mansfield Town FC
10,Sat Sep 29 2018,Milton Keynes Dons FC,01-Jan,Tranmere Rovers FC,2018,Sep,29,29/Sep/2018,Sat,2,1,1,Draw
10,Sat Sep 29 2018,Newport County AFC,04-Feb,Cambridge United FC,2018,Sep,29,29/Sep/2018,Sat,6,4,2,Newport County AFC
10,Sat Sep 29 2018,Notts County FC,02-Jan,Crewe Alexandra FC,2018,Sep,29,29/Sep/2018,Sat,3,2,1,Notts County FC
10,Sat Sep 29 2018,Grimsby Town FC,01-Feb,Morecambe FC,2018,Sep,29,29/Sep/2018,Sat,3,1,2,Morecambe FC
11,Tue Oct 2 2018,Crewe Alexandra FC,1-0,Swindon Town FC,2018,Oct,2,2/Oct/2018,Tue,1,1,0,Crewe Alexandra FC
11,Tue Oct 2 2018,Cambridge United FC,01-Mar,Forest Green Rovers FC,2018,Oct,2,2/Oct/2018,Tue,4,1,3,Forest Green Rovers FC
11,Tue Oct 2 2018,Carlisle United FC,0-1,Grimsby Town FC,2018,Oct,2,2/Oct/2018,Tue,1,0,1,Grimsby Town FC
11,Tue Oct 2 2018,Cheltenham Town FC,02-Feb,Morecambe FC,2018,Oct,2,2/Oct/2018,Tue,4,2,2,Draw
11,Tue Oct 2 2018,Colchester United FC,03-Jan,Yeovil Town FC,2018,Oct,2,2/Oct/2018,Tue,4,3,1,Colchester United FC
11,Tue Oct 2 2018,Tranmere Rovers FC,1-0,Lincoln City FC,2018,Oct,2,2/Oct/2018,Tue,1,1,0,Tranmere Rovers FC
11,Tue Oct 2 2018,Exeter City FC,1-0,Stevenage FC,2018,Oct,2,2/Oct/2018,Tue,1,1,0,Exeter City FC
11,Tue Oct 2 2018,Mansfield Town FC,0-0,Oldham Athletic AFC,2018,Oct,2,2/Oct/2018,Tue,0,0,0,Draw
11,Tue Oct 2 2018,Newport County AFC,03-Mar,Macclesfield Town FC,2018,Oct,2,2/Oct/2018,Tue,6,3,3,Draw
11,Tue Oct 2 2018,Northampton Town FC,0-0,Bury FC,2018,Oct,2,2/Oct/2018,Tue,0,0,0,Draw
11,Tue Oct 2 2018,Notts County FC,03-Jan,Crawley Town FC,2018,Oct,2,2/Oct/2018,Tue,4,3,1,Notts County FC
11,Tue Oct 2 2018,Port Vale FC,0-2,Milton Keynes Dons FC,2018,Oct,2,2/Oct/2018,Tue,2,0,2,Milton Keynes Dons FC
12,Sat Oct 6 2018,Yeovil Town FC,02-Feb,Exeter City FC,2018,Oct,6,6/Oct/2018,Sat,4,2,2,Draw
12,Sat Oct 6 2018,Bury FC,02-Feb,Mansfield Town FC,2018,Oct,6,6/Oct/2018,Sat,4,2,2,Draw
12,Sat Oct 6 2018,Crawley Town FC,2-0,Cambridge United FC,2018,Oct,6,6/Oct/2018,Sat,2,2,0,Crawley Town FC
12,Sat Oct 6 2018,Forest Green Rovers FC,01-Jan,Newport County AFC,2018,Oct,6,6/Oct/2018,Sat,2,1,1,Draw
12,Sat Oct 6 2018,Grimsby Town FC,2-0,Port Vale FC,2018,Oct,6,6/Oct/2018,Sat,2,2,0,Grimsby Town FC
12,Sat Oct 6 2018,Lincoln City FC,1-0,Crewe Alexandra FC,2018,Oct,6,6/Oct/2018,Sat,1,1,0,Lincoln City FC
12,Sat Oct 6 2018,Macclesfield Town FC,0-1,Notts County FC,2018,Oct,6,6/Oct/2018,Sat,1,0,1,Notts County FC
12,Sat Oct 6 2018,Milton Keynes Dons FC,3-0,Cheltenham Town FC,2018,Oct,6,6/Oct/2018,Sat,3,3,0,Milton Keynes Dons FC
12,Sat Oct 6 2018,Morecambe FC,03-Apr,Tranmere Rovers FC,2018,Oct,6,6/Oct/2018,Sat,7,3,4,Tranmere Rovers FC
12,Sat Oct 6 2018,Oldham Athletic AFC,01-Mar,Carlisle United FC,2018,Oct,6,6/Oct/2018,Sat,4,1,3,Carlisle United FC
12,Sat Oct 6 2018,Stevenage FC,03-Jan,Colchester United FC,2018,Oct,6,6/Oct/2018,Sat,4,3,1,Stevenage FC
12,Sat Oct 6 2018,Swindon Town FC,01-Jan,Northampton Town FC,2018,Oct,6,6/Oct/2018,Sat,2,1,1,Draw
13,Fri Oct 12 2018,Tranmere Rovers FC,1-0,Macclesfield Town FC,2018,Oct,12,12/Oct/2018,Fri,1,1,0,Tranmere Rovers FC
13,Sat Oct 13 2018,Port Vale FC,02-Jun,Lincoln City FC,2018,Oct,13,13/Oct/2018,Sat,8,2,6,Lincoln City FC
13,Sat Oct 13 2018,Northampton Town FC,02-Jan,Forest Green Rovers FC,2018,Oct,13,13/Oct/2018,Sat,3,2,1,Northampton Town FC
13,Sat Oct 13 2018,Cambridge United FC,0-1,Milton Keynes Dons FC,2018,Oct,13,13/Oct/2018,Sat,1,0,1,Milton Keynes Dons FC
13,Sat Oct 13 2018,Carlisle United FC,0-2,Morecambe FC,2018,Oct,13,13/Oct/2018,Sat,2,0,2,Morecambe FC
13,Sat Oct 13 2018,Colchester United FC,03-Jan,Crawley Town FC,2018,Oct,13,13/Oct/2018,Sat,4,3,1,Colchester United FC
13,Sat Oct 13 2018,Crewe Alexandra FC,01-Jan,Bury FC,2018,Oct,13,13/Oct/2018,Sat,2,1,1,Draw
13,Sat Oct 13 2018,Exeter City FC,2-0,Swindon Town FC,2018,Oct,13,13/Oct/2018,Sat,2,2,0,Exeter City FC
13,Sat Oct 13 2018,Newport County AFC,02-Jan,Stevenage FC,2018,Oct,13,13/Oct/2018,Sat,3,2,1,Newport County AFC
14,Sat Oct 20 2018,Stevenage FC,0-1,Crewe Alexandra FC,2018,Oct,20,20/Oct/2018,Sat,1,0,1,Crewe Alexandra FC
14,Sat Oct 20 2018,Yeovil Town FC,0-0,Tranmere Rovers FC,2018,Oct,20,20/Oct/2018,Sat,0,0,0,Draw
14,Sat Oct 20 2018,Swindon Town FC,0-0,Mansfield Town FC,2018,Oct,20,20/Oct/2018,Sat,0,0,0,Draw
14,Sat Oct 20 2018,Oldham Athletic AFC,0-1,Port Vale FC,2018,Oct,20,20/Oct/2018,Sat,1,0,1,Port Vale FC
14,Sat Oct 20 2018,Bury FC,4-0,Notts County FC,2018,Oct,20,20/Oct/2018,Sat,4,4,0,Bury FC
14,Sat Oct 20 2018,Crawley Town FC,04-Jan,Newport County AFC,2018,Oct,20,20/Oct/2018,Sat,5,4,1,Crawley Town FC
14,Sat Oct 20 2018,Forest Green Rovers FC,01-Jan,Cheltenham Town FC,2018,Oct,20,20/Oct/2018,Sat,2,1,1,Draw
14,Sat Oct 20 2018,Morecambe FC,0-1,Colchester United FC,2018,Oct,20,20/Oct/2018,Sat,1,0,1,Colchester United FC
14,Sat Oct 20 2018,Lincoln City FC,01-Jan,Cambridge United FC,2018,Oct,20,20/Oct/2018,Sat,2,1,1,Draw
14,Sat Oct 20 2018,Macclesfield Town FC,02-Jan,Carlisle United FC,2018,Oct,20,20/Oct/2018,Sat,3,2,1,Macclesfield Town FC
14,Sat Oct 20 2018,Milton Keynes Dons FC,1-0,Northampton Town FC,2018,Oct,20,20/Oct/2018,Sat,1,1,0,Milton Keynes Dons FC
14,Sat Oct 20 2018,Grimsby Town FC,0-0,Exeter City FC,2018,Oct,20,20/Oct/2018,Sat,0,0,0,Draw
15,Tue Oct 23 2018,Swindon Town FC,0-2,Cambridge United FC,2018,Oct,23,23/Oct/2018,Tue,2,0,2,Cambridge United FC
15,Tue Oct 23 2018,Morecambe FC,0-1,Mansfield Town FC,2018,Oct,23,23/Oct/2018,Tue,1,0,1,Mansfield Town FC
15,Tue Oct 23 2018,Yeovil Town FC,01-Jan,Crewe Alexandra FC,2018,Oct,23,23/Oct/2018,Tue,2,1,1,Draw
15,Tue Oct 23 2018,Stevenage FC,0-0,Port Vale FC,2018,Oct,23,23/Oct/2018,Tue,0,0,0,Draw
15,Tue Oct 23 2018,Bury FC,01-Jan,Newport County AFC,2018,Oct,23,23/Oct/2018,Tue,2,1,1,Draw
15,Tue Oct 23 2018,Crawley Town FC,01-Jan,Exeter City FC,2018,Oct,23,23/Oct/2018,Tue,2,1,1,Draw
15,Tue Oct 23 2018,Forest Green Rovers FC,03-Jan,Tranmere Rovers FC,2018,Oct,23,23/Oct/2018,Tue,4,3,1,Forest Green Rovers FC
15,Tue Oct 23 2018,Grimsby Town FC,1-0,Colchester United FC,2018,Oct,23,23/Oct/2018,Tue,1,1,0,Grimsby Town FC
15,Tue Oct 23 2018,Lincoln City FC,02-Feb,Carlisle United FC,2018,Oct,23,23/Oct/2018,Tue,4,2,2,Draw
15,Tue Oct 23 2018,Macclesfield Town FC,0-5,Northampton Town FC,2018,Oct,23,23/Oct/2018,Tue,5,0,5,Northampton Town FC
15,Tue Oct 23 2018,Milton Keynes Dons FC,02-Jan,Notts County FC,2018,Oct,23,23/Oct/2018,Tue,3,2,1,Milton Keynes Dons FC
15,Tue Oct 23 2018,Oldham Athletic AFC,2-0,Cheltenham Town FC,2018,Oct,23,23/Oct/2018,Tue,2,2,0,Oldham Athletic AFC
16,Sat Oct 27 2018,Notts County FC,01-Feb,Swindon Town FC,2018,Oct,27,27/Oct/2018,Sat,3,1,2,Swindon Town FC
16,Sat Oct 27 2018,Tranmere Rovers FC,05-Jan,Crawley Town FC,2018,Oct,27,27/Oct/2018,Sat,6,5,1,Tranmere Rovers FC
16,Sat Oct 27 2018,Newport County AFC,01-Jan,Morecambe FC,2018,Oct,27,27/Oct/2018,Sat,2,1,1,Draw
16,Sat Oct 27 2018,Port Vale FC,1-0,Bury FC,2018,Oct,27,27/Oct/2018,Sat,1,1,0,Port Vale FC
16,Sat Oct 27 2018,Cambridge United FC,1-0,Macclesfield Town FC,2018,Oct,27,27/Oct/2018,Sat,1,1,0,Cambridge United FC
16,Sat Oct 27 2018,Carlisle United FC,0-1,Yeovil Town FC,2018,Oct,27,27/Oct/2018,Sat,1,0,1,Yeovil Town FC
16,Sat Oct 27 2018,Cheltenham Town FC,0-2,Stevenage FC,2018,Oct,27,27/Oct/2018,Sat,2,0,2,Stevenage FC
16,Sat Oct 27 2018,Colchester United FC,1-0,Lincoln City FC,2018,Oct,27,27/Oct/2018,Sat,1,1,0,Colchester United FC
16,Sat Oct 27 2018,Crewe Alexandra FC,2-0,Grimsby Town FC,2018,Oct,27,27/Oct/2018,Sat,2,2,0,Crewe Alexandra FC
16,Sat Oct 27 2018,Exeter City FC,01-Feb,Forest Green Rovers FC,2018,Oct,27,27/Oct/2018,Sat,3,1,2,Forest Green Rovers FC
16,Sat Oct 27 2018,Mansfield Town FC,01-Jan,Milton Keynes Dons FC,2018,Oct,27,27/Oct/2018,Sat,2,1,1,Draw
