Round,Date,Team 1,FT,Team 2,Year,Month,Day,Date,DayOfWeek,Total Goals,Team 1 Goals,Team 2 Goals,Result
1,Sat Nov 10 2018,Oxford United FC,0-0,Forest Green Rovers FC,2018,Nov,10,10/Nov/2018,Sat,0,0,0,Draw
1,Sat Nov 10 2018,Tranmere Rovers FC,03-Mar,Oxford City FC,2018,Nov,10,10/Nov/2018,Sat,6,3,3,Draw
1,Sat Nov 10 2018,Accrington Stanley FC,1-0,Colchester United FC,2018,Nov,10,10/Nov/2018,Sat,1,1,0,Accrington Stanley FC
1,Sat Nov 10 2018,Barnsley FC,4-0,Notts County FC,2018,Nov,10,10/Nov/2018,Sat,4,4,0,Barnsley FC
1,Sat Nov 10 2018,Metropolitan Police FC,0-2,Newport County AFC,2018,Nov,10,10/Nov/2018,Sat,2,0,2,Newport County AFC
1,Sat Nov 10 2018,Walsall FC,03-Feb,Coventry City FC,2018,Nov,10,10/Nov/2018,Sat,5,3,2,Walsall FC
1,Sat Nov 10 2018,Rochdale AFC,02-Jan,Gateshead FC,2018,Nov,10,10/Nov/2018,Sat,3,2,1,Rochdale AFC
1,Sat Nov 10 2018,Sutton United FC,0-0,Slough Town FC,2018,Nov,10,10/Nov/2018,Sat,0,0,0,Draw
1,Sat Nov 10 2018,Exeter City FC,02-Mar,Blackpool FC,2018,Nov,10,10/Nov/2018,Sat,5,2,3,Blackpool FC
1,Sat Nov 10 2018,Luton Town FC,2-0,Wycombe Wanderers FC,2018,Nov,10,10/Nov/2018,Sat,2,2,0,Luton Town FC
1,Sat Nov 10 2018,Morecambe FC,0-0,FC Halifax Town,2018,Nov,10,10/Nov/2018,Sat,0,0,0,Draw
1,Sat Nov 10 2018,Crewe Alexandra FC,0-1,Carlisle United FC,2018,Nov,10,10/Nov/2018,Sat,1,0,1,Carlisle United FC
1,Sat Nov 10 2018,Southend United FC,01-Jan,Crawley Town FC,2018,Nov,10,10/Nov/2018,Sat,2,1,1,Draw
1,Sun Nov 11 2018,Mansfield Town FC,01-Jan,Charlton Athletic FC,2018,Nov,11,11/Nov/2018,Sun,2,1,1,Draw
1,Sun Nov 11 2018,Chorley FC,02-Feb,Doncaster Rovers FC,2018,Nov,11,11/Nov/2018,Sun,4,2,2,Draw
1,Sun Nov 11 2018,Alfreton Town FC,01-Apr,Fleetwood Town FC,2018,Nov,11,11/Nov/2018,Sun,5,1,4,Fleetwood Town FC
1,Sun Nov 11 2018,Barnet FC,01-Jan,Bristol Rovers FC,2018,Nov,11,11/Nov/2018,Sun,2,1,1,Draw
1,Sun Nov 11 2018,Shrewsbury Town FC,01-Jan,Salford City FC,2018,Nov,11,11/Nov/2018,Sun,2,1,1,Draw
1,Sun Nov 11 2018,Hitchin Town FC,0-2,Solihull Moors FC,2018,Nov,11,11/Nov/2018,Sun,2,0,2,Solihull Moors FC
1,Sun Nov 11 2018,Guiseley AFC,04-Mar,Cambridge United FC,2018,Nov,11,11/Nov/2018,Sun,7,4,3,Guiseley AFC
1,Sun Nov 11 2018,Weston-super-Mare AFC,0-2,Wrexham AFC,2018,Nov,11,11/Nov/2018,Sun,2,0,2,Wrexham AFC
1,Sun Nov 11 2018,Port Vale FC,01-Feb,Sunderland AFC,2018,Nov,11,11/Nov/2018,Sun,3,1,2,Sunderland AFC
1,Mon Nov 12 2018,Hampton & Richmond Borough FC,01-Feb,Oldham Athletic AFC,2018,Nov,12,12/Nov/2018,Mon,3,1,2,Oldham Athletic AFC
1,Tue Nov 20 2018,Cheltenham Town FC,2-0,Ebbsfleet United FC,2018,Nov,20,20/Nov/2018,Tue,2,2,0,Cheltenham Town FC
1,Tue Nov 20 2018,Bradford City AFC,0-0,Aldershot Town FC,2018,Nov,20,20/Nov/2018,Tue,0,0,0,Draw
1,Tue Nov 20 2018,Billericay Town FC,01-Mar,Chesterfield FC,2018,Nov,20,20/Nov/2018,Tue,4,1,3,Chesterfield FC
1,Tue Nov 20 2018,Forest Green Rovers FC,0-3,Oxford United FC,2018,Nov,20,20/Nov/2018,Tue,3,0,3,Oxford United FC
1,Tue Nov 20 2018,Oxford City FC,0-2,Tranmere Rovers FC,2018,Nov,20,20/Nov/2018,Tue,2,0,2,Tranmere Rovers FC
1,Tue Nov 20 2018,Slough Town FC,01-Jan,Sutton United FC,2018,Nov,20,20/Nov/2018,Tue,2,1,1,Draw
1,Tue Nov 20 2018,FC Halifax Town,1-0,Morecambe FC,2018,Nov,20,20/Nov/2018,Tue,1,1,0,FC Halifax Town
1,Tue Nov 20 2018,Crawley Town FC,02-Feb,Southend United FC,2018,Nov,20,20/Nov/2018,Tue,4,2,2,Draw
1,Tue Nov 20 2018,Charlton Athletic FC,5-0,Mansfield Town FC,2018,Nov,20,20/Nov/2018,Tue,5,5,0,Charlton Athletic FC
1,Tue Nov 20 2018,Doncaster Rovers FC,7-0,Chorley FC,2018,Nov,20,20/Nov/2018,Tue,7,7,0,Doncaster Rovers FC
1,Wed Nov 21 2018,Hartlepool United FC,02-Feb,Gillingham FC,2018,Nov,21,21/Nov/2018,Wed,4,2,2,Draw
1,Wed Nov 21 2018,Salford City FC,01-Mar,Shrewsbury Town FC,2018,Nov,21,21/Nov/2018,Wed,4,1,3,Shrewsbury Town FC
1,Wed Nov 21 2018,Bristol Rovers FC,01-Feb,Barnet FC,2018,Nov,21,21/Nov/2018,Wed,3,1,2,Barnet FC
2,Fri Nov 30 2018,Solihull Moors FC,0-0,Blackpool FC,2018,Nov,30,30/Nov/2018,Fri,0,0,0,Draw
2,Sat Dec 1 2018,FC Halifax Town,01-Mar,AFC Wimbledon,2018,Dec,1,1/Dec/2018,Sat,4,1,3,AFC Wimbledon
2,Sat Dec 1 2018,Southend United FC,02-Apr,Barnsley FC,2018,Dec,1,1/Dec/2018,Sat,6,2,4,Barnsley FC
2,Sat Dec 1 2018,Peterborough United FC,02-Feb,Bradford City AFC,2018,Dec,1,1/Dec/2018,Sat,4,2,2,Draw
2,Sat Dec 1 2018,Maidstone United FC,0-2,Oldham Athletic AFC,2018,Dec,1,1/Dec/2018,Sat,2,0,2,Oldham Athletic AFC
2,Sat Dec 1 2018,Lincoln City FC,2-0,Carlisle United FC,2018,Dec,1,1/Dec/2018,Sat,2,2,0,Lincoln City FC
2,Sat Dec 1 2018,Plymouth Argyle FC,01-Feb,Oxford United FC,2018,Dec,1,1/Dec/2018,Sat,3,1,2,Oxford United FC
2,Sat Dec 1 2018,Walsall FC,01-Jan,Sunderland AFC,2018,Dec,1,1/Dec/2018,Sat,2,1,1,Draw
2,Sat Dec 1 2018,Accrington Stanley FC,03-Jan,Cheltenham Town FC,2018,Dec,1,1/Dec/2018,Sat,4,3,1,Accrington Stanley FC
2,Sat Dec 1 2018,Charlton Athletic FC,0-2,Doncaster Rovers FC,2018,Dec,1,1/Dec/2018,Sat,2,0,2,Doncaster Rovers FC
2,Sat Dec 1 2018,Wrexham AFC,0-0,Newport County AFC,2018,Dec,1,1/Dec/2018,Sat,0,0,0,Draw
2,Sun Dec 2 2018,Bury FC,0-1,Luton Town FC,2018,Dec,2,2/Dec/2018,Sun,1,0,1,Luton Town FC
2,Sun Dec 2 2018,Tranmere Rovers FC,01-Jan,Southport FC,2018,Dec,2,2/Dec/2018,Sun,2,1,1,Draw
2,Sun Dec 2 2018,Shrewsbury Town FC,1-0,Scunthorpe United FC,2018,Dec,2,2/Dec/2018,Sun,1,1,0,Shrewsbury Town FC
2,Sun Dec 2 2018,Chesterfield FC,0-2,Grimsby Town FC,2018,Dec,2,2/Dec/2018,Sun,2,0,2,Grimsby Town FC
2,Sun Dec 2 2018,Swindon Town FC,0-1,Woking FC,2018,Dec,2,2/Dec/2018,Sun,1,0,1,Woking FC
2,Sun Dec 2 2018,Barnet FC,1-0,Stockport County FC,2018,Dec,2,2/Dec/2018,Sun,1,1,0,Barnet FC
2,Sun Dec 2 2018,Rochdale AFC,0-1,Portsmouth FC,2018,Dec,2,2/Dec/2018,Sun,1,0,1,Portsmouth FC
2,Sun Dec 2 2018,Slough Town FC,0-1,Gillingham FC,2018,Dec,2,2/Dec/2018,Sun,1,0,1,Gillingham FC
2,Mon Dec 3 2018,Guiseley AFC,01-Feb,Fleetwood Town FC,2018,Dec,3,3/Dec/2018,Mon,3,1,2,Fleetwood Town FC
2,Tue Dec 11 2018,Bradford City AFC,04-Apr,Peterborough United FC,2018,Dec,11,11/Dec/2018,Tue,8,4,4,Draw
2,Tue Dec 11 2018,Sunderland AFC,0-1,Walsall FC,2018,Dec,11,11/Dec/2018,Tue,1,0,1,Walsall FC
2,Tue Dec 11 2018,Newport County AFC,4-0,Wrexham AFC,2018,Dec,11,11/Dec/2018,Tue,4,4,0,Newport County AFC
2,Mon Dec 17 2018,Southport FC,0-2,Tranmere Rovers FC,2018,Dec,17,17/Dec/2018,Mon,2,0,2,Tranmere Rovers FC
2,Tue Dec 18 2018,Blackpool FC,02-Feb,Solihull Moors FC,2018,Dec,18,18/Dec/2018,Tue,4,2,2,Draw
3,Fri Jan 4 2019,Tranmere Rovers FC,0-7,Tottenham Hotspur FC,2019,Jan,4,4/Jan/2019,Fri,7,0,7,Tottenham Hotspur FC
3,Sat Jan 5 2019,Sheffield Wednesday FC,0-0,Luton Town FC,2019,Jan,5,5/Jan/2019,Sat,0,0,0,Draw
3,Sat Jan 5 2019,Manchester United FC,2-0,Reading FC,2019,Jan,5,5/Jan/2019,Sat,2,2,0,Manchester United FC
3,Sat Jan 5 2019,West Bromwich Albion FC,1-0,Wigan Athletic FC,2019,Jan,5,5/Jan/2019,Sat,1,1,0,West Bromwich Albion FC
3,Sat Jan 5 2019,Shrewsbury Town FC,01-Jan,Stoke City FC,2019,Jan,5,5/Jan/2019,Sat,2,1,1,Draw
3,Sat Jan 5 2019,AFC Bournemouth,01-Mar,Brighton & Hove Albion FC,2019,Jan,5,5/Jan/2019,Sat,4,1,3,Brighton & Hove Albion FC
3,Sat Jan 5 2019,West Ham United FC,2-0,Birmingham City FC,2019,Jan,5,5/Jan/2019,Sat,2,2,0,West Ham United FC
3,Sat Jan 5 2019,Burnley FC,1-0,Barnsley FC,2019,Jan,5,5/Jan/2019,Sat,1,1,0,Burnley FC
3,Sat Jan 5 2019,Bolton Wanderers FC,05-Feb,Walsall FC,2019,Jan,5,5/Jan/2019,Sat,7,5,2,Bolton Wanderers FC
3,Sat Jan 5 2019,Brentford FC,1-0,Oxford United FC,2019,Jan,5,5/Jan/2019,Sat,1,1,0,Brentford FC
3,Sat Jan 5 2019,Chelsea FC,2-0,Nottingham Forest FC,2019,Jan,5,5/Jan/2019,Sat,2,2,0,Chelsea FC
3,Sat Jan 5 2019,Fleetwood Town FC,02-Mar,AFC Wimbledon,2019,Jan,5,5/Jan/2019,Sat,5,2,3,AFC Wimbledon
3,Sat Jan 5 2019,Middlesbrough FC,5-0,Peterborough United FC,2019,Jan,5,5/Jan/2019,Sat,5,5,0,Middlesbrough FC
3,Sat Jan 5 2019,Aston Villa FC,0-3,Swansea City FC,2019,Jan,5,5/Jan/2019,Sat,3,0,3,Swansea City FC
3,Sat Jan 5 2019,Gillingham FC,1-0,Cardiff City FC,2019,Jan,5,5/Jan/2019,Sat,1,1,0,Gillingham FC
3,Sat Jan 5 2019,Everton FC,02-Jan,Lincoln City FC,2019,Jan,5,5/Jan/2019,Sat,3,2,1,Everton FC
3,Sat Jan 5 2019,Derby County FC,02-Feb,Southampton FC,2019,Jan,5,5/Jan/2019,Sat,4,2,2,Draw
3,Sat Jan 5 2019,Accrington Stanley FC,1-0,Ipswich Town FC,2019,Jan,5,5/Jan/2019,Sat,1,1,0,Accrington Stanley FC
3,Sat Jan 5 2019,Newcastle United FC,01-Jan,Blackburn Rovers FC,2019,Jan,5,5/Jan/2019,Sat,2,1,1,Draw
3,Sat Jan 5 2019,Crystal Palace FC,1-0,Grimsby Town FC,2019,Jan,5,5/Jan/2019,Sat,1,1,0,Crystal Palace FC
3,Sat Jan 5 2019,Bristol City FC,1-0,Huddersfield Town AFC,2019,Jan,5,5/Jan/2019,Sat,1,1,0,Bristol City FC
3,Sat Jan 5 2019,Blackpool FC,0-3,Arsenal FC,2019,Jan,5,5/Jan/2019,Sat,3,0,3,Arsenal FC
3,Sat Jan 5 2019,Norwich City FC,0-1,Portsmouth FC,2019,Jan,5,5/Jan/2019,Sat,1,0,1,Portsmouth FC
3,Sun Jan 6 2019,Millwall FC,02-Jan,Hull City AFC,2019,Jan,6,6/Jan/2019,Sun,3,2,1,Millwall FC
3,Sun Jan 6 2019,Preston North End FC,01-Mar,Doncaster Rovers FC,2019,Jan,6,6/Jan/2019,Sun,4,1,3,Doncaster Rovers FC
3,Sun Jan 6 2019,Fulham FC,01-Feb,Oldham Athletic AFC,2019,Jan,6,6/Jan/2019,Sun,3,1,2,Oldham Athletic AFC
3,Sun Jan 6 2019,Manchester City FC,7-0,Rotherham United FC,2019,Jan,6,6/Jan/2019,Sun,7,7,0,Manchester City FC
3,Sun Jan 6 2019,Woking FC,0-2,Watford FC,2019,Jan,6,6/Jan/2019,Sun,2,0,2,Watford FC
3,Sun Jan 6 2019,Queens Park Rangers FC,02-Jan,Leeds United FC,2019,Jan,6,6/Jan/2019,Sun,3,2,1,Queens Park Rangers FC
3,Sun Jan 6 2019,Sheffield United FC,0-1,Barnet FC,2019,Jan,6,6/Jan/2019,Sun,1,0,1,Barnet FC
3,Sun Jan 6 2019,Newport County AFC,02-Jan,Leicester City FC,2019,Jan,6,6/Jan/2019,Sun,3,2,1,Newport County AFC
3,Mon Jan 7 2019,Wolverhampton Wanderers FC,02-Jan,Liverpool FC,2019,Jan,7,7/Jan/2019,Mon,3,2,1,Wolverhampton Wanderers FC
3,Tue Jan 15 2019,Luton Town FC,0-1,Sheffield Wednesday FC,2019,Jan,15,15/Jan/2019,Tue,1,0,1,Sheffield Wednesday FC
3,Tue Jan 15 2019,Blackburn Rovers FC,02-Feb,Newcastle United FC,2019,Jan,15,15/Jan/2019,Tue,4,2,2,Draw
3,Tue Jan 15 2019,Stoke City FC,02-Mar,Shrewsbury Town FC,2019,Jan,15,15/Jan/2019,Tue,5,2,3,Shrewsbury Town FC
3,Wed Jan 16 2019,Southampton FC,02-Feb,Derby County FC,2019,Jan,16,16/Jan/2019,Wed,4,2,2,Draw
4,Fri Jan 25 2019,Bristol City FC,02-Jan,Bolton Wanderers FC,2019,Jan,25,25/Jan/2019,Fri,3,2,1,Bristol City FC
4,Fri Jan 25 2019,Arsenal FC,01-Mar,Manchester United FC,2019,Jan,25,25/Jan/2019,Fri,4,1,3,Manchester United FC
4,Sat Jan 26 2019,Accrington Stanley FC,0-1,Derby County FC,2019,Jan,26,26/Jan/2019,Sat,1,0,1,Derby County FC
4,Sat Jan 26 2019,Swansea City FC,04-Jan,Gillingham FC,2019,Jan,26,26/Jan/2019,Sat,5,4,1,Swansea City FC
4,Sat Jan 26 2019,Shrewsbury Town FC,02-Feb,Wolverhampton Wanderers FC,2019,Jan,26,26/Jan/2019,Sat,4,2,2,Draw
4,Sat Jan 26 2019,Brighton & Hove Albion FC,0-0,West Bromwich Albion FC,2019,Jan,26,26/Jan/2019,Sat,0,0,0,Draw
4,Sat Jan 26 2019,Doncaster Rovers FC,02-Jan,Oldham Athletic AFC,2019,Jan,26,26/Jan/2019,Sat,3,2,1,Doncaster Rovers FC
4,Sat Jan 26 2019,Newcastle United FC,0-2,Watford FC,2019,Jan,26,26/Jan/2019,Sat,2,0,2,Watford FC
4,Sat Jan 26 2019,Middlesbrough FC,01-Jan,Newport County AFC,2019,Jan,26,26/Jan/2019,Sat,2,1,1,Draw
4,Sat Jan 26 2019,Manchester City FC,5-0,Burnley FC,2019,Jan,26,26/Jan/2019,Sat,5,5,0,Manchester City FC
4,Sat Jan 26 2019,Portsmouth FC,01-Jan,Queens Park Rangers FC,2019,Jan,26,26/Jan/2019,Sat,2,1,1,Draw
4,Sat Jan 26 2019,Millwall FC,03-Feb,Everton FC,2019,Jan,26,26/Jan/2019,Sat,5,3,2,Millwall FC
4,Sat Jan 26 2019,AFC Wimbledon,04-Feb,West Ham United FC,2019,Jan,26,26/Jan/2019,Sat,6,4,2,AFC Wimbledon
4,Sun Jan 27 2019,Crystal Palace FC,2-0,Tottenham Hotspur FC,2019,Jan,27,27/Jan/2019,Sun,2,2,0,Crystal Palace FC
4,Sun Jan 27 2019,Chelsea FC,3-0,Sheffield Wednesday FC,2019,Jan,27,27/Jan/2019,Sun,3,3,0,Chelsea FC
4,Mon Jan 28 2019,Barnet FC,03-Mar,Brentford FC,2019,Jan,28,28/Jan/2019,Mon,6,3,3,Draw
4,Tue Feb 5 2019,Wolverhampton Wanderers FC,03-Feb,Shrewsbury Town FC,2019,Feb,5,5/Feb/2019,Tue,5,3,2,Wolverhampton Wanderers FC
4,Tue Feb 5 2019,Newport County AFC,2-0,Middlesbrough FC,2019,Feb,5,5/Feb/2019,Tue,2,2,0,Newport County AFC
4,Tue Feb 5 2019,Queens Park Rangers FC,2-0,Portsmouth FC,2019,Feb,5,5/Feb/2019,Tue,2,2,0,Queens Park Rangers FC
4,Tue Feb 5 2019,Brentford FC,03-Jan,Barnet FC,2019,Feb,5,5/Feb/2019,Tue,4,3,1,Brentford FC
4,Wed Feb 6 2019,West Bromwich Albion FC,01-Jan,Brighton & Hove Albion FC,2019,Feb,6,6/Feb/2019,Wed,2,1,1,Draw
Round of 16,Fri Feb 15 2019,Queens Park Rangers FC,0-1,Watford FC,2019,Feb,15,15/Feb/2019,Fri,1,0,1,Watford FC
Round of 16,Sat Feb 16 2019,Brighton & Hove Albion FC,02-Jan,Derby County FC,2019,Feb,16,16/Feb/2019,Sat,3,2,1,Brighton & Hove Albion FC
Round of 16,Sat Feb 16 2019,AFC Wimbledon,0-1,Millwall FC,2019,Feb,16,16/Feb/2019,Sat,1,0,1,Millwall FC
Round of 16,Sat Feb 16 2019,Newport County AFC,01-Apr,Manchester City FC,2019,Feb,16,16/Feb/2019,Sat,5,1,4,Manchester City FC
Round of 16,Sun Feb 17 2019,Bristol City FC,0-1,Wolverhampton Wanderers FC,2019,Feb,17,17/Feb/2019,Sun,1,0,1,Wolverhampton Wanderers FC
Round of 16,Sun Feb 17 2019,Doncaster Rovers FC,0-2,Crystal Palace FC,2019,Feb,17,17/Feb/2019,Sun,2,0,2,Crystal Palace FC
Round of 16,Sun Feb 17 2019,Swansea City FC,04-Jan,Brentford FC,2019,Feb,17,17/Feb/2019,Sun,5,4,1,Swansea City FC
Round of 16,Mon Feb 18 2019,Chelsea FC,0-2,Manchester United FC,2019,Feb,18,18/Feb/2019,Mon,2,0,2,Manchester United FC
Quarterfinals,Sat Mar 16 2019,Watford FC,02-Jan,Crystal Palace FC,2019,Mar,16,16/Mar/2019,Sat,3,2,1,Watford FC
Quarterfinals,Sat Mar 16 2019,Swansea City FC,02-Mar,Manchester City FC,2019,Mar,16,16/Mar/2019,Sat,5,2,3,Manchester City FC
Quarterfinals,Sat Mar 16 2019,Wolverhampton Wanderers FC,02-Jan,Manchester United FC,2019,Mar,16,16/Mar/2019,Sat,3,2,1,Wolverhampton Wanderers FC
Quarterfinals,Sun Mar 17 2019,Millwall FC,02-Feb,Brighton & Hove Albion FC,2019,Mar,17,17/Mar/2019,Sun,4,2,2,Draw
Semifinals,Sat Apr 6 2019,Manchester City FC,1-0,Brighton & Hove Albion FC,2019,Apr,6,6/Apr/2019,Sat,1,1,0,Manchester City FC
Semifinals,Sun Apr 7 2019,Watford FC,02-Feb,Wolverhampton Wanderers FC,2019,Apr,7,7/Apr/2019,Sun,4,2,2,Draw
Final,Sat May 18 2019,Manchester City FC,6-0,Watford FC,2019,May,18,18/May/2019,Sat,6,6,0,Manchester City FC
